Name,Team,Games Played,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Inside 50s,Goal Assists,Contested Possessions,Uncontested Possessions,Effective Disposals,Disposal Efficiency,Clangers,Contested Marks,Marks Inside 50,Clearances,Centre Clearances,Stoppage Clearances,Rebound 50s,One Percenters,Bounces,Metres Gained,Score Involvements,Turnovers,Intercepts,Tackles Inside 50,Time On Ground
Mitchell Duncan,Geelong,13,15.38,8.85,24.23,7.54,0.62,0.15,2.54,0.0,3.31,0.38,5.54,17.54,18.62,76.85,2.46,0.0,0.46,2.69,0.46,2.23,2.92,1.0,0.23,374.62,6.69,2.77,2.62,0.0,73.31
Brayden Maynard,Collingwood,22,15.27,5.73,21.0,5.45,0.05,0.0,2.59,0.0,1.86,0.09,5.09,13.64,16.86,80.29,3.0,0.55,0.0,0.45,0.05,0.41,4.82,4.36,0.14,447.09,2.45,4.41,5.18,0.09,86.32
Marcus Bontempelli,Western Bulldogs,26,15.23,11.5,26.73,4.0,1.19,0.73,4.88,0.31,6.62,0.92,11.19,16.88,18.42,68.91,4.69,0.73,0.73,5.54,2.46,3.08,1.92,3.85,1.08,541.65,7.38,5.81,2.65,0.62,84.35
Brandon Ellis,Gold Coast,18,15.17,8.33,23.5,7.22,0.28,0.11,2.61,0.0,2.67,0.39,6.17,17.61,17.83,75.87,3.17,0.11,0.17,1.72,0.06,1.67,2.61,1.39,0.83,330.33,3.44,4.56,3.94,0.33,82.44
Oliver Wines,Port Adelaide,24,15.08,17.29,32.38,4.17,0.42,0.62,4.38,0.0,5.21,0.58,14.75,17.17,22.12,68.31,4.67,0.5,0.46,5.83,2.33,3.5,1.62,1.29,0.12,429.62,6.42,5.96,4.0,0.54,77.29
Harry Perryman,GWS,18,14.89,7.33,22.22,5.11,0.22,0.28,2.17,0.0,2.22,0.22,6.78,14.22,16.33,73.49,2.61,0.56,0.22,1.39,0.11,1.28,4.89,2.0,0.0,420.56,3.33,4.72,5.56,0.11,80.28
Cameron Guthrie,Geelong,23,14.87,14.13,29.0,5.61,0.17,0.35,4.04,0.0,3.65,0.52,9.7,18.87,21.26,73.31,2.39,0.13,0.17,4.96,1.43,3.52,1.52,1.09,0.26,265.96,5.65,2.7,2.13,0.78,73.52
Luke Shuey,West Coast,7,14.86,8.14,23.0,3.29,0.0,0.14,4.29,0.0,5.0,0.57,9.0,13.14,16.86,73.3,3.43,0.0,0.0,6.29,3.14,3.14,1.14,2.29,0.57,330.0,4.43,3.14,2.86,0.29,66.43
Darcy Parish,Essendon,23,14.83,15.65,30.48,4.17,0.43,0.35,3.91,0.0,5.96,0.91,13.43,17.61,22.04,72.31,3.52,0.04,0.3,7.52,3.78,3.74,1.3,1.17,0.09,465.3,7.61,5.26,3.04,0.7,82.17
Brayden Fiorini,Gold Coast,9,14.78,11.22,26.0,5.78,0.22,0.22,5.22,0.0,3.33,0.33,10.0,16.67,18.78,72.23,4.44,0.0,0.11,4.44,1.22,3.22,2.67,2.22,0.0,337.56,5.11,4.89,3.33,0.67,73.33
Jy Simpkin,North Melbourne,22,14.77,12.14,26.91,4.36,0.09,0.23,3.82,0.0,4.68,0.64,10.68,16.41,18.91,70.27,4.5,0.09,0.18,5.14,2.82,2.32,1.32,1.41,0.5,365.23,4.82,5.27,3.14,0.27,82.86
Steven May,Melbourne,23,14.74,2.65,17.39,5.43,0.0,0.09,1.04,0.0,0.83,0.09,4.0,8.26,14.7,84.53,2.57,1.13,0.0,0.26,0.0,0.26,6.17,6.48,0.09,384.87,2.35,2.78,6.09,0.0,93.26
Riley Bonner,Port Adelaide,14,14.71,5.21,19.93,4.79,0.14,0.07,1.14,0.0,2.5,0.43,3.43,14.93,15.29,76.72,2.5,0.0,0.0,0.43,0.0,0.43,3.29,1.57,0.07,409.43,3.93,4.21,3.93,0.07,77.21
Tom Mitchell,Hawthorn,22,14.59,19.73,34.32,4.45,0.36,0.23,4.86,0.0,4.14,0.45,11.59,22.91,25.59,74.56,3.68,0.05,0.23,4.77,1.91,2.86,2.23,0.59,0.32,380.14,5.36,5.91,3.0,0.36,83.86
Caleb Daniel,Western Bulldogs,25,14.56,10.68,25.24,4.0,0.28,0.04,2.32,0.0,1.8,0.36,7.44,15.4,19.84,78.61,3.04,0.2,0.08,2.12,0.24,1.88,4.92,1.52,1.0,394.68,4.08,4.2,4.48,0.08,80.64
Dyson Heppell,Essendon,19,14.53,10.21,24.74,6.95,0.11,0.05,2.47,0.0,2.32,0.32,6.26,17.42,20.0,80.84,2.26,0.37,0.11,0.68,0.0,0.68,3.84,2.58,0.11,375.11,3.74,3.53,6.42,0.05,86.0
Dominic Sheed,West Coast,22,14.5,11.73,26.23,4.91,0.41,0.27,2.32,0.0,3.77,0.36,10.45,16.05,17.05,65.0,4.77,0.05,0.23,5.23,2.23,3.0,1.91,1.09,0.32,388.32,4.64,5.45,2.59,0.14,83.14
Joshua Kelly,GWS,23,14.48,11.65,26.13,3.57,0.7,0.65,5.61,0.0,4.7,0.22,9.65,17.0,18.26,69.88,3.0,0.04,0.22,4.0,1.26,2.74,2.22,1.78,0.43,454.17,5.96,4.7,2.57,0.7,83.17
Edward Curnow,Carlton,22,14.45,8.09,22.55,4.82,0.45,0.14,3.64,0.0,4.32,0.73,7.55,14.45,15.0,66.52,3.09,0.05,0.27,3.09,0.86,2.23,1.32,0.91,0.14,356.32,5.14,4.41,2.32,0.59,83.45
Zachary Williams,Carlton,14,14.36,4.5,18.86,3.93,0.36,0.29,1.86,0.0,3.36,0.43,6.5,11.07,14.14,74.97,2.57,0.21,0.29,1.93,0.57,1.36,3.43,1.36,0.93,427.29,3.64,4.14,5.21,0.14,73.5
Clayton Oliver,Melbourne,25,14.32,17.24,31.56,3.56,0.44,0.72,5.44,0.0,5.2,0.72,17.44,14.36,21.92,69.46,5.12,0.2,0.24,7.48,2.92,4.56,1.88,1.2,0.16,423.0,7.24,5.08,4.28,0.56,88.44
Rory Laird,Adelaide,22,14.27,17.73,32.0,3.73,0.14,0.36,5.95,0.0,3.68,0.68,14.82,17.41,22.59,70.59,4.45,0.09,0.14,6.86,2.91,3.95,2.14,0.73,0.18,349.36,6.27,4.82,3.0,0.59,78.45
Callum Mills,Sydney,18,14.22,13.28,27.5,5.94,0.33,0.06,5.33,0.0,4.17,0.5,10.44,17.06,20.67,75.16,3.06,0.11,0.17,4.78,1.72,3.06,2.67,2.0,0.06,380.0,6.28,4.0,3.28,0.44,81.17
Nic Newman,Carlton,14,14.21,5.43,19.64,6.14,0.0,0.07,3.86,0.0,1.07,0.29,5.64,10.64,15.86,80.75,2.43,0.36,0.0,0.36,0.14,0.21,4.5,2.14,0.64,350.29,2.86,2.86,6.64,0.14,80.93
Adam Saad,Carlton,22,14.14,5.14,19.27,3.32,0.09,0.27,1.77,0.0,3.41,0.41,5.32,11.41,14.64,75.97,2.23,0.27,0.05,0.73,0.18,0.55,4.36,2.86,2.86,436.91,3.73,3.82,5.95,0.0,80.86
Sam Menegola,Geelong,23,14.09,9.09,23.17,5.48,0.52,0.52,2.26,0.0,3.65,0.61,8.04,15.17,16.43,70.91,3.22,0.22,0.52,2.57,0.48,2.09,2.22,1.65,0.04,387.17,4.78,4.61,3.09,0.26,81.48
Jack Steele,St Kilda,22,14.09,14.95,29.05,4.68,0.59,0.36,8.41,0.0,4.77,0.55,13.77,15.09,20.55,70.74,3.95,0.27,0.45,6.27,2.73,3.55,1.68,1.86,0.27,377.36,5.91,4.59,3.55,0.86,85.0
Luke Dunstan,St Kilda,12,14.08,11.17,25.25,4.25,0.08,0.33,4.92,0.0,5.0,0.17,11.17,13.92,16.67,66.02,4.17,0.0,0.17,5.83,2.0,3.83,0.92,1.5,0.0,366.58,4.5,5.42,3.83,0.67,82.67
Taylor Adams,Collingwood,14,13.93,13.36,27.29,3.29,0.14,0.14,5.64,0.0,4.5,0.21,13.57,13.64,17.79,65.19,5.71,0.21,0.07,7.14,3.93,3.21,1.07,1.57,0.29,353.93,4.93,5.79,2.86,0.5,76.14
Jarman Impey,Hawthorn,13,13.92,8.23,22.15,5.38,0.15,0.0,2.54,0.0,2.08,0.15,4.92,17.0,17.38,78.47,1.85,0.54,0.08,0.77,0.23,0.54,3.62,2.54,1.62,320.46,3.31,3.77,4.77,0.08,81.54
Adam Cerra,Fremantle,18,13.89,9.17,23.06,5.17,0.28,0.56,2.61,0.0,5.0,0.83,8.0,15.33,15.89,68.91,3.28,0.06,0.39,3.56,1.11,2.44,1.61,1.33,0.11,407.28,5.33,4.33,2.83,0.33,76.06
Jacob Weitering,Carlton,22,13.68,2.73,16.41,7.59,0.0,0.05,1.36,0.09,0.73,0.05,6.32,8.73,13.05,79.52,2.41,1.68,0.0,0.23,0.0,0.23,6.32,9.05,0.23,332.27,2.18,3.36,8.32,0.0,95.91
Bailey Smith,Western Bulldogs,26,13.62,9.96,23.58,3.73,0.65,0.5,3.35,0.0,3.88,0.42,7.38,16.15,17.0,72.09,3.27,0.12,0.27,2.92,0.77,2.15,1.69,0.85,0.5,426.92,5.62,4.96,2.62,0.31,82.08
Dan Houston,Port Adelaide,23,13.61,7.3,20.91,4.78,0.3,0.26,2.43,0.0,3.0,0.65,6.48,13.96,16.35,78.19,2.96,0.39,0.13,1.26,0.35,0.91,2.78,1.39,0.3,355.78,4.13,3.91,5.04,0.3,76.0
Sam Walsh,Carlton,22,13.55,16.27,29.82,5.77,0.55,0.27,4.55,0.0,3.86,0.68,11.45,18.55,22.18,74.38,3.64,0.32,0.32,4.82,1.68,3.14,1.27,0.77,0.41,337.05,6.5,4.14,2.68,0.27,87.36
Ben Cunnington,North Melbourne,15,13.53,13.27,26.8,4.13,0.6,0.53,4.93,0.0,3.6,0.47,15.6,11.6,18.8,70.15,4.6,0.4,0.47,7.53,3.67,3.87,1.47,1.07,0.0,330.2,5.8,4.4,4.4,0.47,82.47
Jacob Hopper,GWS,23,13.52,12.83,26.35,3.13,0.43,0.3,3.78,0.0,4.3,0.43,12.04,14.61,17.83,67.67,4.57,0.04,0.17,6.43,2.3,4.13,1.83,0.91,0.39,402.74,5.22,4.57,2.17,0.3,80.13
Mitch Robinson,Brisbane,22,13.5,6.05,19.55,4.45,0.32,0.32,2.91,0.0,4.09,0.41,6.36,12.68,13.18,67.42,3.68,0.14,0.18,2.23,0.45,1.77,2.82,1.45,0.14,404.55,4.45,4.27,4.5,0.23,77.55
Liam Duggan,West Coast,14,13.43,5.57,19.0,6.71,0.0,0.0,2.14,0.0,2.36,0.36,5.21,14.29,14.29,75.21,2.21,0.14,0.0,0.5,0.07,0.43,2.79,1.64,0.07,310.36,3.07,3.86,4.71,0.07,84.5
Jack Sinclair,St Kilda,21,13.38,7.76,21.14,4.86,0.14,0.1,2.29,0.0,2.52,0.52,6.57,14.38,16.14,76.35,2.43,0.19,0.05,1.38,0.33,1.05,3.76,2.29,0.62,333.57,4.05,3.67,6.0,0.14,81.57
Grant Birchall,Brisbane,23,13.35,5.13,18.48,6.96,0.09,0.0,1.0,0.0,1.96,0.13,3.22,13.48,15.17,82.09,2.09,0.13,0.0,0.57,0.0,0.57,3.78,1.65,0.09,332.04,3.22,3.65,3.52,0.0,79.78
Ryan Burton,Port Adelaide,24,13.29,4.71,18.0,5.54,0.0,0.04,2.54,0.0,1.88,0.29,4.83,10.96,13.42,74.56,2.58,0.5,0.04,0.67,0.04,0.62,4.29,1.79,0.0,356.04,2.67,3.88,5.04,0.0,76.58
Travis Boak,Port Adelaide,23,13.26,14.57,27.83,2.91,0.35,0.78,4.78,0.0,4.22,0.87,12.96,15.17,19.39,69.67,3.83,0.09,0.43,6.26,2.91,3.35,1.09,1.17,0.09,339.39,6.39,4.52,2.61,0.65,81.09
Andrew Brayshaw,Fremantle,20,13.25,15.15,28.4,5.05,0.4,0.25,4.65,0.0,4.0,0.3,9.0,19.75,21.85,76.94,3.2,0.0,0.15,3.65,1.1,2.55,2.4,1.95,0.5,349.0,5.9,4.45,3.15,0.25,78.8
Patrick Dangerfield,Geelong,16,13.25,9.94,23.19,4.44,0.5,0.44,3.31,0.0,5.31,0.94,13.0,10.56,15.5,66.84,4.88,1.12,0.75,6.12,2.94,3.19,1.25,1.94,0.38,426.69,5.12,5.38,2.06,0.31,72.75
Bachar Houli,Richmond,12,13.25,9.67,22.92,6.42,0.08,0.0,3.33,0.0,2.17,0.25,4.67,15.75,18.08,78.88,2.17,0.17,0.08,0.92,0.42,0.5,4.75,1.58,2.33,378.83,3.17,5.17,5.0,0.08,81.92
Christopher Mayne,Collingwood,17,13.24,10.47,23.71,7.59,0.0,0.0,2.59,0.0,0.71,0.06,4.82,17.24,21.47,90.55,1.88,0.35,0.0,0.47,0.24,0.24,2.65,2.71,0.18,230.24,3.41,2.12,5.59,0.12,83.71
Noah Anderson,Gold Coast,20,13.2,9.45,22.65,4.15,0.0,0.3,3.0,0.0,2.9,0.2,8.85,14.5,15.6,68.87,3.35,0.05,0.1,4.05,0.95,3.1,2.05,1.25,0.85,323.1,3.7,4.8,3.45,0.1,76.35
Ed Langdon,Melbourne,24,13.12,8.71,21.83,5.42,0.54,0.38,1.88,0.0,2.79,0.25,5.83,15.83,16.0,73.29,2.38,0.21,0.5,1.04,0.17,0.88,2.12,0.83,0.75,417.38,4.21,4.25,4.17,0.17,94.33
Daniel Howe,Hawthorn,19,13.11,6.53,19.63,5.74,0.42,0.26,2.11,0.0,2.16,0.26,5.74,14.05,14.58,74.27,3.16,0.32,0.26,1.16,0.32,0.84,2.0,1.79,0.16,322.47,4.11,3.32,3.68,0.11,79.05
Jaidyn Stephenson,North Melbourne,19,13.11,6.26,19.37,5.74,0.89,1.0,2.53,0.0,3.89,0.42,5.11,13.89,12.84,66.29,2.79,0.21,1.0,1.58,0.47,1.11,1.16,0.89,0.37,353.63,4.84,3.95,2.16,0.32,81.58
Jeremy McGovern,West Coast,15,13.07,3.33,16.4,7.4,0.0,0.0,1.0,0.6,0.73,0.07,5.27,9.33,13.93,84.94,1.93,1.67,0.0,0.2,0.07,0.13,5.2,6.2,0.0,298.47,1.93,2.6,7.47,0.0,80.27
Trent McKenzie,Port Adelaide,14,13.07,2.14,15.21,6.0,0.07,0.0,1.71,0.0,0.71,0.0,4.21,7.36,12.86,84.55,1.5,1.21,0.0,0.14,0.0,0.14,5.5,4.71,0.0,356.43,1.86,2.64,5.43,0.0,90.71
Lachlan Hunter,Western Bulldogs,25,13.04,8.8,21.84,5.0,0.4,0.28,2.4,0.0,4.04,0.88,5.8,16.08,15.72,71.98,2.28,0.08,0.6,1.96,0.2,1.76,1.08,2.08,0.6,369.28,6.08,4.64,2.28,0.4,84.2
Luke Parker,Sydney,23,12.96,14.91,27.87,3.83,0.65,0.35,4.61,0.0,4.04,0.74,13.43,14.0,19.13,68.64,4.22,0.39,0.57,6.35,2.7,3.65,1.35,1.39,0.13,298.35,5.87,4.83,3.22,0.52,80.43
Steele Sidebottom,Collingwood,21,12.95,10.86,23.81,5.43,0.38,0.24,2.95,0.0,2.95,0.48,7.9,15.95,17.0,71.4,3.86,0.0,0.29,3.19,1.24,1.95,1.33,1.43,0.48,282.33,5.14,4.14,2.14,0.62,83.57
Nathan Wilson,Fremantle,18,12.94,3.94,16.89,4.11,0.0,0.22,0.94,0.0,1.72,0.17,4.22,9.89,13.39,79.28,1.94,0.17,0.06,0.56,0.06,0.5,5.72,3.22,0.61,430.0,3.44,3.83,4.61,0.06,82.5
Lachie Neale,Brisbane,17,12.94,14.12,27.06,3.88,0.47,0.35,4.12,0.0,4.18,0.47,12.76,14.06,19.47,71.95,3.47,0.0,0.18,6.29,2.41,3.88,1.65,0.35,0.29,320.29,6.06,4.06,2.94,0.35,84.71
Nick Vlastuin,Richmond,12,12.92,5.25,18.17,6.83,0.0,0.08,2.25,0.0,1.0,0.25,4.58,11.08,15.33,84.37,2.75,0.58,0.08,0.33,0.0,0.33,5.25,4.08,0.08,351.25,3.08,2.5,6.75,0.0,83.75
Tim Kelly,West Coast,19,12.89,11.0,23.89,3.26,0.32,0.42,3.37,0.0,4.32,0.79,10.58,13.79,16.0,66.97,3.58,0.05,0.05,5.32,2.74,2.58,1.26,0.74,0.58,356.32,5.79,4.47,2.26,0.74,77.95
Toby Greene,GWS,18,12.89,4.28,17.17,4.33,2.5,2.28,2.17,0.11,4.17,0.89,8.56,9.0,9.39,54.69,3.78,1.28,1.94,1.17,0.28,0.89,0.17,1.06,0.22,383.89,8.28,4.28,1.33,0.72,90.39
Jaeger O'Meara,Hawthorn,18,12.89,13.39,26.28,4.11,0.28,0.5,5.06,0.0,4.39,0.33,11.83,14.89,18.61,70.81,3.94,0.17,0.22,6.06,2.5,3.56,2.11,1.56,0.17,335.78,4.89,4.22,2.33,0.67,82.5
Bradley Hill,St Kilda,22,12.68,7.05,19.73,3.91,0.14,0.05,2.27,0.0,2.86,0.41,3.41,15.59,15.59,79.02,2.95,0.05,0.05,0.77,0.05,0.73,2.73,1.64,0.59,382.77,4.0,4.0,2.64,0.0,84.5
Caleb Serong,Fremantle,22,12.68,10.18,22.86,2.95,0.36,0.45,3.27,0.0,4.14,0.41,9.27,13.64,15.36,67.19,3.23,0.09,0.36,4.77,1.95,2.82,1.27,0.64,0.0,344.5,5.27,3.86,2.45,0.41,74.14
Max Gawn,Melbourne,25,12.64,5.88,18.52,5.24,0.64,0.68,2.84,32.12,3.16,0.36,10.68,7.6,11.44,61.77,3.84,2.32,0.92,4.44,1.8,2.64,1.72,4.0,0.0,310.68,5.48,3.6,3.56,0.28,89.12
Lachlan Ash,GWS,21,12.62,6.05,18.67,5.33,0.05,0.05,3.0,0.0,2.19,0.1,4.38,12.86,14.33,76.75,2.14,0.14,0.0,0.86,0.1,0.76,3.05,1.71,0.95,302.24,2.29,3.14,3.48,0.0,82.76
