Name,Team,Games Played,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Inside 50s,Goal Assists,Contested Possessions,Uncontested Possessions,Effective Disposals,Disposal Efficiency,Clangers,Contested Marks,Marks Inside 50,Clearances,Centre Clearances,Stoppage Clearances,Rebound 50s,One Percenters,Bounces,Metres Gained,Score Involvements,Turnovers,Intercepts,Tackles Inside 50,Time On Ground
Toby Greene,GWS,19,11.95,6.26,18.21,5.79,2.37,1.47,2.79,0.0,3.79,0.95,8.47,9.84,10.95,60.13,3.74,1.79,2.37,1.26,0.58,0.68,0.26,0.79,0.32,335.95,7.68,4.58,1.0,1.05,88.0
Nick Haynes,GWS,19,11.95,5.68,17.63,6.05,0.11,0.11,1.53,0.0,1.74,0.16,5.58,12.05,14.05,79.69,2.47,1.0,0.11,0.42,0.11,0.32,3.47,4.21,0.58,324.84,2.89,3.0,6.0,0.0,82.53
Pearce Hanley,Gold Coast,13,11.92,7.69,19.62,5.08,0.08,0.15,2.15,0.0,1.92,0.23,6.0,13.54,14.85,75.69,3.38,0.15,0.08,1.38,0.23,1.15,3.31,1.54,0.92,364.54,3.62,3.54,4.46,0.23,77.77
Jack Martin,Gold Coast,22,11.91,6.73,18.64,6.32,1.09,0.5,2.68,0.0,1.91,0.64,6.68,12.27,13.77,73.87,3.27,0.86,0.86,1.45,0.55,0.86,1.5,0.86,0.27,254.27,4.91,3.23,1.41,0.86,82.32
Jayden Short,Richmond,16,11.88,2.88,14.75,3.81,0.12,0.06,1.31,0.0,2.25,0.0,2.75,11.88,11.75,79.66,2.06,0.06,0.06,0.19,0.0,0.19,3.25,0.69,1.19,362.25,2.75,3.88,3.31,0.06,76.56
Brad Crouch,Adelaide,20,11.85,16.2,28.05,2.8,0.4,0.5,6.85,0.0,4.15,0.65,12.65,14.5,19.35,68.98,3.55,0.05,0.15,5.85,2.45,3.4,1.7,0.8,0.15,333.7,5.65,4.9,2.75,1.25,74.45
Tom Phillips,Collingwood,18,11.83,9.28,21.11,4.89,0.5,0.39,2.89,0.0,2.61,0.61,6.17,15.22,15.44,73.14,2.28,0.17,0.17,1.67,0.22,1.44,1.17,1.06,0.06,316.67,4.72,3.56,3.0,0.44,81.67
David Swallow,Gold Coast,18,11.83,9.83,21.67,2.72,0.61,0.44,5.06,0.0,2.94,0.39,10.11,11.39,13.94,64.33,3.17,0.22,0.39,4.94,2.11,2.83,1.56,1.67,0.11,277.0,4.89,4.22,2.5,0.67,75.06
Jackson Macrae,Western Bulldogs,22,11.82,15.68,27.5,4.55,0.09,0.23,5.77,0.0,3.09,0.45,10.86,16.45,21.23,77.2,1.86,0.23,0.23,3.86,1.09,2.77,1.27,1.09,0.23,258.0,6.27,3.27,3.55,0.73,85.95
Josh P. Kennedy,Sydney,21,11.81,16.38,28.19,2.48,0.76,0.29,4.9,0.0,4.0,0.29,15.1,13.33,19.0,67.4,3.71,0.14,0.24,6.81,3.0,3.76,1.29,1.05,0.05,304.9,5.86,4.71,2.71,0.67,87.33
Dom Tyson,Melbourne,19,11.79,13.47,25.26,4.11,0.26,0.47,3.95,0.0,4.11,0.26,10.0,15.95,16.63,65.84,4.26,0.16,0.26,3.26,1.11,2.16,1.11,0.79,0.32,350.16,4.63,5.21,3.05,0.47,75.89
Dion Prestia,Richmond,22,11.77,11.45,23.23,2.82,0.32,0.55,4.23,0.0,3.41,0.55,9.41,13.95,15.18,65.35,3.14,0.05,0.23,4.05,1.55,2.5,1.45,1.41,0.45,315.77,5.73,4.0,2.68,0.64,81.05
Joel Selwood,Geelong,21,11.76,13.76,25.52,3.19,0.33,0.19,5.05,0.0,3.71,0.76,13.62,12.43,19.0,74.45,3.76,0.52,0.24,6.14,3.24,2.86,1.52,1.67,0.14,305.33,6.29,4.14,3.81,0.33,75.71
Billy Hartung,Hawthorn,18,11.72,10.33,22.06,5.5,0.28,0.39,1.61,0.0,3.0,0.33,4.28,18.22,16.78,76.07,2.0,0.06,0.28,1.44,0.28,1.17,1.44,1.06,2.17,358.06,5.11,3.94,2.11,0.11,78.22
Lachlan Weller,Fremantle,22,11.68,8.36,20.05,4.05,0.23,0.18,2.41,0.0,2.91,0.23,4.5,14.73,15.41,76.86,2.41,0.0,0.09,0.95,0.23,0.73,2.91,1.77,0.82,380.09,3.41,4.36,3.77,0.18,83.09
Lachie Neale,Fremantle,21,11.67,15.57,27.24,4.48,0.67,0.29,4.48,0.0,2.9,0.57,13.0,14.48,21.24,77.97,2.76,0.29,0.38,6.76,2.48,4.33,1.81,0.86,0.71,299.38,5.86,3.38,2.95,0.29,77.62
Brayden Maynard,Collingwood,22,11.64,5.73,17.36,4.14,0.27,0.18,3.27,0.0,2.95,0.27,5.14,12.32,13.05,75.17,2.41,0.23,0.05,0.86,0.32,0.55,2.82,2.77,0.36,331.64,4.14,3.95,4.23,0.09,83.32
Brandon Matera,Gold Coast,10,11.6,5.3,16.9,4.6,2.2,1.2,2.2,0.0,2.5,0.8,5.0,11.6,12.1,71.6,1.7,0.2,1.1,0.9,0.5,0.4,1.4,0.3,0.6,307.3,6.8,3.2,1.7,0.9,75.9
Sam Menegola,Geelong,22,11.59,12.36,23.95,4.95,0.77,0.91,5.86,0.0,4.05,0.59,9.36,14.95,16.64,69.48,3.18,0.41,0.86,2.64,0.5,2.14,1.64,1.0,0.09,361.0,6.32,4.36,2.68,1.45,78.18
Michael Walters,Fremantle,17,11.59,7.65,19.24,4.35,1.29,0.82,2.65,0.0,3.94,0.94,8.41,11.59,14.0,72.77,3.18,0.18,1.06,2.71,1.18,1.53,0.53,1.65,1.12,316.88,6.41,3.41,2.18,0.29,82.24
Jack Billings,St Kilda,22,11.55,11.55,23.09,5.55,1.05,1.64,3.14,0.0,3.95,1.0,7.5,15.73,16.32,70.68,2.23,0.5,1.41,1.45,0.14,1.32,1.14,1.0,0.36,297.86,7.45,4.14,2.55,1.23,84.91
Jayden Hunt,Melbourne,22,11.55,6.45,18.0,3.86,0.32,0.23,3.14,0.0,3.86,0.32,5.09,12.64,12.27,68.17,3.18,0.23,0.14,0.77,0.27,0.5,2.64,3.45,1.95,435.95,3.86,4.73,4.41,0.14,84.41
Kieren Jack,Sydney,19,11.53,6.16,17.68,3.37,0.53,0.58,4.11,0.0,3.58,0.95,7.05,10.89,11.05,62.5,2.42,0.0,0.16,2.05,0.63,1.42,1.05,0.79,0.0,280.74,5.42,4.0,2.11,0.79,76.79
Caleb Marchbank,Carlton,16,11.5,4.0,15.5,6.38,0.0,0.06,2.5,0.0,1.25,0.0,5.0,10.5,11.69,75.42,2.81,0.81,0.06,0.06,0.0,0.06,3.06,3.75,0.0,238.88,2.06,3.31,6.06,0.06,87.75
Liam Shiels,Hawthorn,21,11.38,10.29,21.67,3.62,0.43,0.48,6.14,0.0,3.43,0.43,8.33,12.86,14.62,67.47,3.52,0.0,0.24,4.24,1.48,2.76,1.48,1.05,0.1,287.57,5.52,4.14,2.67,0.57,80.95
Lee Spurr,Fremantle,16,11.38,6.44,17.81,5.38,0.0,0.0,2.31,0.0,1.06,0.06,4.5,13.0,15.06,84.56,2.06,0.5,0.0,0.5,0.19,0.31,3.19,2.25,0.12,247.0,1.88,3.12,4.5,0.0,88.62
Jordan Lewis,Melbourne,19,11.37,14.95,26.32,4.89,0.26,0.16,2.47,0.0,3.0,0.58,9.16,17.63,20.68,78.57,3.58,0.26,0.21,3.58,1.0,2.58,1.58,2.21,0.21,297.79,5.11,4.0,3.63,0.21,87.32
Sam Gray,Port Adelaide,23,11.35,6.52,17.87,6.04,1.22,1.22,2.3,0.0,3.3,0.43,5.39,12.48,12.04,67.38,2.17,0.48,1.26,0.57,0.09,0.48,1.13,0.96,0.96,318.13,6.04,3.39,2.0,0.91,79.87
Reece Conca,Richmond,6,11.33,6.67,18.0,3.33,0.0,0.67,3.0,0.0,1.67,0.0,4.17,11.83,13.33,74.06,2.17,0.0,0.17,0.5,0.17,0.33,4.0,2.0,0.83,362.33,2.83,4.5,4.67,0.0,78.33
Jack Crisp,Collingwood,22,11.32,10.18,21.5,5.55,0.27,0.32,4.05,0.0,2.36,0.23,7.0,14.82,15.91,74.0,2.36,0.14,0.18,1.55,0.32,1.23,2.09,1.95,0.64,317.55,4.68,3.55,5.05,0.55,83.09
Jarrad McVeigh,Sydney,13,11.31,7.23,18.54,4.92,0.54,0.46,2.23,0.0,1.23,0.38,4.23,13.08,15.54,83.82,1.31,0.15,0.38,0.46,0.08,0.38,2.77,1.85,0.23,266.38,5.0,2.31,4.15,0.31,78.69
Justin Westhoff,Port Adelaide,23,11.3,7.87,19.17,5.43,0.65,0.52,3.04,1.35,2.22,0.48,6.91,12.43,14.09,73.5,1.96,0.61,0.83,2.13,0.13,2.0,1.96,3.61,0.0,288.74,5.43,3.09,4.22,0.52,85.48
Nathan Fyfe,Fremantle,21,11.24,15.19,26.43,4.52,0.81,0.62,4.57,0.0,3.9,0.48,14.9,12.05,19.29,72.99,4.24,1.81,0.43,5.9,2.57,3.33,1.38,2.71,0.43,303.24,7.19,4.19,3.52,0.38,88.62
Patrick Cripps,Carlton,15,11.2,13.73,24.93,4.33,0.47,0.27,6.0,0.0,3.07,0.2,13.53,11.27,17.13,68.71,3.33,0.73,0.53,6.67,2.93,3.73,1.47,1.2,0.27,234.47,4.13,4.73,2.2,0.47,83.47
Nicholas Graham,Carlton,10,11.2,7.5,18.7,5.0,0.3,0.4,4.7,0.0,2.9,0.5,7.2,12.1,13.2,70.59,2.9,0.2,0.4,2.4,0.9,1.5,1.1,0.5,0.2,228.1,3.9,3.9,1.6,0.7,73.9
Will Hoskin-Elliott,Collingwood,22,11.18,7.23,18.41,6.5,0.82,0.27,3.18,0.0,3.5,0.5,6.23,12.91,13.77,74.8,1.77,0.55,0.68,1.23,0.27,0.95,1.05,2.18,0.32,297.64,5.23,3.09,3.05,0.5,84.14
Jimmy Webster,St Kilda,18,11.17,7.61,18.78,3.61,0.06,0.0,1.78,0.0,1.56,0.28,4.83,13.33,14.0,74.55,1.89,0.22,0.0,0.44,0.06,0.39,3.61,2.72,0.72,309.0,3.67,3.56,5.44,0.0,79.11
Sam Gibson,North Melbourne,22,11.14,10.95,22.09,4.55,0.23,0.41,3.23,0.0,2.18,0.55,6.82,15.14,16.14,73.06,2.0,0.18,0.27,1.82,0.41,1.41,2.05,0.86,0.09,261.18,4.5,3.45,4.05,0.45,87.59
Zak Jones,Sydney,23,11.13,8.78,19.91,4.74,0.43,0.26,3.43,0.0,3.35,0.65,6.09,14.09,15.17,76.19,3.43,0.35,0.26,1.78,0.35,1.43,2.96,1.83,0.96,355.87,4.83,4.0,3.0,0.3,83.96
Callum Mills,Sydney,24,11.12,6.17,17.29,5.04,0.04,0.08,2.46,0.0,1.92,0.08,4.96,11.92,13.88,80.28,2.0,0.92,0.04,0.79,0.29,0.5,2.79,2.42,0.0,295.0,3.0,3.33,5.62,0.17,80.96
Jeremy McGovern,West Coast,24,11.08,5.62,16.71,8.0,0.42,0.58,1.79,2.08,2.17,0.5,7.75,9.54,12.46,74.57,2.29,2.54,0.71,0.5,0.04,0.46,2.58,5.62,0.04,249.21,4.21,3.33,7.58,0.42,84.71
Matthew Broadbent,Port Adelaide,15,11.07,7.6,18.67,4.47,0.2,0.0,2.07,0.0,2.13,0.33,5.13,12.53,14.47,77.5,2.67,0.27,0.07,0.87,0.13,0.73,3.4,1.87,0.47,339.73,4.2,3.8,5.0,0.07,81.93
Lewis Taylor,Brisbane,22,11.05,8.41,19.45,3.95,0.77,0.68,2.68,0.0,3.36,0.86,5.18,14.55,14.64,75.27,1.55,0.0,0.27,1.0,0.27,0.73,1.45,0.64,0.5,300.64,5.64,2.59,1.91,0.64,85.73
Steven Motlop,Geelong,23,11.0,8.3,19.3,2.87,0.96,0.3,2.57,0.0,3.39,0.7,4.83,14.43,14.35,74.35,2.78,0.13,0.39,0.78,0.0,0.78,1.22,0.65,2.78,310.52,5.87,3.43,1.7,0.43,83.13
Blaine Boekhorst,Carlton,7,11.0,5.57,16.57,4.43,1.0,0.14,3.0,0.0,2.29,0.29,4.29,12.71,12.43,75.02,2.71,0.0,0.29,0.86,0.14,0.71,2.14,1.14,0.29,307.43,3.86,2.86,3.29,0.57,73.0
Danyle Pearce,Fremantle,7,11.0,6.57,17.57,2.29,0.43,0.0,3.29,0.0,3.71,0.14,6.71,9.86,11.14,63.4,2.57,0.0,0.14,1.0,0.29,0.71,1.57,0.71,0.14,307.14,3.86,5.0,3.29,0.43,82.86
Nick Riewoldt,St Kilda,17,10.94,5.88,16.82,7.35,1.71,0.71,2.24,0.06,2.29,0.53,5.29,11.82,12.82,76.22,1.71,1.24,2.18,0.82,0.0,0.82,0.47,1.59,0.06,203.35,6.47,2.82,1.18,1.24,89.76
Karl Amon,Port Adelaide,14,10.93,7.79,18.71,4.14,0.36,0.36,2.43,0.0,2.93,0.36,5.93,12.93,13.36,71.41,2.71,0.14,0.21,1.36,0.14,1.21,2.14,1.0,0.5,341.86,4.14,3.71,2.86,0.71,71.5
Michael Barlow,Gold Coast,12,10.92,14.5,25.42,4.42,0.83,0.67,4.0,0.0,3.25,0.5,8.17,16.67,17.08,67.19,3.25,0.33,0.75,2.83,1.0,1.83,1.75,0.83,0.08,301.5,6.33,4.67,3.08,0.58,83.75
Sam Kerridge,Carlton,11,10.91,10.73,21.64,5.0,0.18,0.18,4.36,0.0,2.55,0.55,8.36,13.73,15.73,72.69,4.18,0.18,0.27,2.45,0.45,2.0,2.82,0.73,0.36,274.82,3.82,4.55,3.36,0.91,85.09
Luke Ryan,Fremantle,11,10.91,5.0,15.91,6.27,0.0,0.0,4.0,0.0,1.27,0.0,4.45,11.55,12.73,80.01,2.45,0.45,0.0,0.45,0.09,0.36,3.73,3.18,0.0,284.27,2.82,3.36,5.82,0.0,81.18
Robbie Tarrant,North Melbourne,21,10.9,6.86,17.76,6.24,0.05,0.05,2.62,0.0,2.14,0.14,5.71,11.9,14.71,82.83,2.9,1.05,0.0,0.24,0.0,0.24,4.29,4.05,0.1,316.52,2.95,2.86,6.76,0.0,92.1
Jeremy Cameron,GWS,19,10.89,4.95,15.84,7.05,2.37,1.32,2.05,0.0,3.37,0.58,4.68,11.05,12.11,76.45,2.11,0.68,2.16,0.21,0.05,0.16,0.37,1.37,0.11,274.63,7.68,2.47,1.42,0.74,83.42
Conor McKenna,Essendon,19,10.89,6.05,16.95,3.63,0.26,0.05,1.53,0.0,2.0,0.37,4.84,11.16,12.79,75.46,3.0,0.26,0.05,0.42,0.11,0.32,2.89,1.95,2.37,337.68,3.89,3.37,4.05,0.0,77.84
Martin Gleeson,Essendon,18,10.89,5.56,16.44,5.89,0.06,0.0,1.78,0.0,1.78,0.17,5.11,11.06,13.39,81.45,2.28,0.83,0.0,0.22,0.0,0.22,2.67,3.67,0.39,250.78,3.22,2.89,6.78,0.06,82.22
Dale Thomas,Carlton,18,10.89,6.61,17.5,5.72,0.44,0.39,1.72,0.0,2.89,0.39,5.06,12.39,11.94,68.23,3.0,0.39,0.67,1.39,0.22,1.17,1.11,1.11,0.61,258.22,3.72,3.39,2.44,0.44,74.28
Joe Daniher,Essendon,23,10.83,4.48,15.3,6.65,2.83,1.7,1.35,3.39,3.22,0.48,6.39,8.57,10.09,65.95,3.39,1.87,2.65,0.78,0.39,0.39,0.48,1.48,0.43,301.3,7.52,3.35,1.0,0.48,92.26
Alex Neal-Bullen,Melbourne,19,10.74,8.16,18.89,3.21,0.79,0.47,4.58,0.0,3.42,0.95,6.68,11.95,12.0,63.53,2.79,0.16,0.68,1.79,0.63,1.16,0.95,1.0,0.16,259.32,5.47,4.05,1.95,0.63,80.68
James Sicily,Hawthorn,19,10.74,7.79,18.53,6.89,0.68,0.47,1.16,0.0,1.58,0.21,5.79,12.26,15.21,82.08,3.16,1.68,0.32,0.16,0.0,0.16,2.47,2.05,0.74,294.05,4.21,3.89,5.05,0.11,84.47
Matthew Wright,Carlton,22,10.73,5.5,16.23,4.36,1.36,0.55,2.91,0.0,2.68,0.77,5.95,10.0,11.05,68.08,1.82,0.23,0.82,1.23,0.36,0.86,0.77,0.91,0.18,254.23,5.27,3.68,1.77,1.0,82.95
Brent Stanton,Essendon,7,10.71,5.43,16.14,5.43,0.29,0.14,2.86,0.0,2.14,0.43,3.71,12.43,12.29,76.15,2.14,0.0,0.0,0.86,0.29,0.57,1.71,1.57,0.0,221.71,4.0,2.14,2.29,0.29,78.86
Jake Melksham,Melbourne,19,10.63,6.11,16.74,4.42,1.11,0.32,2.53,0.0,3.42,0.42,3.89,12.74,12.05,71.98,3.11,0.16,0.53,1.11,0.47,0.63,1.32,1.63,0.32,324.11,4.84,3.79,2.05,0.74,80.32
Jamie MacMillan,North Melbourne,13,10.54,8.23,18.77,3.62,0.15,0.23,2.0,0.0,2.23,0.31,4.69,13.15,15.69,83.59,1.92,0.15,0.15,0.23,0.08,0.15,4.23,2.15,0.92,420.77,3.85,4.0,5.23,0.08,85.62
Lewis Jetta,West Coast,15,10.53,5.4,15.93,3.8,0.6,0.33,2.2,0.0,3.33,0.47,4.07,11.67,12.2,76.59,2.0,0.07,0.47,1.2,0.2,1.0,1.47,1.33,0.67,305.73,4.6,3.67,2.33,0.4,81.13
Kane Lambert,Richmond,24,10.5,10.96,21.46,3.58,0.54,0.54,4.58,0.0,4.08,0.96,7.96,13.08,14.67,68.36,2.46,0.12,0.71,2.5,0.67,1.83,0.75,0.96,0.21,290.71,6.71,4.38,2.54,0.83,83.83
Caleb Daniel,Western Bulldogs,20,10.5,11.2,21.7,2.95,0.25,0.25,2.85,0.0,2.5,0.25,7.1,14.9,16.9,77.88,1.7,0.0,0.05,1.8,0.65,1.15,1.4,1.55,0.4,260.3,5.25,3.05,3.2,0.55,81.8
Daniel Hannebery,Sydney,23,10.48,14.26,24.74,4.04,0.52,0.17,5.17,0.0,3.17,0.65,9.83,14.96,17.57,71.02,2.74,0.17,0.52,3.04,0.78,2.3,1.48,0.57,0.13,280.17,5.35,3.78,3.7,0.7,81.87
Brayden Fiorini,Gold Coast,13,10.46,10.62,21.08,5.77,0.38,0.0,2.77,0.0,1.77,0.54,5.69,14.92,15.38,72.96,1.92,0.0,0.46,1.85,0.69,1.15,2.0,0.46,0.23,180.92,3.77,3.46,1.92,0.08,76.62
James Kelly,Essendon,20,10.45,9.8,20.25,5.75,0.0,0.0,3.7,0.0,1.7,0.4,5.55,14.4,16.45,81.23,2.8,0.3,0.0,0.65,0.05,0.6,2.75,1.85,0.05,223.65,3.9,3.15,5.05,0.1,82.75
Michael Johnson,Fremantle,22,10.41,5.91,16.32,5.59,0.09,0.05,1.55,0.59,0.64,0.0,5.55,9.91,13.32,81.62,2.45,0.91,0.09,0.27,0.09,0.18,3.5,3.41,0.09,257.68,2.68,2.45,6.27,0.0,90.68
Jake Lever,Adelaide,20,10.4,5.6,16.0,6.25,0.05,0.05,1.75,0.05,1.6,0.1,6.7,9.65,13.0,81.25,2.4,1.1,0.0,0.15,0.0,0.15,3.5,6.1,0.25,261.0,2.8,2.4,9.5,0.0,85.25
Darcy Byrne-Jones,Port Adelaide,23,10.39,5.83,16.22,4.04,0.04,0.13,2.83,0.0,2.13,0.09,6.22,10.22,11.91,73.43,2.3,0.35,0.04,0.87,0.26,0.65,2.0,2.26,0.3,243.48,2.57,3.48,6.13,0.09,84.0
Luke Dunstan,St Kilda,16,10.38,11.25,21.62,4.19,0.62,0.56,4.94,0.0,3.81,0.75,8.31,12.94,16.12,74.56,2.5,0.12,0.62,4.0,1.94,2.06,1.19,1.06,0.44,274.06,6.06,2.25,2.06,0.75,72.12
Ben Reid,Collingwood,15,10.33,3.53,13.87,6.27,0.93,0.87,1.2,0.33,1.67,0.67,4.93,9.13,9.87,71.16,1.67,1.2,1.2,0.13,0.0,0.13,1.33,3.0,0.07,244.2,4.8,2.53,3.07,0.47,84.2
Travis Boak,Port Adelaide,22,10.32,12.18,22.5,4.77,0.86,0.59,4.5,0.0,3.18,0.68,8.0,14.32,16.05,71.33,3.09,0.27,0.5,2.86,0.5,2.36,1.18,0.82,0.14,245.59,5.91,3.86,2.64,0.95,79.91
David MacKay,Adelaide,22,10.32,6.55,16.86,3.0,0.41,0.36,3.45,0.0,3.0,0.32,5.18,12.27,12.23,72.54,2.77,0.0,0.27,1.05,0.23,0.82,1.73,1.14,0.45,331.95,4.64,3.73,3.05,0.27,77.55
Tom McDonald,Melbourne,22,10.32,7.32,17.64,6.32,1.05,0.32,2.27,2.41,2.09,0.41,6.64,11.09,13.41,76.02,3.36,1.23,0.82,0.86,0.41,0.45,1.95,5.82,0.14,254.77,4.77,3.59,3.68,0.68,91.27
Sharrod Wellingham,West Coast,13,10.31,7.0,17.31,4.62,0.0,0.23,1.92,0.0,1.54,0.38,4.85,11.69,12.69,73.31,3.23,0.23,0.15,0.62,0.23,0.38,3.08,1.69,0.38,297.38,3.15,3.31,5.08,0.0,79.23
Taylor Walker,Adelaide,23,10.3,4.57,14.87,6.35,2.35,1.52,1.91,0.0,3.91,1.43,6.7,8.61,9.83,66.11,3.13,1.57,2.65,0.22,0.0,0.22,0.09,1.22,0.0,289.35,8.26,3.61,1.22,1.17,88.3
Dan Houston,Port Adelaide,17,10.29,5.94,16.24,5.94,0.12,0.18,3.06,0.0,1.41,0.0,4.24,11.41,13.29,81.83,1.65,0.29,0.0,0.24,0.12,0.12,3.41,2.76,0.06,221.0,3.12,2.76,5.41,0.06,80.12
Bailey Dale,Western Bulldogs,16,10.25,7.0,17.25,3.19,1.06,0.44,1.94,0.0,2.88,0.56,5.69,11.88,11.44,66.32,2.0,0.25,0.5,1.62,0.19,1.44,1.44,0.81,0.19,279.31,4.88,3.5,1.88,0.44,80.12
David Mundy,Fremantle,21,10.24,11.1,21.33,3.81,0.62,0.43,4.14,0.05,3.29,0.76,9.57,12.0,15.48,72.57,1.71,0.1,0.81,3.86,1.57,2.24,1.19,1.19,0.0,254.14,5.43,3.05,2.29,0.48,79.24
Josh Caddy,Richmond,22,10.23,7.05,17.27,4.18,0.95,1.0,3.09,0.09,2.55,0.45,7.23,9.59,11.59,67.11,2.77,0.5,1.14,2.64,0.77,1.86,1.0,1.14,0.36,245.5,5.32,3.73,2.73,0.77,80.14
Hamish Hartlett,Port Adelaide,21,10.19,7.71,17.9,5.05,0.19,0.24,2.24,0.0,2.05,0.24,6.52,11.19,14.14,78.99,1.71,0.52,0.1,0.43,0.19,0.24,2.76,2.0,0.1,269.33,3.67,2.95,7.33,0.0,77.43
Nick Vlastuin,Richmond,16,10.19,5.31,15.5,5.62,0.12,0.06,2.69,0.0,1.62,0.56,5.62,9.62,12.88,83.1,2.25,0.69,0.25,0.88,0.25,0.62,4.0,2.62,0.19,310.38,3.5,3.0,6.19,0.44,77.56
Daniel Wells,Collingwood,10,10.1,8.4,18.5,4.7,1.1,0.5,2.2,0.0,3.3,0.6,4.3,14.3,14.6,78.92,2.0,0.1,1.3,2.3,0.6,1.7,0.3,0.6,0.6,288.6,7.1,3.3,0.8,0.6,71.7
Robbie Gray,Port Adelaide,23,10.09,8.87,18.96,4.3,2.04,1.26,2.52,0.0,2.7,1.3,9.13,10.35,13.13,69.25,2.87,0.91,2.35,2.87,1.22,1.65,0.83,1.0,0.65,231.3,7.57,2.91,1.91,1.04,91.22
Trent Dumont,North Melbourne,19,10.05,10.53,20.58,2.42,0.37,0.16,4.37,0.0,3.68,0.58,9.05,11.84,13.74,66.76,3.21,0.05,0.11,3.63,1.47,2.16,1.74,0.89,0.05,290.58,5.0,4.32,2.68,0.58,76.84
Tom Scully,GWS,24,10.0,13.08,23.08,3.75,0.62,0.29,3.12,0.0,3.67,0.79,9.0,14.62,17.54,76.0,2.62,0.04,0.33,3.38,0.29,3.08,1.46,0.75,0.71,312.83,6.17,3.83,2.29,0.54,90.96
Mark Lecras,West Coast,19,10.0,4.21,14.21,4.95,1.68,1.11,2.37,0.0,2.37,0.58,4.32,9.11,9.0,63.34,2.26,0.32,1.37,1.0,0.11,0.89,0.16,0.47,0.47,259.68,5.47,2.95,0.74,0.89,87.32
Jed Lamb,Carlton,11,10.0,2.82,12.82,4.64,0.55,0.91,2.55,0.0,3.45,0.91,3.82,8.73,8.64,67.39,1.64,0.27,1.18,0.36,0.09,0.27,0.0,0.27,0.64,262.27,4.27,2.91,1.27,1.27,76.45
Jordan De Goey,Collingwood,14,9.93,9.0,18.93,4.29,1.0,0.57,3.36,0.07,3.29,0.64,7.29,12.14,14.29,75.49,1.79,0.43,0.79,2.43,0.79,1.64,0.71,1.0,0.29,269.79,6.29,2.79,1.5,1.0,81.5
Alex Sexton,Gold Coast,20,9.9,5.8,15.7,4.65,0.6,0.35,1.4,0.0,3.35,0.5,4.25,11.75,11.65,74.2,2.75,0.25,0.2,0.95,0.2,0.75,1.45,1.8,0.7,315.85,4.4,3.85,2.45,0.1,80.95
Blake Acres,St Kilda,18,9.89,10.44,20.33,4.5,0.61,0.22,2.83,0.11,3.44,0.28,6.0,14.78,15.28,75.16,2.33,0.33,0.67,1.5,0.17,1.33,1.5,0.89,0.56,294.78,5.17,3.39,2.56,0.33,78.11
Jack Sinclair,St Kilda,17,9.88,10.88,20.76,3.71,0.47,0.47,3.29,0.0,2.65,0.88,8.41,12.65,15.35,73.94,1.53,0.24,0.35,2.29,0.41,1.88,1.12,1.41,0.47,297.06,5.71,2.41,3.88,0.88,83.88
Devon Smith,GWS,16,9.88,8.62,18.5,3.19,0.94,0.88,4.94,0.0,3.06,0.56,6.62,12.0,12.75,68.92,2.06,0.19,0.75,2.19,0.31,1.88,0.25,0.81,0.88,240.38,5.94,2.56,2.0,1.19,80.5
Charlie Curnow,Carlton,21,9.86,4.29,14.14,5.67,0.95,0.57,2.9,0.29,2.76,0.57,6.48,7.76,10.95,77.44,2.24,1.71,1.24,0.48,0.1,0.38,0.57,1.14,0.05,249.14,4.71,3.1,2.19,0.71,82.67
Jack Redden,West Coast,19,9.84,10.63,20.47,4.58,0.21,0.05,5.16,0.0,2.16,0.42,9.0,12.21,15.16,74.06,3.21,0.11,0.05,3.42,1.11,2.32,1.74,1.05,0.05,219.16,4.21,3.74,2.53,0.68,77.26
Shaun Burgoyne,Hawthorn,22,9.82,10.55,20.36,4.23,0.77,0.45,3.95,0.0,3.27,0.91,9.41,11.0,16.64,81.73,2.45,0.23,0.59,3.36,1.45,1.91,1.27,1.95,0.45,254.45,6.09,3.0,3.05,0.77,81.14
Matthew Kreuzer,Carlton,21,9.81,5.48,15.29,3.29,0.57,0.57,5.1,31.67,2.76,0.24,9.81,5.57,8.86,57.95,2.38,0.9,0.76,4.48,1.57,2.9,1.52,3.0,0.0,205.29,4.57,3.24,2.1,0.62,84.76
William Langford,Hawthorn,20,9.8,8.3,18.1,3.25,0.35,0.75,3.5,0.0,3.3,0.65,8.35,9.5,11.25,62.15,3.5,0.3,1.0,2.7,0.8,1.9,0.6,1.25,0.15,237.55,5.6,3.8,2.55,0.9,76.4
Ed Langdon,Fremantle,10,9.8,8.1,17.9,4.2,0.5,0.3,1.9,0.0,2.2,0.3,4.8,13.1,13.4,74.86,2.6,0.3,0.5,1.2,0.2,1.0,1.4,1.2,0.3,260.0,3.9,3.6,2.0,0.4,78.9
Darcy Parish,Essendon,20,9.75,11.3,21.05,3.95,0.35,0.3,3.25,0.0,2.6,0.6,8.4,12.95,15.0,71.26,2.5,0.0,0.3,3.2,1.0,2.2,1.35,0.75,0.05,257.0,5.0,4.0,2.4,0.75,76.8
Dane Rampe,Sydney,17,9.71,6.88,16.59,5.82,0.0,0.06,1.88,0.0,1.12,0.12,4.65,11.24,13.82,83.3,2.29,0.29,0.06,0.24,0.0,0.24,4.12,4.47,0.24,284.65,2.12,2.41,6.29,0.0,91.82
