Name,Team,Games Played,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Inside 50s,Goal Assists,Contested Possessions,Uncontested Possessions,Effective Disposals,Disposal Efficiency,Clangers,Contested Marks,Marks Inside 50,Clearances,Centre Clearances,Stoppage Clearances,Rebound 50s,One Percenters,Bounces,Metres Gained,Score Involvements,Turnovers,Intercepts,Tackles Inside 50,Time On Ground
Karl Amon,Power,2,17.5,12.0,29.5,6.0,0.5,1.5,6.0,0.0,5.5,0.5,9.0,20.0,21.0,71.19,3.0,0.5,0.0,4.5,1.0,3.5,1.0,1.5,0.0,560.5,5.5,4.0,4.0,0.0,78.5
Riley Bonner,Power,2,17.5,7.0,24.5,2.0,0.0,0.0,1.0,0.0,3.5,0.5,5.5,16.0,18.5,75.51,4.0,0.0,0.0,1.0,0.0,1.0,4.0,3.5,1.5,471.5,4.0,5.0,3.0,0.0,84.5
Shannon Hurn,Eagles,2,17.5,3.5,21.0,5.5,0.0,0.0,0.0,0.0,0.5,0.0,3.0,10.0,17.0,80.95,2.0,0.5,0.0,0.0,0.0,0.0,6.5,4.0,0.0,444.0,1.0,4.0,6.5,0.0,81.0
Callum Mills,Swans,2,17.5,7.5,25.0,6.5,0.5,0.0,4.5,0.0,5.5,1.5,10.0,16.0,17.0,68.0,4.5,0.5,0.0,4.5,1.0,3.5,5.5,4.0,0.0,457.0,5.5,5.0,3.5,0.5,78.0
Darcy Parish,Bombers,2,17.5,17.0,34.5,6.0,0.0,1.0,1.5,0.0,8.0,1.0,12.5,22.5,24.0,69.57,4.5,0.5,0.5,5.0,2.5,2.5,1.0,0.5,0.5,575.5,11.5,3.0,2.0,1.0,85.0
Adam Saad,Blues,2,17.5,4.0,21.5,7.0,0.0,0.0,2.0,0.0,5.0,0.5,5.5,13.0,18.0,83.72,2.5,0.0,0.0,0.5,0.0,0.5,2.5,1.0,9.0,445.0,2.0,3.5,6.5,0.5,81.0
Jack Sinclair,Saints,2,17.5,7.5,25.0,3.5,0.5,0.5,5.0,0.0,3.5,0.0,10.0,12.5,16.5,66.0,2.5,0.5,0.0,5.0,1.0,4.0,3.0,2.5,1.0,518.0,4.5,4.0,3.0,0.0,80.5
Tim Taranto,Giants,2,17.5,10.0,27.5,5.5,1.5,1.5,4.0,0.0,5.0,0.0,8.5,17.0,17.0,61.82,4.0,1.0,1.0,3.5,1.0,2.5,0.5,0.5,0.0,408.5,7.5,7.5,1.5,1.0,86.5
Oliver Wines,Power,2,17.5,15.0,32.5,4.0,0.0,1.0,5.0,0.0,5.0,0.5,9.5,21.0,19.5,60.0,5.0,0.5,0.5,3.5,2.0,1.5,1.0,1.0,0.0,476.0,4.5,5.5,2.0,0.0,78.0
Brayden Fiorini,Suns,2,17.0,7.5,24.5,3.0,0.5,0.5,5.0,0.0,7.5,0.0,10.0,14.0,13.5,55.1,6.0,0.0,0.0,3.0,1.0,2.0,2.5,1.5,0.0,553.5,5.0,6.0,4.5,0.0,77.0
Steven May,Demons,2,17.0,2.0,19.0,7.0,0.0,0.0,0.5,0.0,0.5,0.0,4.5,7.5,16.0,84.21,2.5,1.5,0.0,0.5,0.0,0.5,10.0,9.0,1.5,504.5,1.0,4.0,6.5,0.0,98.5
Jordan Dawson,Crows,2,16.5,6.0,22.5,8.5,1.0,0.5,1.0,0.0,2.5,0.5,4.0,17.5,17.0,75.56,4.0,0.5,0.5,0.5,0.0,0.5,4.5,3.5,0.0,446.0,4.0,5.0,4.0,1.0,89.0
Scott Pendlebury,Magpies,2,16.5,9.5,26.0,5.0,0.0,0.0,1.5,0.0,2.0,0.5,8.5,14.0,21.0,80.77,3.0,0.0,0.0,1.5,0.5,1.0,5.0,5.0,0.5,391.0,4.5,4.0,7.0,0.0,89.0
Dayne Zorko,Lions,2,16.5,6.5,23.0,8.0,0.0,0.0,1.5,0.0,4.0,0.5,4.5,16.5,16.5,71.74,6.0,0.0,0.0,1.0,0.5,0.5,4.0,1.0,0.0,469.5,4.5,5.5,3.5,0.0,59.5
Jake Bowey,Demons,2,16.0,5.5,21.5,5.5,0.5,0.0,0.5,0.0,1.5,0.0,10.5,11.0,17.5,81.4,1.5,0.5,0.0,1.0,0.0,1.0,4.5,2.5,0.0,384.5,1.5,2.5,10.0,0.0,72.5
Bailey Dale,Bulldogs,2,16.0,7.0,23.0,5.5,1.0,0.0,0.0,0.0,3.0,0.5,3.5,16.5,19.5,84.78,2.0,0.5,0.0,0.5,0.0,0.5,5.0,3.0,1.0,497.5,5.5,3.0,4.5,0.0,82.5
Nick Hind,Bombers,2,16.0,5.0,21.0,4.5,0.0,0.0,1.5,0.0,2.0,0.5,3.5,15.5,17.0,80.95,2.0,0.0,0.0,1.5,0.0,1.5,3.5,1.0,2.5,453.0,2.5,3.5,2.0,0.0,78.5
Thomas Stewart,Cats,2,16.0,3.5,19.5,5.0,0.0,0.0,2.0,0.0,1.0,0.0,5.5,11.5,18.0,92.31,1.5,1.0,0.0,1.0,0.0,1.0,8.0,3.0,1.0,439.0,4.0,1.5,5.5,0.0,74.0
Travis Boak,Power,2,15.5,20.0,35.5,6.5,0.5,0.5,6.5,0.0,6.5,0.0,18.5,18.0,25.0,70.42,2.0,0.5,0.5,9.0,3.5,5.5,0.0,2.0,0.0,385.5,5.5,6.0,6.0,1.5,81.5
Zak Butters,Power,2,15.5,12.5,28.0,4.0,0.0,0.0,8.0,0.0,5.5,0.5,11.5,15.0,19.5,69.64,2.5,0.0,0.0,6.5,2.0,4.5,0.5,1.0,2.0,283.0,4.0,3.5,4.0,0.5,90.0
Patrick Cripps,Blues,2,15.5,17.0,32.5,3.5,2.5,0.0,3.5,0.0,8.5,0.0,17.0,17.5,24.5,75.38,4.0,0.0,1.0,9.5,5.5,4.0,0.0,1.0,0.5,591.0,11.0,5.5,0.5,1.0,82.5
Sam Docherty,Blues,2,15.5,10.0,25.5,5.0,0.5,0.0,4.0,0.0,3.0,0.0,7.0,18.5,21.5,84.31,1.5,0.0,0.0,1.5,0.0,1.5,2.5,4.0,0.0,422.0,4.5,3.5,6.5,0.0,88.0
Bradley Hill,Saints,2,15.5,12.5,28.0,5.5,0.0,0.0,1.0,0.0,1.5,0.5,7.5,20.0,20.5,73.21,6.0,0.0,0.0,0.5,0.0,0.5,2.5,2.5,0.5,432.0,4.5,6.5,6.0,0.0,82.5
Zachary Merrett,Bombers,2,15.5,19.5,35.0,5.5,0.5,0.0,3.0,0.0,5.5,1.5,7.5,25.5,28.5,81.43,4.5,0.0,0.0,2.5,1.0,1.5,2.5,1.0,1.5,469.5,8.0,5.0,3.5,0.0,82.0
Harry Perryman,Giants,2,15.5,9.5,25.0,5.5,0.0,0.0,4.0,0.0,1.0,0.5,7.0,15.0,20.5,82.0,2.0,0.0,0.0,1.0,1.0,0.0,4.5,1.5,0.0,301.5,3.0,3.5,6.0,0.0,82.5
James Sicily,Hawks,2,15.5,8.0,23.5,6.5,0.0,0.0,1.5,0.0,2.5,0.0,6.0,13.5,18.5,78.72,3.0,1.5,0.0,0.0,0.0,0.0,6.5,2.5,0.5,566.5,3.5,5.0,8.0,0.0,90.0
Noah Anderson,Suns,2,15.0,9.0,24.0,3.5,1.0,0.0,4.0,0.0,5.5,0.5,11.5,14.0,17.0,70.83,3.5,0.0,0.0,6.0,2.0,4.0,1.0,1.5,1.0,474.5,4.0,4.5,2.5,0.0,87.0
Luke Foley,Eagles,2,15.0,4.0,19.0,8.5,0.0,0.0,4.0,0.0,0.0,0.0,4.5,15.5,13.5,71.05,6.5,0.5,0.0,1.0,0.5,0.5,4.0,3.5,0.0,282.0,2.5,5.5,4.5,0.5,94.0
Tom Green,Giants,2,15.0,17.5,32.5,5.5,1.0,0.5,4.0,1.5,4.5,0.0,16.0,16.5,25.0,76.92,5.0,0.5,2.0,7.0,3.5,3.5,2.0,1.5,0.0,414.0,6.5,7.0,6.5,0.0,76.0
Jade Gresham,Saints,2,15.0,9.5,24.5,4.5,1.0,1.5,1.5,0.0,7.5,1.0,9.0,15.0,12.5,51.02,4.5,0.0,0.5,5.5,4.5,1.0,1.0,0.0,0.5,448.5,5.5,4.5,1.5,0.5,86.0
Joshua Kelly,Giants,2,15.0,11.5,26.5,6.0,1.0,0.5,2.5,0.0,6.5,0.5,11.0,15.0,23.0,86.79,2.5,0.0,0.5,4.0,2.5,1.5,1.5,1.0,0.0,425.0,8.0,4.5,2.5,0.5,87.0
Jack Scrimshaw,Hawks,2,15.0,6.5,21.5,5.0,0.0,0.5,2.0,0.0,2.0,0.0,6.0,12.5,17.0,79.07,1.0,0.5,0.0,1.0,0.0,1.0,6.5,2.0,2.0,529.5,4.5,3.5,7.5,0.0,82.0
Brad Crouch,Saints,2,14.5,13.5,28.0,3.0,0.0,0.0,5.5,0.0,2.5,0.0,12.0,16.5,18.5,66.07,6.5,0.0,0.0,4.0,1.5,2.5,0.5,0.5,0.0,280.0,4.5,5.5,4.0,1.5,80.0
Isaac Cumming,Giants,2,14.5,7.5,22.0,7.5,0.0,0.0,2.0,0.0,1.5,0.0,5.5,13.0,19.0,86.36,0.5,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.5,402.0,4.5,1.5,5.5,0.0,85.5
Caleb Daniel,Bulldogs,2,14.5,11.0,25.5,4.0,0.0,0.0,1.0,0.0,4.0,0.0,4.5,17.5,21.5,84.31,2.0,0.0,0.0,1.5,0.5,1.0,4.0,0.5,1.0,422.5,4.5,5.5,3.5,0.0,80.5
Andrew McGrath,Bombers,2,14.5,8.5,23.0,4.0,0.0,0.5,2.5,0.0,4.5,0.0,8.0,14.5,16.0,69.57,4.5,0.0,0.5,4.5,0.5,4.0,3.5,1.0,0.5,408.5,3.0,7.0,1.5,0.5,86.5
Tom Mitchell,Hawks,2,14.5,14.0,28.5,4.0,0.0,1.0,3.5,0.0,4.0,1.0,11.0,18.0,18.5,64.91,5.5,0.0,0.5,5.5,2.0,3.5,2.0,0.5,0.0,509.0,6.5,5.0,2.0,0.0,83.0
Nic Newman,Blues,2,14.5,4.5,19.0,7.0,0.0,0.0,1.0,0.0,0.5,0.0,3.0,13.5,16.0,84.21,3.5,0.0,0.0,0.0,0.0,0.0,4.5,3.5,0.0,336.5,2.5,3.5,4.0,0.0,79.5
Isaac Smith,Cats,2,14.5,8.0,22.5,7.0,0.0,1.0,0.0,0.0,4.0,1.0,3.5,16.0,16.0,71.11,5.5,1.0,1.0,0.5,0.0,0.5,3.0,2.5,2.0,426.0,7.0,4.0,3.0,0.0,76.0
Hayden Young,Dockers,2,14.5,9.5,24.0,8.5,0.0,0.0,1.5,0.0,2.0,0.0,7.0,15.5,20.0,83.33,4.0,2.0,0.0,0.5,0.0,0.5,4.0,2.5,0.0,351.5,4.5,5.0,9.0,0.0,81.0
Blake Acres,Dockers,2,14.0,7.0,21.0,4.0,0.0,0.0,2.0,0.0,5.0,0.0,8.0,14.0,15.5,73.81,5.0,0.0,0.0,3.5,0.0,3.5,3.0,0.5,0.0,426.0,4.5,5.5,5.0,0.0,79.0
Nathan Broad,Tigers,2,14.0,6.0,20.0,8.0,0.0,0.0,3.0,0.0,2.0,0.0,1.5,18.5,16.5,82.5,2.5,0.0,0.0,0.0,0.0,0.0,6.0,3.5,1.0,395.0,3.5,3.0,2.5,0.0,85.5
Patrick Dangerfield,Cats,2,14.0,8.0,22.0,2.5,0.5,1.5,2.0,0.0,7.5,2.0,13.0,9.0,15.0,68.18,2.0,1.0,0.0,7.0,5.5,1.5,0.5,3.5,0.0,471.0,8.0,4.0,2.0,0.0,87.5
Hugh Greenwood,Kangaroos,2,14.0,10.0,24.0,2.5,0.0,0.0,6.5,0.0,3.5,1.0,12.5,10.5,14.5,60.42,3.0,0.0,0.5,6.5,3.0,3.5,0.5,0.5,0.0,310.5,3.0,5.5,3.0,0.5,79.5
Isaac Heeney,Swans,2,14.0,9.0,23.0,3.5,4.0,0.0,5.5,0.0,2.0,0.0,10.0,11.5,16.0,69.57,3.0,0.0,0.0,4.0,0.5,3.5,1.0,1.5,0.0,334.0,6.5,3.0,1.5,1.0,87.0
Jeremy Howe,Magpies,2,14.0,7.0,21.0,7.5,0.0,0.0,3.0,0.0,1.5,0.0,6.5,14.0,16.0,76.19,3.0,1.0,0.0,0.5,0.0,0.5,5.5,4.5,0.0,354.0,4.5,2.5,6.5,0.0,91.0
Brandan Parfitt,Cats,2,14.0,9.0,23.0,0.5,0.5,0.0,5.0,0.0,5.0,0.0,12.5,12.0,13.0,56.52,6.0,0.0,0.0,6.5,3.0,3.5,1.5,1.5,0.0,411.5,5.0,6.0,2.5,0.0,80.0
Marcus Adams,Lions,2,13.5,4.5,18.0,9.0,0.0,0.0,1.0,0.0,0.5,0.5,5.5,13.0,14.5,80.56,3.0,2.5,0.0,0.0,0.0,0.0,6.0,3.0,0.0,335.5,1.5,3.5,8.0,0.0,96.0
Josh Battle,Saints,2,13.5,3.5,17.0,9.0,0.0,0.0,3.0,0.0,1.5,0.5,6.0,11.0,12.0,70.59,4.5,1.5,0.0,0.0,0.0,0.0,4.0,3.0,0.5,294.5,2.5,4.0,10.0,0.0,83.5
Angus Brayshaw,Demons,2,13.5,8.0,21.5,7.5,0.0,0.0,1.5,0.0,2.0,0.0,4.5,17.0,15.5,72.09,3.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,0.0,301.5,3.0,2.0,6.0,0.0,81.5
Tom Cutler,Bombers,2,13.5,6.0,19.5,8.0,1.0,1.0,1.0,0.0,3.0,0.0,3.0,15.5,16.0,82.05,1.5,0.5,0.5,0.5,0.5,0.0,3.5,2.5,1.0,447.0,5.5,3.5,3.0,0.0,81.0
Jordan De Goey,Magpies,2,13.5,12.0,25.5,4.0,1.5,1.5,2.5,0.0,2.0,0.0,9.5,15.5,19.5,76.47,1.5,0.0,1.5,5.5,4.5,1.0,2.5,2.0,0.0,440.0,9.0,1.5,2.5,0.0,87.0
Patrick Lipinski,Magpies,2,13.5,13.5,27.0,3.0,1.0,0.0,3.0,0.0,6.5,2.0,10.5,17.0,19.5,72.22,3.5,0.0,0.0,4.0,0.5,3.5,1.0,1.0,0.0,392.5,8.0,5.0,3.5,0.0,82.0
Jarryd Lyons,Lions,2,13.5,10.0,23.5,3.0,0.0,0.0,4.0,0.0,5.5,0.0,11.5,10.5,16.0,68.09,3.5,0.0,0.5,7.5,3.0,4.5,2.0,1.0,0.0,378.5,3.5,5.5,2.5,0.5,81.0
Jeremy McGovern,Eagles,2,13.5,5.0,18.5,8.0,0.0,0.0,1.5,0.0,1.5,0.0,6.0,10.0,15.5,83.78,1.5,2.0,0.0,0.0,0.0,0.0,6.5,9.0,0.0,394.0,0.5,3.0,9.5,0.0,88.5
Patrick Naish,Eagles,2,13.5,6.0,19.5,5.5,0.0,0.0,2.5,0.0,3.0,0.0,6.0,14.0,12.0,61.54,3.0,0.0,0.0,1.5,0.5,1.0,3.5,1.0,0.5,437.0,1.5,5.0,3.0,0.0,91.0
Jy Simpkin,Kangaroos,2,13.5,9.0,22.5,3.0,1.0,0.5,3.0,0.0,3.0,0.5,11.5,13.0,15.0,66.67,4.0,0.0,1.0,5.0,2.5,2.5,1.0,1.0,0.0,325.0,5.5,5.0,2.0,0.0,89.0
Adam Treloar,Bulldogs,2,13.5,15.5,29.0,6.0,1.5,0.5,2.0,0.0,3.0,0.5,5.5,22.0,21.5,74.14,2.5,0.0,1.0,4.5,2.0,2.5,1.0,0.5,1.0,344.5,6.0,6.0,1.5,0.0,82.0
Darcy Byrne-Jones,Power,2,13.0,10.0,23.0,6.0,0.0,0.0,2.0,0.0,2.0,0.0,3.5,20.0,19.0,82.61,3.5,0.0,0.0,0.5,0.0,0.5,3.0,2.5,1.0,299.0,3.5,4.0,5.0,0.0,86.0
Nick Daicos,Magpies,2,13.0,11.5,24.5,4.5,0.0,0.0,2.5,0.0,3.0,0.0,4.5,19.0,16.5,67.35,4.0,0.0,0.0,0.5,0.0,0.5,5.0,1.0,0.0,383.0,2.0,6.0,4.5,0.0,80.5
Timothy English,Bulldogs,2,13.0,9.0,22.0,6.0,0.5,0.5,1.5,19.5,2.0,0.0,11.0,11.0,19.0,86.36,3.5,1.5,1.5,7.0,2.5,4.5,3.0,3.5,0.5,290.0,5.0,4.0,4.5,0.0,84.0
Daniel McKenzie,Saints,2,13.0,3.0,16.0,4.5,0.0,0.0,1.0,0.0,3.5,0.0,6.5,10.0,12.0,75.0,4.0,0.5,0.0,1.0,0.0,1.0,1.5,4.5,1.0,361.5,2.5,3.5,6.0,0.0,81.0
Darcy Moore,Magpies,2,13.0,4.0,17.0,7.0,0.0,0.0,1.5,0.0,2.0,0.5,4.5,8.0,14.5,85.29,2.0,1.0,0.0,0.0,0.0,0.0,5.5,7.5,0.5,304.5,3.5,4.0,6.0,0.0,95.5
Luke Parker,Swans,2,13.0,8.5,21.5,6.0,2.5,0.5,3.0,0.0,4.0,1.0,8.5,12.5,17.0,79.07,3.0,2.0,1.5,2.0,0.5,1.5,1.0,0.0,0.0,325.5,8.0,4.0,2.5,0.5,71.0
Jordan Ridley,Bombers,2,13.0,4.5,17.5,5.0,0.0,0.0,0.5,0.0,1.0,0.0,6.5,7.5,15.0,85.71,2.0,1.5,0.0,0.0,0.0,0.0,4.5,5.0,0.0,253.5,2.5,1.5,6.5,0.0,87.5
Joel Selwood,Cats,2,13.0,13.0,26.0,2.5,0.0,0.0,1.5,0.0,6.5,1.5,9.5,15.0,18.0,69.23,6.0,0.0,0.0,5.5,3.0,2.5,1.0,1.0,1.0,366.5,8.0,4.5,2.5,0.0,68.5
Lachlan Sholl,Crows,2,13.0,8.5,21.5,7.0,0.5,0.0,1.0,0.0,3.0,0.5,7.5,14.5,17.5,81.4,1.5,0.0,0.5,2.0,1.5,0.5,1.5,1.5,0.0,271.0,4.0,4.0,3.0,0.0,70.5
Lachie Whitfield,Giants,2,13.0,9.0,22.0,5.0,0.0,0.0,1.5,0.0,2.5,0.0,5.5,14.0,16.5,75.0,4.0,0.5,0.0,2.0,1.0,1.0,3.0,2.0,0.5,364.5,6.0,3.0,1.0,0.0,85.0
Zachary Williams,Blues,2,13.0,6.0,19.0,5.5,0.0,0.0,0.5,0.0,0.5,0.0,5.0,11.5,16.5,86.84,3.0,0.0,0.0,0.0,0.0,0.0,5.5,1.5,3.5,250.5,5.5,2.0,5.5,0.0,84.5
Ben Ainsworth,Suns,2,12.5,4.0,16.5,5.5,1.0,1.0,2.5,0.0,5.0,1.5,4.5,12.5,11.0,66.67,5.0,0.5,1.5,0.0,0.0,0.0,0.5,0.5,0.0,355.5,5.0,5.5,1.5,1.0,83.5
Zac Bailey,Lions,2,12.5,6.5,19.0,5.5,1.5,1.0,2.0,0.0,5.0,0.0,7.0,12.5,11.5,60.53,4.5,0.0,0.5,2.5,0.5,2.0,1.5,1.0,0.0,399.5,5.0,4.0,2.0,2.0,79.0
Marcus Bontempelli,Bulldogs,2,12.5,5.5,18.0,5.0,1.0,0.0,7.5,0.0,5.0,1.5,7.0,11.5,14.0,77.78,3.0,1.0,0.5,1.0,0.5,0.5,2.5,3.0,0.0,404.0,6.0,3.0,5.5,1.0,81.0
Ryan Burton,Power,2,12.5,4.5,17.0,4.0,0.0,0.5,1.0,0.0,1.5,0.0,5.5,10.0,15.0,88.24,1.0,0.0,0.5,0.5,0.0,0.5,5.5,5.0,0.0,367.5,3.5,1.5,7.5,0.0,85.0
Josh Dunkley,Bulldogs,2,12.5,15.0,27.5,5.0,0.0,1.5,6.5,0.0,4.0,1.0,10.0,17.0,19.0,69.09,3.0,0.0,1.0,4.5,3.5,1.0,2.0,2.5,1.0,262.5,7.5,5.5,3.5,1.5,79.5
Daniel Rioli,Tigers,2,12.5,4.5,17.0,7.0,0.0,0.0,2.5,0.0,2.0,1.0,4.5,12.5,14.5,85.29,2.0,0.5,0.0,0.0,0.0,0.0,3.5,0.5,1.5,373.5,4.5,2.5,6.0,0.0,85.5
Dylan Stephens,Swans,2,12.5,6.0,18.5,7.0,0.0,0.0,1.0,0.0,4.0,1.5,8.0,11.0,12.0,64.86,4.0,0.0,0.5,2.0,0.0,2.0,0.5,1.0,0.0,256.5,5.0,4.5,4.5,0.0,80.0
Jack Crisp,Magpies,2,12.0,9.0,21.0,3.5,0.0,0.5,6.5,0.0,4.0,1.5,6.0,14.5,15.0,71.43,3.5,0.0,0.0,3.5,0.5,3.0,1.5,2.5,0.5,416.0,4.5,5.0,3.5,1.0,88.5
Max Gawn,Demons,2,12.0,4.0,16.0,3.0,1.0,0.0,1.0,26.0,2.5,0.0,12.0,4.5,8.0,50.0,7.0,1.0,0.5,4.5,1.0,3.5,1.5,4.0,0.0,317.0,5.5,3.5,3.0,0.0,90.5
Blake Hardwick,Hawks,2,12.0,2.5,14.5,1.5,0.0,0.0,2.5,0.0,1.0,0.0,4.0,6.5,12.0,82.76,2.5,0.0,0.0,0.5,0.0,0.5,6.0,4.0,0.0,444.5,4.0,2.0,4.5,0.0,82.5
James Rowbottom,Swans,2,12.0,5.5,17.5,4.0,0.5,0.0,7.0,0.0,4.0,0.5,10.5,8.0,13.0,74.29,3.0,0.5,0.0,5.5,1.5,4.0,1.5,2.0,0.0,284.0,5.0,4.0,2.5,0.5,85.0
Brodie Smith,Crows,2,12.0,12.0,24.0,5.0,1.0,0.5,1.0,0.0,4.5,1.0,7.5,15.5,18.0,75.0,3.5,0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,441.0,4.5,4.0,4.5,0.0,77.5
Callan Ward,Giants,2,12.0,13.5,25.5,6.5,0.5,0.0,1.5,0.0,2.5,0.5,11.5,14.5,18.5,72.55,5.0,1.0,0.0,4.0,2.0,2.0,1.0,0.5,1.0,360.0,8.5,3.0,3.0,0.0,82.0
Stephen Coniglio,Giants,2,11.5,10.0,21.5,5.0,1.5,0.0,4.5,0.0,2.0,0.0,6.0,16.0,15.0,69.77,4.5,0.5,1.0,2.0,1.5,0.5,1.5,1.0,1.0,310.0,7.5,4.0,1.5,0.0,83.5
Errol Gulden,Swans,2,11.5,7.0,18.5,4.5,1.5,1.0,4.5,0.0,3.5,0.5,6.5,12.0,14.0,75.68,2.0,0.0,1.0,2.0,0.5,1.5,1.0,0.5,1.5,377.0,7.0,3.5,2.5,1.0,81.5
Jack Higgins,Saints,2,11.5,5.0,16.5,4.5,2.0,3.0,2.5,0.0,2.5,1.0,6.0,9.5,9.5,57.58,2.5,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,289.5,7.5,1.5,0.5,1.5,86.5
Chayce Jones,Crows,2,11.5,5.0,16.5,4.0,0.0,0.0,1.0,0.0,1.0,0.0,6.5,9.5,10.5,63.64,2.5,0.0,0.0,1.5,0.5,1.0,4.5,0.5,0.0,295.5,2.0,4.0,4.5,0.0,87.0
Ed Langdon,Demons,2,11.5,9.5,21.0,5.0,0.5,0.0,1.5,0.0,4.0,0.5,9.0,12.5,15.0,71.43,2.5,0.0,0.0,1.0,0.5,0.5,2.0,1.0,0.5,368.5,3.5,4.0,6.5,0.5,100.0
