Name,Team,Games Played,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Inside 50s,Goal Assists,Contested Possessions,Uncontested Possessions,Effective Disposals,Disposal Efficiency,Clangers,Contested Marks,Marks Inside 50,Clearances,Centre Clearances,Stoppage Clearances,Rebound 50s,One Percenters,Bounces,Metres Gained,Score Involvements,Turnovers,Intercepts,Tackles Inside 50,Time On Ground
Will Brodie,Gold Coast,8,9.62,12.0,21.62,4.25,0.25,0.12,5.5,0.0,2.5,0.12,9.38,12.5,15.12,69.94,2.62,0.12,0.25,4.75,1.88,2.88,1.25,0.75,0.0,219.12,3.25,3.25,2.25,0.75,74.62
Aidan Corr,GWS,8,9.62,3.12,12.75,3.38,0.0,0.0,1.75,0.0,0.38,0.0,2.62,6.62,10.88,85.33,2.12,0.25,0.0,0.38,0.0,0.38,3.75,4.62,0.0,246.38,1.25,2.0,3.25,0.0,76.25
Jake Lever,Melbourne,8,9.62,5.0,14.62,6.88,0.0,0.0,0.38,0.0,1.0,0.12,5.88,8.75,10.62,72.64,2.62,1.0,0.0,0.12,0.0,0.12,3.75,6.88,0.25,236.5,1.62,4.12,7.88,0.0,88.88
Lance Franklin,Sydney,10,9.6,2.1,11.7,5.5,2.7,1.8,1.6,0.0,2.8,0.6,5.4,6.6,6.9,58.97,2.9,1.9,3.4,0.3,0.0,0.3,0.1,0.8,0.1,258.7,6.8,3.2,1.0,0.8,87.8
Jack Graham,Richmond,16,9.56,7.44,17.0,2.25,0.5,0.19,7.19,0.0,3.69,0.56,6.06,10.69,11.5,67.65,3.75,0.06,0.12,2.44,0.5,1.94,0.88,0.88,0.0,281.0,4.62,3.88,2.0,1.0,75.5
Cameron Guthrie,Geelong,20,9.55,8.85,18.4,3.5,0.5,0.2,4.9,0.0,1.75,0.4,7.7,10.2,13.2,71.74,2.7,0.2,0.2,4.0,1.3,2.7,1.4,1.15,0.25,204.5,3.5,2.95,1.5,0.8,70.5
Dean Kent,St Kilda,13,9.54,3.15,12.69,4.54,0.92,1.08,1.85,0.0,2.69,1.0,4.69,7.69,7.69,60.6,2.38,0.23,1.77,0.23,0.0,0.23,0.46,1.08,0.23,251.38,5.31,2.54,1.15,0.77,76.31
Jy Simpkin,North Melbourne,21,9.52,9.05,18.57,2.33,0.29,0.38,3.57,0.0,3.38,0.52,8.57,10.1,12.9,69.47,2.76,0.1,0.52,3.67,1.52,2.14,1.05,1.1,0.1,265.24,4.57,3.29,2.14,0.62,76.62
David Astbury,Richmond,22,9.5,4.09,13.59,6.0,0.05,0.0,0.55,0.09,0.45,0.0,4.14,9.09,11.68,85.95,1.55,0.68,0.05,0.0,0.0,0.0,3.45,5.68,0.0,216.91,2.23,2.59,5.86,0.0,92.55
Brandan Parfitt,Geelong,20,9.5,8.7,18.2,2.0,0.2,0.2,5.2,0.0,3.1,0.55,9.8,8.8,11.55,63.46,3.2,0.25,0.3,2.9,0.7,2.2,0.75,1.1,0.1,237.95,4.35,4.45,2.45,1.05,72.2
Jordan Clark,Geelong,18,9.5,4.33,13.83,4.22,0.61,0.44,2.67,0.0,2.72,0.28,3.67,10.28,9.72,70.28,2.33,0.39,0.56,0.67,0.11,0.56,1.83,1.78,0.83,330.89,3.56,3.39,2.61,0.22,78.44
Kamdyn Mcintosh,Richmond,16,9.5,4.62,14.12,4.0,0.44,0.19,2.88,0.12,3.19,0.31,5.94,8.56,9.75,69.05,3.06,0.62,0.19,0.94,0.25,0.69,1.25,2.12,0.62,285.44,3.06,3.62,3.38,0.38,81.25
James Aish,Collingwood,14,9.5,7.0,16.5,4.36,0.0,0.07,2.57,0.0,2.0,0.14,4.57,11.86,12.0,72.73,2.0,0.64,0.07,0.79,0.14,0.64,2.86,2.07,0.21,222.43,2.36,2.64,4.29,0.07,78.14
Jarrad McVeigh,Sydney,6,9.5,8.5,18.0,4.0,0.17,0.0,1.17,0.0,1.67,0.5,3.83,11.5,15.67,87.06,1.83,0.0,0.17,1.0,0.17,0.83,3.5,2.0,0.17,251.83,4.17,2.33,3.0,0.17,73.83
Jeremy Finlayson,GWS,23,9.43,3.0,12.43,5.13,1.91,1.09,1.57,0.48,2.52,1.04,4.87,7.48,8.83,71.04,1.78,0.96,1.7,0.57,0.09,0.48,0.57,2.13,0.7,235.83,5.96,2.09,1.0,0.61,82.22
Stefan Martin,Brisbane,24,9.42,7.0,16.42,2.5,0.21,0.29,2.38,26.88,2.29,0.46,10.54,5.5,10.21,62.18,3.17,0.71,0.33,4.83,1.54,3.29,1.04,2.46,0.0,163.42,5.0,3.33,2.62,0.54,81.25
Levi Greenwood,Collingwood,17,9.41,5.35,14.76,4.53,0.0,0.06,2.53,0.0,1.18,0.0,3.82,11.29,11.53,78.12,2.06,0.53,0.0,0.29,0.06,0.24,1.94,2.59,0.18,173.59,2.18,2.65,4.59,0.06,78.76
Jake Stringer,Essendon,19,9.37,2.89,12.26,3.0,1.74,1.42,3.32,0.0,2.95,0.47,7.16,5.74,7.26,59.22,2.79,0.84,1.63,2.05,1.26,0.79,0.53,0.68,0.11,297.32,5.63,2.95,0.84,0.89,79.0
Tom Barrass,West Coast,14,9.36,2.14,11.5,6.14,0.0,0.0,0.86,0.93,0.43,0.0,3.57,7.86,9.93,86.35,1.43,1.14,0.0,0.29,0.0,0.29,3.0,9.29,0.0,137.86,0.93,1.57,5.07,0.0,83.43
Adam Cerra,Fremantle,20,9.35,6.1,15.45,3.7,0.1,0.35,2.2,0.0,2.1,0.25,4.7,10.25,11.25,72.82,2.05,0.35,0.15,0.7,0.2,0.5,2.2,2.65,0.1,247.6,3.25,3.25,3.55,0.3,79.2
Darcy Moore,Collingwood,17,9.35,5.47,14.82,4.71,0.0,0.06,1.53,0.0,1.06,0.06,6.24,6.12,11.94,80.57,2.18,1.71,0.06,0.0,0.0,0.0,5.06,7.41,0.24,249.59,1.59,2.94,7.65,0.06,81.06
Lochie O'Brien,Carlton,17,9.35,3.06,12.41,4.71,0.41,0.24,1.06,0.0,2.24,0.35,2.94,9.29,8.47,68.25,2.53,0.12,0.35,0.59,0.18,0.41,1.06,0.47,0.29,258.06,2.88,3.29,2.59,0.12,76.18
Michael Gibbons,Carlton,21,9.33,5.33,14.67,3.29,0.76,0.67,2.71,0.0,3.19,0.48,4.71,9.33,9.38,63.94,2.76,0.05,0.52,1.67,0.19,1.48,0.38,0.81,0.14,279.19,4.38,3.81,0.9,0.52,77.57
Richard Douglas,Adelaide,9,9.33,5.78,15.11,3.0,0.22,0.33,2.56,0.0,2.67,0.67,4.78,10.22,9.67,64.0,2.78,0.33,0.33,1.22,0.22,1.0,0.89,1.11,0.0,225.78,3.89,3.78,1.56,0.44,81.44
Tom Scully,Hawthorn,21,9.29,9.19,18.48,3.19,0.57,0.29,2.33,0.0,3.48,0.24,5.24,13.43,13.52,73.16,2.71,0.05,0.33,1.19,0.19,1.0,1.1,0.67,0.57,273.1,4.19,3.52,2.33,0.29,84.1
Jack Sinclair,St Kilda,22,9.27,7.5,16.77,2.82,0.18,0.5,3.59,0.0,2.91,0.55,8.0,9.27,11.91,71.02,2.0,0.18,0.27,2.45,0.5,1.95,1.73,1.77,0.73,251.32,4.68,2.82,3.09,0.55,80.86
Jack Bowes,Gold Coast,15,9.27,9.07,18.33,3.53,0.4,0.2,3.67,0.0,2.73,0.4,8.27,10.53,12.87,70.21,2.67,0.4,0.4,2.4,1.2,1.2,1.27,1.47,0.07,235.33,3.07,3.33,2.73,0.53,74.8
Thomas Liberatore,Western Bulldogs,15,9.27,11.67,20.93,2.73,0.4,0.53,3.93,0.0,3.27,0.27,10.27,10.6,15.4,73.58,2.4,0.13,0.13,5.27,2.2,3.07,0.67,1.33,0.13,274.6,5.2,3.33,2.47,0.6,75.4
Daniel Howe,Hawthorn,12,9.25,6.92,16.17,4.42,0.08,0.17,3.58,0.0,1.67,0.08,7.58,9.42,12.0,74.21,3.0,0.42,0.08,2.0,0.92,1.08,1.33,2.5,0.0,202.0,3.33,3.0,4.92,0.67,80.08
Jack Higgins,Richmond,13,9.23,7.46,16.69,3.0,0.69,0.31,3.0,0.0,2.69,0.62,6.38,9.92,11.31,67.77,2.77,0.38,0.69,1.08,0.46,0.62,0.77,1.46,0.0,222.77,5.0,3.62,1.46,1.15,81.69
Brett Deledio,GWS,14,9.21,8.29,17.5,5.07,0.43,0.43,2.57,0.0,3.21,0.71,7.0,10.86,12.64,72.23,1.5,0.64,0.71,1.86,0.0,1.86,0.71,1.07,0.0,227.14,5.93,2.14,1.57,0.86,77.43
Jordan Murdoch,Gold Coast,14,9.21,4.07,13.29,3.21,0.07,0.21,2.36,0.0,1.36,0.07,5.57,6.79,9.86,74.19,1.93,0.36,0.0,0.79,0.14,0.64,3.0,1.86,0.21,251.71,1.93,2.79,4.36,0.36,82.79
Jesse Joyce,Gold Coast,16,9.19,5.75,14.94,4.12,0.06,0.0,2.06,0.0,1.19,0.0,4.94,9.88,10.38,69.48,2.56,0.31,0.12,0.5,0.06,0.44,2.94,3.62,0.25,229.12,2.19,2.62,5.31,0.06,79.56
Ben Ainsworth,Gold Coast,12,9.17,7.58,16.75,4.08,0.67,0.5,1.58,0.0,2.75,0.58,6.25,10.75,11.08,66.15,2.83,0.33,0.75,1.75,0.42,1.33,0.58,0.58,0.08,235.0,3.75,3.08,2.33,0.67,72.83
Gryan Miers,Geelong,25,9.16,6.24,15.4,3.92,1.12,0.76,1.92,0.0,2.64,0.72,5.08,10.12,10.12,65.71,2.2,0.12,1.04,0.56,0.12,0.44,0.72,0.44,0.2,248.56,5.2,3.04,1.84,0.44,84.72
Caleb Marchbank,Carlton,13,9.15,4.08,13.23,4.92,0.0,0.0,2.08,0.0,0.85,0.0,4.92,8.38,10.0,75.59,2.23,0.62,0.08,0.23,0.0,0.23,2.77,4.38,0.0,208.46,1.15,2.85,6.08,0.0,88.77
Mitchell Brown,Essendon,16,9.12,4.62,13.75,6.0,1.31,0.81,1.0,0.19,2.12,0.31,3.94,9.69,10.56,76.8,1.75,0.5,1.06,0.19,0.06,0.12,0.5,1.25,0.06,225.31,4.69,2.88,1.19,0.44,93.75
Zac Fisher,Carlton,21,9.1,8.48,17.57,2.33,0.43,0.33,2.76,0.0,2.76,0.48,7.05,10.86,11.76,66.93,2.76,0.0,0.14,3.0,1.05,1.95,1.05,0.81,0.76,257.62,4.24,3.9,1.86,0.62,78.95
Travis Colyer,Fremantle,10,9.1,5.4,14.5,3.2,0.5,0.6,2.3,0.0,2.0,0.2,6.2,8.7,9.0,62.07,2.7,0.0,0.3,1.2,0.1,1.1,0.7,0.5,0.1,250.7,3.2,3.8,2.9,0.3,69.5
Darcy Tucker,Fremantle,22,9.09,10.05,19.14,3.32,0.45,0.32,3.64,0.0,2.91,0.41,7.14,12.41,13.82,72.2,2.91,0.05,0.36,2.18,0.55,1.64,1.18,1.09,0.05,264.91,4.27,3.95,2.91,0.59,80.0
Josh Jenkins,Adelaide,11,9.09,3.27,12.36,5.09,2.0,1.55,1.64,6.18,1.91,0.27,5.27,7.0,7.36,59.55,1.82,1.27,1.82,0.73,0.0,0.73,0.55,1.27,0.18,235.91,5.27,2.36,0.64,0.64,87.27
Marley Williams,North Melbourne,17,9.06,7.41,16.47,2.24,0.06,0.0,1.71,0.0,1.71,0.12,5.18,10.94,11.65,70.73,2.41,0.41,0.0,0.35,0.18,0.18,3.53,1.82,0.24,269.47,1.65,3.82,5.29,0.06,80.0
Brandon Matera,Fremantle,20,9.05,4.05,13.1,3.6,1.5,1.25,1.95,0.0,2.3,0.35,5.1,7.9,8.0,61.07,2.35,0.3,1.35,0.35,0.05,0.3,0.5,0.75,0.15,246.8,5.75,3.2,1.35,0.55,74.8
Charlie Cameron,Brisbane,24,9.04,3.25,12.29,3.42,2.38,1.33,2.04,0.0,2.42,0.62,5.0,7.0,8.5,69.16,1.96,0.33,1.67,0.67,0.08,0.58,0.21,0.75,0.46,223.33,6.46,2.38,1.33,1.12,86.38
Kyle Langford,Essendon,18,9.0,8.44,17.44,3.56,0.83,0.17,3.11,0.0,2.72,0.28,6.94,10.61,12.83,73.57,2.61,0.44,0.72,2.22,0.67,1.56,1.0,1.22,0.5,250.39,4.11,3.44,2.33,0.22,76.72
Jamie Elliott,Collingwood,16,9.0,2.94,11.94,5.56,1.62,1.12,2.31,0.0,2.06,0.94,3.94,8.0,8.5,71.19,1.38,0.75,2.0,0.38,0.06,0.31,0.0,0.94,0.5,178.19,5.88,1.69,0.69,1.62,77.62
Steven Motlop,Port Adelaide,14,9.0,6.79,15.79,3.5,0.5,0.36,2.79,0.0,2.36,0.57,4.5,11.36,11.57,73.27,1.86,0.07,0.21,0.36,0.0,0.36,0.43,1.21,0.5,209.79,4.43,3.71,0.86,0.93,77.93
Jordan Gallucci,Adelaide,10,9.0,3.2,12.2,3.6,0.3,0.2,1.5,0.0,3.1,0.8,3.7,8.5,8.0,65.57,1.4,0.2,0.6,1.0,0.0,1.0,0.5,1.2,0.2,274.5,4.3,3.0,0.9,0.3,73.0
Ryan Lester,Brisbane,9,9.0,3.0,12.0,3.56,0.0,0.0,3.33,0.0,1.44,0.11,4.22,7.22,8.78,73.17,2.0,0.44,0.0,0.67,0.22,0.44,2.11,4.22,0.0,224.78,2.22,2.78,5.22,0.22,84.0
Charlie Constable,Geelong,7,9.0,12.43,21.43,4.57,0.71,0.29,3.71,0.0,1.0,0.43,8.43,13.0,15.0,70.0,2.57,0.0,0.43,2.86,0.43,2.43,1.43,0.29,0.0,203.57,5.29,2.86,1.71,0.14,68.29
Brody Mihocek,Collingwood,24,8.88,4.25,13.12,5.88,1.5,1.08,2.04,0.0,3.25,0.58,5.79,7.54,9.12,69.51,2.42,1.46,1.79,0.25,0.0,0.25,0.21,1.62,0.12,251.75,5.25,3.08,1.21,1.0,88.38
Jack Riewoldt,Richmond,13,8.85,2.0,10.85,4.23,1.85,1.08,1.69,0.08,2.62,0.92,5.85,5.15,6.08,56.04,3.31,1.38,2.46,0.54,0.15,0.38,0.15,2.08,0.08,255.08,5.77,4.0,1.15,1.15,89.92
Lachlan Henderson,Geelong,6,8.83,3.67,12.5,4.83,0.17,0.0,1.33,0.0,1.5,0.17,5.67,6.17,9.83,78.64,2.5,1.5,0.17,0.33,0.0,0.33,3.5,3.83,0.0,265.67,1.67,4.0,6.17,0.67,86.17
Tim O'Brien,Hawthorn,16,8.81,3.94,12.75,4.44,0.75,0.56,1.38,1.06,1.06,0.25,6.06,6.69,9.31,73.02,1.56,1.19,1.0,0.31,0.12,0.19,1.5,4.12,0.0,214.56,3.25,2.38,4.06,0.31,85.75
Liam Ryan,West Coast,24,8.79,2.92,11.71,3.0,1.25,0.79,2.12,0.0,2.83,0.83,6.17,5.88,6.5,55.51,2.67,0.79,1.12,0.79,0.04,0.75,0.17,1.0,0.46,226.67,4.88,3.21,1.42,0.75,79.92
Oskar Baker,Melbourne,9,8.78,5.0,13.78,4.44,0.22,0.44,1.67,0.0,3.0,0.33,3.78,10.33,9.33,67.71,2.56,0.22,0.44,1.33,0.22,1.11,1.0,1.0,0.33,277.78,3.44,3.33,1.56,0.33,70.56
Jack Lukosius,Gold Coast,21,8.76,2.57,11.33,4.29,0.14,0.19,2.1,0.0,1.71,0.29,3.33,6.81,7.95,70.17,2.14,0.52,0.19,0.29,0.0,0.29,2.14,2.38,0.14,236.52,1.9,2.9,2.57,0.1,76.62
Liam Baker,Richmond,19,8.74,8.16,16.89,3.32,0.42,0.53,3.21,0.0,2.53,0.37,6.26,10.53,11.84,70.1,2.58,0.11,0.53,0.89,0.32,0.58,1.16,1.11,0.11,240.37,3.84,3.58,4.42,0.63,76.58
James Frawley,Hawthorn,18,8.72,3.39,12.11,4.28,0.0,0.0,1.5,0.0,0.56,0.0,3.56,7.94,9.33,77.04,1.89,0.44,0.0,0.06,0.0,0.06,2.89,4.72,0.06,213.5,1.72,2.39,4.94,0.0,88.06
Samuel Reid,GWS,26,8.65,6.35,15.0,4.81,0.12,0.08,2.5,0.0,1.54,0.0,5.54,9.5,11.69,77.93,2.23,0.27,0.15,0.96,0.19,0.77,1.85,2.19,0.04,194.38,2.62,2.35,4.85,0.19,88.38
George Hewett,Sydney,22,8.64,13.23,21.86,2.5,0.05,0.0,4.5,0.0,1.77,0.27,10.91,11.32,16.09,73.6,2.64,0.14,0.0,4.0,1.64,2.36,1.23,0.95,0.05,186.77,3.77,3.86,3.64,0.41,82.18
Ryan Clarke,Sydney,14,8.64,8.43,17.07,2.93,0.07,0.07,3.14,0.0,2.57,0.29,5.21,11.64,11.29,66.14,2.64,0.14,0.07,1.5,0.29,1.21,0.93,0.5,0.0,239.43,3.07,3.36,2.57,0.36,81.86
Willie Rioli,West Coast,14,8.64,4.57,13.21,3.36,1.29,0.71,3.0,0.0,2.43,1.0,4.57,8.57,9.36,70.86,1.64,0.0,0.71,1.07,0.36,0.71,0.29,1.86,0.43,202.79,6.57,1.86,1.57,1.0,78.93
Jake Waterman,West Coast,13,8.62,3.46,12.08,5.77,1.15,0.38,1.23,0.0,1.77,0.31,2.77,8.85,9.08,75.17,1.08,0.46,1.46,0.23,0.15,0.08,0.62,0.85,0.0,180.62,4.31,1.92,0.69,0.23,77.69
Jack Scrimshaw,Hawthorn,10,8.6,7.4,16.0,4.1,0.0,0.1,1.8,0.0,1.3,0.1,6.6,9.4,12.4,77.5,2.0,1.1,0.0,0.2,0.1,0.1,2.1,2.2,0.1,237.4,1.9,3.3,6.7,0.0,69.7
Ben Cunnington,North Melbourne,22,8.59,18.05,26.64,2.41,0.27,0.23,3.55,0.0,1.95,0.27,15.59,11.45,20.59,77.29,2.77,0.55,0.27,7.27,2.95,4.32,1.05,1.09,0.0,173.18,5.09,2.95,3.23,0.73,78.5
Jack Silvagni,Carlton,17,8.59,5.29,13.88,4.29,0.76,0.65,3.59,0.0,2.53,0.71,5.59,8.24,9.06,65.27,3.76,0.71,0.82,0.94,0.35,0.59,0.53,1.18,0.06,220.41,4.41,3.76,1.35,1.41,79.35
Joshua Wagner,Melbourne,12,8.58,6.75,15.33,2.75,0.0,0.17,2.17,0.0,1.67,0.08,5.92,9.33,10.75,70.12,1.75,0.25,0.0,0.5,0.08,0.42,1.67,2.5,0.58,226.58,3.08,2.75,5.17,0.0,81.67
Brett Bewley,Fremantle,7,8.57,5.0,13.57,3.14,0.14,0.43,2.43,0.0,2.71,0.29,4.57,9.14,8.29,61.09,2.0,0.0,0.0,0.43,0.0,0.43,0.86,0.43,0.14,273.0,3.14,3.57,2.57,0.14,69.57
Jackson Hately,GWS,7,8.57,7.43,16.0,4.71,0.29,0.14,3.43,0.0,1.86,0.0,5.29,11.57,11.57,72.31,2.57,0.43,0.14,0.86,0.14,0.71,0.71,0.86,0.14,204.29,3.14,4.0,1.86,0.71,78.57
Will Hayes,Western Bulldogs,9,8.56,7.0,15.56,4.0,0.44,0.11,3.33,0.0,2.56,0.44,5.0,10.44,10.89,69.99,3.0,0.11,0.44,0.89,0.11,0.78,1.22,0.89,0.22,196.11,4.67,2.67,1.67,0.44,77.0
Sam Frost,Melbourne,22,8.55,4.91,13.45,4.32,0.0,0.09,1.59,0.0,0.86,0.14,5.59,7.68,9.82,73.01,2.91,0.64,0.05,0.09,0.0,0.09,3.23,5.32,0.23,215.55,2.05,2.64,7.05,0.0,87.27
Jarrod Witts,Gold Coast,22,8.55,6.0,14.55,2.91,0.14,0.14,3.05,45.73,1.95,0.14,9.41,5.36,8.95,61.51,2.64,0.5,0.14,5.0,1.55,3.45,1.23,2.14,0.09,191.0,2.91,2.41,1.91,0.59,83.55
Jed Anderson,North Melbourne,17,8.53,12.0,20.53,2.59,0.35,0.18,5.47,0.0,2.94,0.29,9.59,11.18,15.24,74.23,3.0,0.24,0.18,3.65,1.12,2.53,0.82,1.47,0.06,228.76,4.88,2.88,2.59,0.65,68.65
Tom McDonald,Melbourne,15,8.53,5.2,13.73,4.33,1.2,1.0,1.53,1.67,2.33,0.6,6.6,7.33,8.4,61.18,2.07,1.4,1.73,0.47,0.07,0.4,1.0,3.07,0.0,203.53,5.2,2.93,1.87,0.8,86.8
Phil Davis,GWS,23,8.52,5.22,13.74,7.04,0.04,0.04,1.83,0.0,0.91,0.09,5.17,8.43,11.17,81.3,2.17,1.13,0.0,0.04,0.0,0.04,2.91,7.17,0.09,162.09,2.35,1.74,8.3,0.04,87.43
Ben Brown,North Melbourne,22,8.5,2.59,11.09,4.91,2.91,1.5,1.14,2.64,1.64,0.18,6.59,4.77,7.05,63.57,1.86,1.59,2.82,0.45,0.0,0.45,0.0,1.59,0.0,233.23,6.41,2.45,0.73,0.95,97.73
Alex Sexton,Gold Coast,22,8.5,2.95,11.45,3.27,1.77,1.32,1.91,0.0,3.14,0.32,4.32,7.36,6.55,57.21,3.09,0.23,0.95,0.45,0.05,0.41,0.27,0.68,0.18,276.86,4.68,3.59,1.41,0.68,88.55
Shaun McKernan,Essendon,16,8.5,3.62,12.12,5.06,1.06,0.69,1.88,7.31,2.19,0.12,7.5,4.88,6.88,56.77,3.88,2.38,1.62,1.62,0.38,1.25,0.44,2.06,0.0,208.06,4.12,3.31,1.25,0.5,84.44
Hugh Greenwood,Adelaide,14,8.5,8.57,17.07,2.43,0.79,0.36,6.07,0.0,1.43,0.0,11.29,6.36,12.0,70.3,1.86,0.71,0.57,4.21,1.57,2.64,1.0,1.21,0.0,153.71,4.36,2.29,3.36,1.43,72.43
Mark O'Connor,Geelong,23,8.48,5.52,14.0,4.52,0.04,0.0,2.65,0.0,1.0,0.09,4.74,9.26,11.13,79.5,1.96,0.3,0.04,0.52,0.0,0.52,2.43,2.61,0.13,182.65,2.22,2.13,5.04,0.04,86.04
Peter Wright,Gold Coast,17,8.47,3.53,12.0,5.0,1.24,0.76,1.53,6.76,2.0,0.29,4.76,7.18,8.47,70.58,1.82,1.06,1.24,0.82,0.12,0.71,0.41,4.0,0.0,219.0,4.35,2.06,0.76,0.47,85.65
Matthew Kreuzer,Carlton,15,8.47,4.6,13.07,1.93,0.33,0.33,2.27,30.93,2.93,0.33,9.13,4.4,7.93,60.67,1.6,0.53,0.2,5.53,1.6,3.93,1.13,3.93,0.0,206.53,3.93,2.6,1.53,0.27,82.53
Jack Darling,West Coast,24,8.46,3.5,11.96,4.67,2.46,0.75,2.67,0.71,1.71,0.67,7.17,4.71,7.62,63.71,2.42,1.83,2.12,0.58,0.0,0.58,0.0,2.42,0.0,204.21,5.96,3.21,0.75,1.29,92.25
Tom Hawkins,Geelong,24,8.46,4.42,12.88,5.25,2.33,1.33,1.54,1.17,1.58,1.0,6.12,7.17,8.5,65.99,2.12,1.58,2.92,0.83,0.04,0.79,0.0,1.54,0.04,183.79,7.17,2.33,0.62,0.96,92.71
Jake Carlisle,St Kilda,10,8.4,3.2,11.6,5.7,0.1,0.1,0.7,1.9,0.2,0.0,4.1,6.7,9.1,78.45,1.6,1.0,0.1,0.1,0.0,0.1,2.1,6.6,0.3,112.2,1.6,2.0,5.3,0.1,89.5
Allen Christensen,Brisbane,13,8.38,5.08,13.46,3.69,1.23,0.69,3.31,0.0,2.0,0.69,5.46,8.08,9.85,73.18,2.23,0.31,0.77,0.85,0.08,0.77,0.38,0.92,0.08,199.69,5.0,2.46,1.15,2.0,72.31
Ben Paton,St Kilda,13,8.38,6.31,14.69,3.85,0.08,0.0,2.69,0.0,0.92,0.08,4.69,9.23,11.38,77.47,2.15,0.31,0.0,0.46,0.08,0.38,2.62,1.46,0.46,159.23,2.08,2.46,4.0,0.08,80.54
Sam Gray,Port Adelaide,20,8.35,9.05,17.4,3.8,1.0,0.85,3.5,0.0,2.65,0.45,6.05,11.3,11.6,66.67,2.15,0.25,1.15,1.1,0.25,0.85,0.3,0.75,0.2,220.45,5.05,3.4,2.4,1.1,82.7
Ethan Hughes,Fremantle,21,8.33,7.57,15.9,4.76,0.1,0.1,1.33,0.0,1.14,0.05,6.76,9.57,12.38,77.86,2.76,0.71,0.1,0.67,0.1,0.57,1.86,4.33,0.0,172.43,2.9,3.0,6.33,0.0,81.43
Jason Castagna,Richmond,24,8.29,6.38,14.67,4.12,1.12,1.17,3.12,0.0,2.88,0.5,4.17,10.17,9.46,64.49,2.21,0.21,1.54,0.5,0.04,0.46,0.29,0.62,0.75,261.96,6.0,3.46,1.21,1.0,84.0
Jack Ross,Richmond,7,8.29,9.0,17.29,2.43,0.14,0.29,3.14,0.0,3.29,0.29,6.86,10.71,12.29,71.08,2.57,0.14,0.0,3.43,1.43,2.0,1.29,1.29,0.0,284.43,3.71,3.43,2.57,0.0,67.29
Tim Membrey,St Kilda,22,8.23,4.77,13.0,5.64,2.0,0.77,1.68,0.05,2.0,0.41,5.59,7.59,10.0,76.92,1.05,1.36,2.32,0.18,0.0,0.18,0.0,2.27,0.05,217.36,5.95,2.18,1.18,0.64,87.95
Noah Answerth,Brisbane,19,8.21,3.58,11.79,3.68,0.11,0.0,2.89,0.0,1.47,0.11,4.32,7.63,9.32,79.05,1.68,0.32,0.0,0.79,0.11,0.68,1.79,2.84,0.0,201.11,1.63,2.47,4.37,0.05,77.16
Conor Glass,Hawthorn,7,8.14,5.43,13.57,3.57,0.14,0.14,1.43,0.0,2.0,0.29,3.43,10.14,10.57,77.89,2.14,0.14,0.14,0.57,0.0,0.57,1.14,1.86,0.0,240.14,2.86,2.86,2.86,0.0,76.71
Blake Acres,St Kilda,19,8.11,8.11,16.21,3.68,0.32,0.26,3.84,0.47,2.68,0.68,6.32,10.32,12.53,77.3,2.21,0.42,0.47,2.05,0.32,1.74,1.0,1.37,0.63,221.16,4.47,3.05,2.26,0.89,72.42
Joshua Walker,Brisbane,11,8.09,4.09,12.18,6.18,0.0,0.0,1.36,0.18,0.91,0.18,5.18,7.18,10.18,83.58,1.45,1.55,0.0,0.0,0.0,0.0,1.09,4.27,0.0,144.36,1.36,1.91,5.82,0.09,88.36
Harry McKay,Carlton,20,8.05,2.35,10.4,6.25,1.3,1.5,1.6,1.0,1.95,0.1,5.35,5.5,6.4,61.54,2.45,2.25,2.25,0.2,0.05,0.15,0.05,1.75,0.25,226.85,4.8,2.85,0.45,0.75,85.75
Bailey Smith,Western Bulldogs,23,8.04,9.65,17.7,2.52,0.48,0.43,4.04,0.0,2.83,0.65,7.13,11.13,13.39,75.65,1.74,0.0,0.09,2.52,0.61,1.91,0.87,0.7,0.13,218.3,5.39,2.96,1.7,0.74,73.61
Mason Wood,North Melbourne,18,8.0,5.44,13.44,3.83,1.17,1.17,2.0,0.0,2.94,0.78,5.94,8.28,8.83,65.7,2.89,0.83,1.89,0.5,0.22,0.28,0.22,1.28,0.0,234.17,5.06,3.78,1.56,0.56,80.06
Matt Guelfi,Essendon,17,8.0,5.71,13.71,3.24,0.18,0.12,2.88,0.0,1.65,0.24,5.41,8.18,9.0,65.65,2.47,0.35,0.24,1.0,0.06,0.94,1.76,2.18,0.12,222.41,2.12,3.65,3.24,0.35,70.12
Taylor Walker,Adelaide,22,7.95,4.05,12.0,5.09,1.95,1.0,1.45,0.0,3.0,0.68,5.91,6.45,8.0,66.67,2.73,1.41,1.91,0.09,0.0,0.09,0.09,1.77,0.05,253.55,6.14,3.0,0.55,0.73,86.95
Levi Casboult,Carlton,20,7.95,3.2,11.15,5.7,0.75,0.55,2.15,8.2,1.45,0.15,5.5,5.8,7.05,63.23,2.95,1.95,1.1,1.2,0.2,1.0,1.05,5.3,0.0,152.85,3.0,2.75,3.2,0.3,86.7
Rory Lobb,Fremantle,15,7.93,5.2,13.13,4.07,0.87,0.73,1.6,21.2,2.13,0.4,8.2,5.33,8.0,60.93,2.47,2.13,1.0,2.07,1.07,1.0,1.0,4.73,0.0,228.47,4.0,3.07,2.93,0.2,91.0
