Name,Team,Games Played,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Inside 50s,Goal Assists,Contested Possessions,Uncontested Possessions,Effective Disposals,Disposal Efficiency,Clangers,Contested Marks,Marks Inside 50,Clearances,Centre Clearances,Stoppage Clearances,Rebound 50s,One Percenters,Bounces,Metres Gained,Score Involvements,Turnovers,Intercepts,Tackles Inside 50,Time On Ground
Dayne Zorko,Brisbane,22,13.73,7.05,20.77,2.45,1.18,0.82,7.27,0.0,5.0,0.64,9.82,10.95,14.32,68.95,4.18,0.09,0.36,4.55,1.68,2.86,1.32,0.95,0.36,396.45,6.64,4.18,2.05,1.0,83.82
Jimmy Webster,St Kilda,17,13.71,8.29,22.0,4.94,0.0,0.0,1.88,0.0,1.18,0.06,5.0,16.65,17.12,77.82,2.71,0.12,0.0,0.53,0.24,0.29,4.76,3.53,0.47,354.53,4.18,4.0,5.88,0.06,78.47
Bailey Williams,Western Bulldogs,14,13.64,6.43,20.07,5.0,0.5,0.43,2.21,0.0,3.29,0.14,6.79,11.57,14.43,71.9,3.21,0.71,0.29,1.07,0.0,1.07,3.93,2.21,0.36,429.36,3.86,5.21,6.07,0.21,82.43
Nathan Fyfe,Fremantle,15,13.6,15.07,28.67,4.67,0.73,0.73,4.0,1.07,4.27,0.67,16.13,13.6,20.07,70.0,5.13,1.47,0.67,6.87,3.2,3.67,1.53,2.47,0.6,358.87,7.93,4.8,3.73,0.8,81.8
Marcus Bontempelli,Western Bulldogs,19,13.58,10.47,24.05,3.32,1.16,0.84,3.79,0.21,4.53,0.58,10.37,13.79,17.0,70.69,3.32,0.47,0.79,4.53,1.95,2.58,1.37,2.58,0.16,374.53,6.47,4.79,2.42,0.84,86.21
Dion Prestia,Richmond,13,13.46,10.62,24.08,3.15,0.54,0.15,3.15,0.0,3.92,0.46,9.77,14.62,16.08,66.78,3.54,0.08,0.15,4.38,1.77,2.62,1.77,0.77,0.31,394.15,5.85,5.08,2.92,0.46,73.54
Thomas Stewart,Geelong,22,13.45,6.64,20.09,6.0,0.05,0.05,2.09,0.0,1.55,0.09,5.86,12.32,15.73,78.3,2.77,0.91,0.05,0.41,0.05,0.36,5.5,4.23,0.55,356.68,3.0,3.82,7.23,0.0,80.18
Dale Thomas,Carlton,20,13.45,8.95,22.4,6.95,0.15,0.05,1.9,0.0,2.4,0.1,6.15,15.9,17.0,75.89,3.1,0.35,0.15,0.95,0.3,0.65,3.05,2.6,0.45,326.1,3.4,4.05,4.45,0.1,80.5
Christian Salem,Melbourne,24,13.33,7.25,20.58,3.54,0.25,0.29,3.5,0.0,2.46,0.29,6.33,12.75,15.58,75.7,2.5,0.29,0.08,1.5,0.79,0.71,3.96,1.96,0.5,368.08,4.5,3.58,4.58,0.21,81.04
Ed Langdon,Fremantle,21,13.29,9.05,22.33,5.76,0.52,0.52,2.9,0.0,3.38,0.52,5.81,16.43,15.76,70.58,3.14,0.19,0.71,1.57,0.14,1.43,2.52,0.67,0.1,358.05,4.71,4.43,3.29,0.33,82.62
Callan Ward,GWS,24,13.25,13.5,26.75,3.83,0.33,0.62,3.96,0.42,4.0,0.42,13.0,14.08,20.62,77.08,2.33,0.33,0.21,6.67,2.58,4.08,1.67,0.96,0.42,328.17,6.92,3.46,3.5,0.54,83.92
Connor Blakely,Fremantle,13,13.23,10.54,23.77,7.08,0.0,0.08,2.54,0.0,1.85,0.23,5.77,18.62,18.38,77.32,2.85,0.31,0.08,1.54,0.31,1.23,3.23,2.46,0.23,308.46,4.31,3.54,4.08,0.15,80.0
Rory Atkins,Adelaide,20,13.2,7.0,20.2,4.9,0.65,0.4,2.25,0.0,3.4,0.45,6.1,13.8,14.45,71.53,2.35,0.05,0.4,1.15,0.1,1.05,2.55,1.0,0.8,414.7,4.4,4.55,4.05,0.15,83.6
Devon Smith,Essendon,22,13.18,8.82,22.0,3.77,0.77,0.73,8.45,0.0,3.14,0.41,8.5,14.09,14.0,63.64,3.05,0.09,0.64,3.27,0.86,2.41,2.09,1.45,1.5,358.86,4.86,4.59,2.55,1.45,83.64
Steven May,Gold Coast,17,13.18,4.18,17.35,7.47,0.18,0.18,1.71,0.24,0.71,0.0,5.18,10.18,12.76,73.54,3.94,1.18,0.06,0.24,0.0,0.24,5.82,7.12,0.29,327.29,1.82,3.71,7.59,0.06,90.59
Luke Hodge,Brisbane,19,13.05,6.42,19.47,6.37,0.05,0.05,2.0,0.0,1.63,0.11,4.95,13.84,15.63,80.28,2.79,0.53,0.0,0.58,0.16,0.42,3.11,4.68,0.16,284.42,2.95,3.47,6.21,0.05,85.79
Luke Ryan,Fremantle,20,13.0,5.1,18.1,6.55,0.1,0.05,2.15,0.0,1.15,0.15,5.0,12.85,14.6,80.66,1.8,0.4,0.1,0.45,0.0,0.45,4.3,3.65,0.2,353.0,2.7,4.45,6.6,0.0,83.6
Jack Crisp,Collingwood,26,12.96,10.15,23.12,5.23,0.15,0.12,3.31,0.0,3.54,0.69,8.15,15.46,17.85,77.21,2.77,0.5,0.0,1.73,0.31,1.42,3.0,3.12,0.85,381.46,4.46,4.12,6.73,0.12,89.27
Isaac Smith,Hawthorn,24,12.96,8.88,21.83,5.96,1.08,0.58,2.54,0.0,3.5,0.5,5.21,16.29,16.17,74.07,2.71,0.08,0.38,1.62,0.25,1.38,1.5,1.54,0.96,363.46,5.42,3.46,2.33,0.54,85.62
Joel Selwood,Geelong,23,12.96,14.04,27.0,4.09,0.3,0.57,5.39,0.09,3.7,0.35,12.52,15.22,19.17,71.0,4.13,0.3,0.35,5.22,2.48,2.74,2.0,2.48,0.09,358.3,5.83,4.3,3.17,0.43,80.87
Luke Shuey,West Coast,20,12.85,10.95,23.8,3.15,0.3,0.35,4.9,0.0,4.9,0.55,11.2,13.3,17.25,72.48,3.5,0.05,0.1,6.55,2.25,4.3,1.55,1.95,0.8,363.1,6.25,4.05,2.25,0.45,78.85
Dominic Sheed,West Coast,18,12.83,10.11,22.94,4.0,0.44,0.39,1.83,0.0,3.83,0.39,9.94,13.44,16.06,70.01,3.39,0.06,0.11,4.33,1.44,2.89,1.0,0.72,0.61,340.61,5.5,4.22,2.83,0.11,78.94
Jeremy Howe,Collingwood,21,12.81,5.95,18.76,7.05,0.1,0.1,1.95,0.0,1.48,0.0,6.43,12.1,14.38,76.65,2.38,1.48,0.0,0.14,0.0,0.14,4.71,5.81,0.1,337.43,2.9,4.19,7.71,0.05,86.29
Ricky Henderson,Hawthorn,22,12.77,7.55,20.32,6.27,0.5,0.41,2.95,0.0,3.32,0.68,5.64,14.77,15.27,75.15,2.55,0.27,0.45,1.41,0.14,1.27,1.5,0.95,1.05,359.27,5.05,3.64,3.59,0.32,76.82
Zachary Merrett,Essendon,22,12.77,14.05,26.82,3.14,0.23,0.32,6.0,0.0,3.77,0.59,10.55,16.55,18.73,69.84,2.95,0.0,0.05,4.32,1.91,2.41,1.68,1.5,0.27,347.73,5.86,4.36,4.0,0.59,76.41
Jack Gunston,Hawthorn,23,12.7,5.09,17.78,5.43,2.22,1.39,2.0,0.04,3.04,0.83,6.52,11.09,12.7,71.43,1.87,0.74,1.83,0.35,0.0,0.35,0.91,2.61,0.09,322.13,6.87,3.57,2.57,0.7,89.61
Lance Franklin,Sydney,19,12.68,2.47,15.16,6.68,3.0,2.26,2.0,0.05,4.68,0.95,6.79,8.84,9.21,60.75,3.26,2.0,3.21,0.16,0.11,0.05,0.05,1.84,0.42,402.0,8.53,4.16,0.95,1.0,92.37
Edward Curnow,Carlton,21,12.67,12.76,25.43,3.86,0.24,0.29,6.57,0.0,3.33,0.29,10.19,14.67,18.71,73.57,3.19,0.1,0.38,4.76,1.57,3.19,2.14,1.0,0.38,273.95,4.38,3.86,2.9,0.62,89.57
Jaeger O'Meara,Hawthorn,21,12.67,11.33,24.0,3.76,0.76,0.38,5.48,0.0,3.33,0.43,9.76,13.9,17.24,71.83,3.76,0.1,0.24,4.9,2.19,2.71,1.62,1.24,0.19,299.29,5.71,3.76,2.19,0.95,81.19
Adam Treloar,Collingwood,17,12.65,16.88,29.53,3.18,0.71,0.88,4.88,0.0,4.65,0.71,11.06,18.35,20.24,68.54,3.24,0.06,0.47,4.76,1.06,3.71,1.12,0.47,1.12,363.53,7.06,4.94,3.0,0.76,78.94
Jason Johannisen,Western Bulldogs,22,12.59,8.5,21.09,4.05,0.32,0.45,2.14,0.0,3.32,0.45,5.64,14.82,16.86,79.94,2.5,0.09,0.36,1.18,0.18,1.0,3.09,1.91,1.14,383.5,4.14,4.18,3.86,0.41,84.45
Justin Westhoff,Port Adelaide,22,12.5,7.41,19.91,5.32,1.09,0.64,4.86,8.32,2.45,0.59,8.82,11.59,13.55,68.06,3.27,1.05,1.05,2.64,0.5,2.14,2.14,4.0,0.05,287.5,5.32,3.77,3.86,0.82,87.18
Aaron Hall,Gold Coast,6,12.5,6.0,18.5,4.83,0.17,0.17,2.33,0.0,2.5,0.17,6.0,12.17,13.67,73.89,2.67,0.33,0.0,1.5,0.17,1.33,4.0,1.33,0.5,368.17,2.33,4.17,3.33,0.0,71.5
Jarrod Lienert,Port Adelaide,6,12.5,4.83,17.33,6.33,0.0,0.0,2.0,0.0,2.5,0.33,5.33,11.83,13.83,79.8,2.33,0.17,0.0,0.67,0.0,0.67,3.33,3.5,0.0,309.67,2.17,4.67,5.83,0.0,81.67
Nick Haynes,GWS,24,12.38,5.0,17.38,6.25,0.0,0.0,1.71,0.0,2.08,0.12,5.0,12.46,12.88,74.11,2.33,1.0,0.0,0.12,0.0,0.12,4.42,3.96,0.62,372.21,2.83,4.33,6.62,0.0,85.12
Jarrad McVeigh,Sydney,19,12.37,8.74,21.11,4.84,0.05,0.0,2.21,0.0,2.58,0.26,4.84,15.42,17.21,81.53,1.42,0.11,0.0,1.26,0.16,1.11,4.11,2.21,0.58,344.47,3.89,3.37,3.68,0.16,81.84
Hayden Crozier,Western Bulldogs,17,12.35,6.12,18.47,4.88,0.06,0.06,2.76,0.0,2.41,0.18,5.0,13.0,14.0,75.8,2.35,0.59,0.12,0.35,0.12,0.24,4.18,3.65,0.12,365.29,2.53,4.18,5.24,0.12,82.18
Sam Menegola,Geelong,23,12.3,11.26,23.57,5.48,0.96,0.52,4.48,0.13,4.43,0.48,9.39,15.04,16.74,71.02,3.17,0.43,0.48,2.48,0.57,1.91,1.39,1.26,0.13,381.0,6.7,4.26,2.87,0.78,80.17
Paul Seedsman,Adelaide,19,12.26,8.26,20.53,4.05,0.68,0.68,2.58,0.0,4.21,0.74,7.05,13.68,14.79,72.04,2.16,0.37,0.32,1.89,0.42,1.47,2.21,1.26,0.74,492.32,5.16,4.21,3.0,0.26,78.84
Oliver Wines,Port Adelaide,22,12.23,13.86,26.09,3.27,0.18,0.41,5.05,0.23,3.77,0.55,12.82,13.41,17.91,68.65,3.09,0.82,0.45,5.77,2.09,3.68,1.05,1.27,0.0,328.14,4.95,4.91,3.0,0.55,75.41
Daniel Rich,Brisbane,18,12.17,7.39,19.56,3.78,0.06,0.22,2.33,0.0,2.44,0.39,5.28,12.94,15.06,76.99,2.17,0.06,0.11,1.28,0.44,0.83,4.22,1.94,0.0,361.44,3.72,3.67,4.78,0.17,79.61
Wayne Milera,Adelaide,19,12.16,7.21,19.37,4.68,0.11,0.11,2.58,0.0,2.47,0.47,5.89,13.63,15.26,78.78,2.05,0.37,0.11,0.89,0.21,0.68,2.79,2.21,0.21,319.26,3.37,3.63,4.84,0.21,81.53
Samuel Murray,Collingwood,13,12.15,8.69,20.85,5.15,0.0,0.08,1.62,0.0,2.38,0.08,4.77,16.38,14.69,70.46,3.92,0.15,0.0,0.77,0.23,0.54,3.62,2.92,1.0,362.08,2.77,5.62,4.92,0.0,82.0
Jack Ziebell,North Melbourne,22,12.14,4.95,17.09,4.73,1.59,1.32,3.5,0.0,3.41,0.59,8.14,9.14,10.36,60.62,3.64,1.05,1.55,0.95,0.32,0.64,0.95,1.73,0.09,313.45,5.95,4.86,2.05,1.32,88.45
Liam Duggan,West Coast,24,12.12,4.83,16.96,4.79,0.08,0.08,2.04,0.0,2.38,0.17,5.46,11.67,12.58,74.17,2.21,0.25,0.08,0.92,0.12,0.79,3.33,2.67,0.17,342.88,3.0,3.58,5.17,0.12,84.21
Kade Kolodjashnij,Gold Coast,8,12.12,4.25,16.38,5.5,0.0,0.25,1.88,0.0,2.12,0.12,4.38,11.12,11.62,70.94,3.75,0.38,0.12,0.25,0.0,0.25,4.0,4.5,0.38,265.62,2.12,4.38,7.38,0.0,86.62
Tom Rockliff,Port Adelaide,18,12.11,8.44,20.56,3.61,0.39,0.28,4.61,0.0,2.78,0.33,8.28,11.94,12.72,61.87,3.39,0.06,0.33,3.94,0.78,3.17,1.78,0.72,0.06,284.72,4.06,4.44,2.22,1.06,71.22
David Swallow,Gold Coast,20,12.1,9.9,22.0,3.65,0.25,0.2,4.55,0.0,3.25,0.35,11.15,11.25,14.25,64.77,2.85,0.2,0.3,3.75,1.35,2.4,1.35,1.1,0.1,292.8,3.65,4.0,3.25,0.7,76.3
Tim Kelly,Geelong,23,12.04,10.83,22.87,3.35,1.04,0.7,3.52,0.0,3.96,0.52,10.43,13.22,14.57,63.71,3.91,0.13,0.48,4.22,1.35,2.87,1.17,1.13,0.26,366.87,6.17,5.22,2.04,0.48,84.09
Jamie MacMillan,North Melbourne,22,12.0,6.64,18.64,5.05,0.09,0.14,2.14,0.0,2.45,0.14,5.18,12.64,14.41,77.31,2.27,0.23,0.05,0.27,0.0,0.27,3.82,3.32,0.82,368.86,3.5,4.45,6.14,0.14,85.73
Chad Wingard,Port Adelaide,21,12.0,8.81,20.81,2.76,1.05,1.0,3.33,0.0,4.33,0.71,9.67,11.24,13.14,63.14,2.81,0.52,0.86,3.43,1.33,2.1,0.81,1.29,0.52,368.38,5.9,4.57,1.95,0.57,87.05
Logan Austin,St Kilda,7,12.0,7.71,19.71,7.57,0.0,0.14,1.71,0.0,0.57,0.14,4.14,15.0,16.29,82.65,1.71,0.57,0.0,0.43,0.14,0.29,3.71,4.86,0.0,257.0,1.86,3.0,5.43,0.0,92.71
Thomas Jonas,Port Adelaide,18,11.94,4.78,16.72,7.83,0.0,0.0,1.94,0.0,0.5,0.11,5.17,10.89,13.39,80.08,2.33,0.44,0.0,0.17,0.0,0.17,4.72,8.0,0.0,245.06,2.33,3.33,8.28,0.0,93.22
Dan Houston,Port Adelaide,22,11.91,4.91,16.82,5.32,0.09,0.0,2.68,0.0,1.59,0.14,5.55,10.45,12.95,76.99,2.05,0.36,0.0,0.59,0.14,0.45,3.86,3.59,0.23,284.77,2.91,3.55,6.09,0.0,79.68
Jordan Lewis,Melbourne,24,11.88,10.62,22.5,4.79,0.21,0.08,1.54,0.0,2.29,0.29,7.12,14.54,16.83,74.8,2.79,0.29,0.08,1.71,0.29,1.42,2.88,2.33,0.0,306.33,5.29,3.71,6.46,0.0,89.33
