Name,Team,Games Played,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Inside 50s,Goal Assists,Contested Possessions,Uncontested Possessions,Effective Disposals,Disposal Efficiency,Clangers,Contested Marks,Marks Inside 50,Clearances,Centre Clearances,Stoppage Clearances,Rebound 50s,One Percenters,Bounces,Metres Gained,Score Involvements,Turnovers,Intercepts,Tackles Inside 50,Time On Ground
Luke Parker,Sydney,22,11.86,11.14,23.0,4.0,1.14,0.41,5.64,0.09,3.59,0.64,12.55,9.64,15.14,65.83,3.95,0.64,0.82,5.45,1.86,3.59,1.23,1.55,0.05,296.36,5.09,3.86,2.59,0.77,88.36
Conor McKenna,Essendon,18,11.83,6.06,17.89,3.17,0.39,0.22,1.67,0.0,2.67,0.61,4.5,11.33,13.67,76.41,2.28,0.22,0.11,0.44,0.22,0.22,3.5,2.5,2.56,365.17,4.28,3.11,4.17,0.0,84.33
Tom Lynch,Adelaide,17,11.82,7.71,19.53,5.71,0.94,0.47,1.65,0.0,2.59,0.82,7.35,12.29,13.76,70.46,2.12,0.65,0.76,1.12,0.41,0.71,0.65,0.65,0.12,252.59,6.53,3.59,1.94,0.35,84.18
Jasper Pittard,Port Adelaide,11,11.82,4.82,16.64,4.91,0.0,0.0,2.82,0.0,2.18,0.0,3.64,11.91,11.91,71.57,2.82,0.27,0.0,0.45,0.09,0.36,4.0,3.73,0.45,346.64,2.27,5.0,4.73,0.0,81.09
Sam Kerridge,Carlton,10,11.8,9.4,21.2,6.0,0.4,0.3,3.1,0.0,2.0,0.3,8.0,13.3,15.2,71.7,3.4,0.2,0.7,2.5,0.1,2.4,2.9,1.1,0.0,284.2,4.5,4.0,2.8,0.3,82.2
Tim Taranto,GWS,23,11.78,9.04,20.83,3.61,0.26,0.61,6.09,0.0,3.39,0.61,9.3,11.39,12.91,61.98,3.09,0.61,0.35,3.83,1.26,2.57,1.61,1.61,0.04,303.74,4.74,4.78,2.78,0.96,83.22
Patrick Cripps,Carlton,22,11.77,17.86,29.64,4.18,0.5,0.68,6.27,0.0,3.86,0.27,17.64,12.41,20.14,67.95,4.5,1.23,0.45,7.73,3.32,4.41,1.32,1.09,0.36,254.18,5.41,4.5,2.64,0.68,89.45
Lachlan Weller,Gold Coast,22,11.77,7.95,19.73,4.23,0.18,0.36,2.59,0.0,3.32,0.27,6.09,13.23,13.86,70.25,2.95,0.14,0.09,1.77,0.41,1.36,3.09,1.23,0.86,408.36,3.36,4.68,3.86,0.36,84.27
Stephen Hill,Fremantle,13,11.77,6.62,18.38,4.0,0.23,0.15,3.08,0.0,2.38,0.23,4.54,13.38,13.08,71.16,2.15,0.0,0.23,0.77,0.23,0.54,3.0,2.15,0.38,333.46,4.08,3.62,4.0,0.08,83.31
Scott Pendlebury,Collingwood,25,11.76,15.04,26.8,2.4,0.36,0.2,5.88,0.04,3.64,0.64,10.88,16.4,20.36,75.97,2.88,0.04,0.04,5.12,1.72,3.4,1.76,2.04,0.28,344.28,5.8,4.28,3.32,0.36,80.8
Trent Dumont,North Melbourne,22,11.73,9.36,21.09,3.77,0.27,0.45,3.95,0.0,2.91,0.55,7.59,13.64,14.55,68.99,2.77,0.09,0.5,2.23,0.73,1.5,2.27,1.36,0.0,339.41,4.64,4.41,3.77,0.5,81.45
Darcy Byrne-Jones,Port Adelaide,21,11.71,5.67,17.38,4.24,0.1,0.1,3.14,0.0,1.9,0.14,6.05,11.48,12.19,70.14,2.19,0.19,0.14,1.71,0.19,1.52,2.76,1.86,0.38,248.24,2.52,3.0,4.76,0.29,83.52
Jordan Cunico,Geelong,14,11.71,6.64,18.36,4.57,0.29,0.43,2.14,0.0,3.93,0.64,5.29,13.21,13.14,71.57,1.64,0.07,0.14,1.36,0.14,1.21,2.07,0.86,0.5,356.21,4.36,3.43,2.43,0.57,82.93
Bachar Houli,Richmond,15,11.67,9.4,21.07,4.73,0.2,0.4,1.73,0.0,3.4,0.4,4.73,15.6,15.67,74.37,2.53,0.0,0.27,0.73,0.2,0.53,2.67,2.07,0.6,393.07,4.93,4.6,4.6,0.13,73.93
Richard Douglas,Adelaide,17,11.65,6.76,18.41,3.47,0.82,0.71,3.24,0.0,3.24,0.59,8.0,10.59,12.18,66.16,3.29,0.06,0.29,3.12,1.12,2.0,1.18,1.76,0.47,305.47,5.71,4.41,2.24,0.59,80.82
Michael Hibberd,Melbourne,21,11.62,7.29,18.9,3.95,0.05,0.05,1.67,0.0,1.9,0.1,5.33,13.52,13.81,73.07,2.43,0.52,0.0,0.24,0.1,0.14,4.14,3.57,0.29,402.29,3.14,3.67,5.67,0.0,84.33
Jarrad Waite,North Melbourne,13,11.62,4.08,15.69,6.23,2.46,1.38,2.08,0.77,2.23,0.62,6.54,9.15,9.69,61.76,2.92,1.62,2.77,0.62,0.15,0.46,0.62,0.92,0.15,279.23,6.85,4.31,2.46,0.92,90.08
Jack Martin,Gold Coast,15,11.6,6.2,17.8,4.67,0.93,0.73,4.87,0.0,2.27,0.27,8.0,10.0,11.53,64.78,4.13,0.87,0.8,2.2,0.93,1.27,2.07,1.27,0.2,288.07,4.67,4.33,2.8,1.0,84.53
Trent Cotchin,Richmond,22,11.59,10.45,22.05,2.23,0.23,0.59,4.68,0.14,4.05,0.68,11.5,10.73,14.05,63.72,3.14,0.18,0.27,4.91,2.18,2.73,1.14,1.41,0.23,328.0,5.64,4.09,3.59,0.55,76.55
Nic Newman,Sydney,11,11.55,6.0,17.55,5.45,0.09,0.0,3.0,0.0,2.45,0.27,5.36,11.82,12.82,73.05,3.09,0.18,0.0,1.0,0.18,0.82,3.0,2.09,0.45,347.73,2.55,4.36,4.64,0.36,73.36
Riley Bonner,Port Adelaide,19,11.53,5.68,17.21,4.42,0.16,0.05,1.26,0.0,1.58,0.0,4.37,12.63,12.58,73.1,3.47,0.05,0.0,0.58,0.11,0.47,3.53,1.74,0.53,351.79,2.84,3.95,4.21,0.05,80.11
Jeremy Finlayson,GWS,14,11.5,4.86,16.36,3.93,0.29,0.07,1.0,0.0,1.71,0.07,4.64,10.64,13.07,79.89,3.5,0.79,0.14,0.07,0.0,0.07,4.0,2.64,0.43,351.71,4.07,3.21,5.36,0.07,75.07
Michael Walters,Fremantle,18,11.44,8.33,19.78,3.61,1.22,0.78,3.28,0.06,3.5,1.0,8.67,11.72,14.61,73.86,3.78,0.33,0.94,2.61,1.0,1.61,0.72,1.0,0.61,310.33,6.28,3.72,2.0,0.61,80.56
Chris Masten,West Coast,24,11.42,7.92,19.33,5.83,0.29,0.21,1.75,0.0,2.42,0.42,5.04,14.5,15.08,78.01,1.83,0.04,0.25,0.96,0.21,0.75,2.42,0.58,0.08,292.96,3.96,3.5,3.38,0.04,86.08
Lachie Neale,Fremantle,22,11.41,18.91,30.32,3.59,0.45,0.27,4.23,0.0,3.55,0.55,14.95,15.14,22.27,73.45,3.36,0.41,0.41,7.09,2.73,4.36,1.45,0.82,0.14,277.45,5.5,4.27,3.86,0.59,80.18
Nathan Jones,Melbourne,25,11.4,13.2,24.6,2.64,0.6,0.4,3.76,0.0,4.24,0.48,9.04,15.96,16.84,68.46,3.4,0.12,0.4,3.44,1.24,2.2,0.52,0.6,0.16,345.2,6.04,4.4,1.84,0.44,82.72
David Myers,Essendon,16,11.38,9.19,20.56,3.31,0.62,0.31,3.81,0.0,3.88,0.62,10.19,11.62,13.88,67.51,3.44,0.12,0.38,4.88,2.44,2.44,0.88,1.69,0.12,291.06,5.56,3.75,2.0,0.44,74.12
Lewis Jetta,West Coast,20,11.35,5.05,16.4,4.55,0.05,0.05,1.6,0.0,2.85,0.45,3.6,12.5,13.1,79.88,2.35,0.05,0.0,0.75,0.2,0.55,2.15,1.6,0.35,334.9,3.7,3.25,2.8,0.05,82.6
David Mundy,Fremantle,22,11.32,11.14,22.45,4.41,0.86,0.59,4.14,0.18,3.23,0.5,10.45,12.5,16.09,71.67,2.86,0.59,0.73,4.05,1.45,2.59,1.09,1.64,0.0,312.59,6.45,3.55,2.23,0.41,83.95
Isaac Heeney,Sydney,22,11.27,9.09,20.36,4.5,0.86,0.64,5.05,0.09,2.95,0.55,10.14,10.45,14.23,69.89,3.18,0.95,0.95,3.45,1.05,2.41,1.32,1.45,0.05,304.77,5.09,3.36,2.91,0.86,83.82
Brayden Maynard,Collingwood,22,11.23,6.91,18.14,3.14,0.09,0.18,4.05,0.0,2.23,0.32,5.59,11.77,13.73,75.69,3.14,0.23,0.0,0.59,0.23,0.36,3.36,3.0,0.32,339.68,3.14,4.09,5.14,0.0,84.09
Jeremy Cameron,GWS,18,11.22,4.0,15.22,6.17,2.56,1.78,1.33,0.0,2.89,0.39,6.39,9.06,9.61,63.14,3.5,1.28,2.78,0.17,0.0,0.17,0.22,1.67,0.06,272.17,7.67,3.67,1.78,0.61,88.67
Brandon Ellis,Richmond,18,11.22,8.56,19.78,4.83,0.17,0.22,2.11,0.0,2.11,0.22,5.0,14.61,15.83,80.03,2.17,0.33,0.33,0.67,0.11,0.56,3.11,1.28,0.61,278.44,4.72,3.39,5.5,0.06,79.72
Callum Mills,Sydney,9,11.22,8.0,19.22,4.89,0.0,0.11,2.56,0.0,1.33,0.22,5.67,13.67,14.56,75.75,1.56,0.56,0.0,0.67,0.11,0.56,3.67,2.56,0.11,292.78,2.56,3.56,5.89,0.22,86.44
Ben Cunnington,North Melbourne,22,11.18,14.41,25.59,3.73,0.45,0.09,5.09,0.0,2.82,0.59,15.45,10.59,17.73,69.28,4.32,0.77,0.32,6.64,2.5,4.14,1.45,1.0,0.05,258.27,5.36,4.27,4.14,1.05,77.23
Jarman Impey,Hawthorn,24,11.17,5.21,16.38,3.5,0.42,0.42,3.38,0.0,3.25,0.29,4.96,11.88,11.5,70.21,2.67,0.12,0.33,0.96,0.38,0.58,1.79,1.67,0.96,323.83,4.0,4.04,3.29,0.12,80.0
Christian Petracca,Melbourne,24,11.17,9.08,20.25,3.96,0.79,0.96,3.04,0.17,4.29,0.92,9.58,10.88,13.29,65.63,3.67,0.46,0.88,2.58,0.88,1.71,0.62,1.33,0.12,338.33,6.67,4.38,2.5,0.62,82.92
Luke Dunstan,St Kilda,16,11.12,10.62,21.75,3.5,0.31,0.31,4.38,0.0,3.06,0.12,9.75,12.56,15.25,70.11,3.5,0.06,0.38,3.88,1.19,2.69,1.69,1.31,0.06,268.0,4.5,3.5,2.75,0.56,72.19
Teia Miles,Hawthorn,8,11.12,5.75,16.88,4.12,0.25,0.0,2.12,0.0,2.0,0.12,3.0,13.75,14.25,84.42,1.38,0.12,0.25,0.5,0.0,0.5,2.5,1.5,0.5,241.0,3.75,2.12,2.62,0.0,78.62
Luke McDonald,North Melbourne,22,11.05,7.55,18.59,4.32,0.18,0.36,2.27,0.0,3.36,0.36,4.5,14.09,12.68,68.21,2.64,0.18,0.27,0.64,0.05,0.59,2.09,1.82,0.27,359.05,3.95,4.18,3.45,0.09,83.05
Jordan De Goey,Collingwood,21,11.05,5.05,16.1,4.38,2.29,1.05,2.29,0.0,3.43,0.81,6.38,9.86,10.76,66.83,2.52,0.81,2.14,1.9,1.0,0.9,0.43,1.05,0.43,297.67,6.86,3.67,1.29,0.76,81.29
Bradley Sheppard,West Coast,23,11.0,5.22,16.22,6.43,0.0,0.04,2.3,0.0,1.57,0.17,4.04,11.78,13.74,84.71,1.57,0.61,0.09,0.04,0.0,0.04,3.13,3.39,0.09,237.26,2.48,2.61,5.17,0.0,85.65
Aaron Mullett,Carlton,13,11.0,4.0,15.0,4.31,0.15,0.31,1.85,0.0,2.15,0.23,4.0,9.92,11.15,74.33,1.92,0.0,0.08,0.69,0.15,0.54,2.46,1.31,0.08,259.92,3.15,2.77,3.62,0.0,78.46
David Mirra,Hawthorn,7,11.0,5.43,16.43,5.71,0.0,0.0,1.43,0.0,1.71,0.29,5.14,11.57,12.43,75.65,2.43,0.43,0.0,0.86,0.0,0.86,3.29,4.71,0.14,230.86,2.14,3.57,5.43,0.0,79.0
Harry Cunningham,Sydney,23,10.91,7.43,18.35,4.61,0.3,0.22,3.39,0.0,2.48,0.48,4.83,13.65,14.78,80.54,1.48,0.13,0.39,1.3,0.09,1.22,2.04,0.7,0.26,288.26,3.22,2.7,2.52,0.48,83.74
Hugh McCluggage,Brisbane,22,10.91,8.45,19.36,4.36,0.45,0.41,3.18,0.0,2.64,0.73,6.73,12.73,13.59,70.2,2.27,0.23,0.5,1.95,0.14,1.82,1.95,0.68,0.45,313.91,4.86,3.55,3.18,0.64,80.95
Jack Billings,St Kilda,21,10.9,10.95,21.86,4.81,0.67,0.9,2.81,0.0,4.19,1.05,6.24,15.76,14.95,68.39,2.29,0.19,0.71,0.71,0.05,0.67,0.95,0.71,0.14,311.05,6.38,3.76,1.81,0.86,86.33
Ryan Clarke,North Melbourne,19,10.89,8.84,19.74,4.32,0.11,0.16,1.68,0.0,2.05,0.21,4.79,14.53,13.84,70.11,2.32,0.0,0.16,0.63,0.11,0.53,3.05,0.95,0.11,272.05,3.79,3.58,4.16,0.11,78.84
Jack Bowes,Gold Coast,16,10.88,5.25,16.12,4.19,0.25,0.31,2.31,0.0,2.0,0.12,7.19,8.88,10.62,65.88,3.44,0.44,0.19,1.56,0.38,1.19,2.31,2.31,0.0,270.38,2.31,3.88,4.44,0.56,78.25
Josh P. Kennedy,Sydney,23,10.87,14.48,25.35,2.39,0.43,0.52,4.91,0.0,3.7,0.52,13.65,11.52,16.35,64.5,3.48,0.22,0.43,6.04,2.43,3.61,1.3,1.09,0.04,268.04,5.04,3.87,2.13,0.7,79.96
Brendon Goddard,Essendon,22,10.86,11.41,22.27,6.23,0.14,0.09,1.68,0.0,1.59,0.32,5.09,17.18,18.64,83.7,2.59,0.5,0.14,1.41,0.32,1.09,2.68,1.68,0.36,265.45,4.68,3.18,4.82,0.05,83.82
Travis Boak,Port Adelaide,22,10.82,11.05,21.86,3.91,0.86,0.59,4.27,0.0,3.45,0.45,9.41,12.64,14.36,65.69,3.27,0.18,0.77,2.55,0.77,1.77,1.18,1.09,0.05,293.59,5.77,4.68,2.91,1.5,83.55
Shaun Grigg,Richmond,22,10.82,9.86,20.68,4.41,0.14,0.23,2.91,1.14,4.05,0.27,7.18,13.64,15.36,74.27,2.36,0.18,0.32,2.45,0.86,1.59,1.68,1.45,0.05,347.77,5.5,3.64,3.5,0.41,82.64
Jeremy McGovern,West Coast,24,10.79,4.04,14.83,7.04,0.25,0.08,1.29,0.0,1.25,0.12,7.79,7.29,11.75,79.23,2.17,2.79,0.12,0.25,0.0,0.25,3.79,5.79,0.12,230.46,2.79,2.54,8.58,0.04,83.04
Blake Acres,St Kilda,12,10.75,10.75,21.5,3.92,0.33,0.58,3.58,0.83,3.17,0.5,8.92,13.42,15.75,73.26,2.92,0.33,0.25,2.5,0.33,2.17,1.17,2.33,0.58,308.5,5.75,4.17,3.58,0.83,78.67
Robbie Tarrant,North Melbourne,21,10.71,5.48,16.19,6.19,0.05,0.05,1.67,0.0,1.71,0.24,3.95,12.14,12.57,77.64,2.62,0.48,0.1,0.1,0.0,0.1,3.9,5.1,0.0,289.81,3.1,3.19,5.62,0.0,92.14
Luke Brown,Adelaide,20,10.7,4.4,15.1,4.15,0.05,0.1,2.15,0.0,1.3,0.2,5.2,8.9,12.5,82.78,1.25,0.3,0.0,0.15,0.0,0.15,3.5,2.05,0.2,283.2,2.6,3.0,5.55,0.1,80.05
Caleb Daniel,Western Bulldogs,20,10.7,10.3,21.0,4.2,0.2,0.35,3.15,0.0,2.2,0.4,5.75,15.1,16.05,76.43,2.2,0.05,0.25,1.3,0.35,0.95,2.2,1.25,0.4,272.4,4.1,3.65,3.3,0.4,80.55
Toby Greene,GWS,9,10.67,5.11,15.78,4.67,1.78,1.11,0.89,0.0,4.22,0.67,5.78,9.44,9.33,59.13,2.67,0.78,2.33,0.44,0.11,0.33,0.11,0.89,0.89,295.67,6.22,3.78,1.0,0.11,76.22
Ryan Burton,Hawthorn,23,10.65,6.26,16.91,4.35,0.0,0.22,1.7,0.0,2.22,0.17,4.74,11.96,12.57,74.33,2.43,0.26,0.09,0.61,0.04,0.57,2.48,3.09,0.43,273.43,3.57,3.39,4.96,0.04,79.13
Toby McLean,Western Bulldogs,22,10.64,13.27,23.91,3.86,0.5,0.59,5.73,0.0,3.64,0.5,9.45,15.0,17.59,73.57,2.91,0.14,0.45,4.05,1.68,2.36,1.05,1.55,0.77,260.36,5.64,3.77,3.0,1.14,81.41
Adam Tomlinson,GWS,24,10.62,6.0,16.62,5.38,0.5,0.17,2.62,1.42,2.88,0.33,6.42,10.54,12.54,75.45,2.38,0.38,0.29,2.25,0.54,1.71,1.54,2.08,0.12,310.17,3.75,3.33,2.71,0.33,89.0
Mark Hutchings,West Coast,20,10.6,6.5,17.1,3.45,0.45,0.25,4.35,0.0,2.7,0.4,6.35,11.0,10.65,62.28,2.8,0.1,0.25,2.65,0.95,1.7,1.5,0.55,0.05,238.55,3.3,3.85,2.0,0.7,82.7
Allen Christensen,Brisbane,22,10.59,7.73,18.32,3.82,0.73,0.64,2.45,0.0,1.91,0.45,5.91,12.36,13.45,73.42,2.0,0.14,0.32,1.32,0.18,1.14,1.36,0.86,0.0,241.27,4.86,2.64,1.95,1.05,76.64
David MacKay,Adelaide,17,10.59,6.06,16.65,3.35,0.12,0.35,2.71,0.0,2.35,0.24,3.82,12.59,12.65,75.98,2.06,0.06,0.18,0.94,0.12,0.82,2.47,2.0,1.0,328.59,3.88,3.06,3.0,0.12,78.06
Jake Melksham,Melbourne,23,10.57,4.0,14.57,4.7,1.39,1.04,1.91,0.0,4.3,1.43,6.22,8.48,9.43,64.72,2.83,0.87,1.65,0.87,0.3,0.57,0.22,1.35,0.43,316.87,7.09,3.65,1.39,0.78,81.0
Nick Vlastuin,Richmond,21,10.57,6.05,16.62,6.48,0.24,0.14,2.67,0.0,1.67,0.14,6.14,10.71,13.0,78.22,2.86,0.71,0.14,0.24,0.0,0.24,4.14,4.1,0.19,297.57,3.86,3.29,8.14,0.19,86.76
Adam Kennedy,GWS,9,10.56,6.11,16.67,5.44,0.22,0.0,2.22,0.0,3.22,0.33,4.44,12.33,14.11,84.64,1.44,0.44,0.0,0.78,0.11,0.67,2.67,2.44,3.0,361.22,4.44,3.0,4.67,0.0,84.89
Paul Ahern,North Melbourne,11,10.55,10.64,21.18,2.09,0.27,0.27,2.36,0.0,3.82,0.64,9.55,12.0,13.73,64.83,3.27,0.0,0.36,3.18,1.82,1.36,1.64,0.55,0.27,348.09,5.09,4.0,2.36,0.27,67.91
Jack Riewoldt,Richmond,24,10.5,3.67,14.17,6.17,2.92,1.5,2.5,0.62,3.21,0.79,6.75,7.21,8.33,58.79,2.88,2.0,3.92,0.42,0.0,0.42,0.04,2.46,0.04,297.12,7.71,3.96,1.33,1.46,93.12
Jesse Hogan,Melbourne,20,10.5,7.75,18.25,6.25,2.35,1.15,2.05,0.45,2.8,0.7,8.1,10.7,12.2,66.85,2.7,1.2,2.35,0.55,0.15,0.4,0.3,1.6,0.0,245.7,7.55,3.0,1.55,0.7,88.05
Kyle Langford,Essendon,16,10.5,7.44,17.94,4.0,0.56,0.5,4.88,0.06,3.38,0.44,7.31,10.25,12.5,69.68,1.75,0.44,0.75,2.25,0.69,1.56,0.88,1.12,0.0,259.56,4.81,3.25,2.44,0.81,75.94
Rory Sloane,Adelaide,12,10.5,11.42,21.92,2.75,0.42,0.42,6.25,0.0,3.67,0.5,13.0,9.42,14.75,67.29,2.33,0.25,0.17,5.83,1.92,3.92,0.92,2.58,0.08,281.75,5.17,4.75,3.5,0.75,80.08
Kyle Cheney,Adelaide,8,10.5,3.5,14.0,5.5,0.0,0.0,0.5,0.0,1.38,0.12,4.25,9.38,11.62,83.0,1.62,0.88,0.0,0.25,0.0,0.25,2.5,2.88,0.12,219.62,1.5,2.38,4.62,0.0,82.0
Clayton Oliver,Melbourne,25,10.48,18.88,29.36,3.48,0.48,0.44,6.64,0.0,4.44,0.72,16.2,13.48,20.96,71.39,3.96,0.24,0.48,6.56,2.68,3.88,1.56,1.28,0.28,362.52,7.36,4.24,3.96,1.16,83.0
Mitch Robinson,Brisbane,19,10.47,10.58,21.05,4.11,0.58,0.37,5.42,0.0,3.95,0.42,9.58,11.47,15.26,72.49,2.95,0.74,0.53,3.95,1.32,2.63,1.37,1.74,0.16,319.32,5.11,3.79,2.68,0.89,78.79
Joe Daniher,Essendon,7,10.43,3.43,13.86,5.57,1.14,1.29,1.29,1.29,4.29,0.57,7.0,6.71,7.0,50.51,5.0,1.57,2.29,1.29,0.14,1.14,0.29,1.43,0.14,298.43,5.29,5.57,0.43,0.57,96.57
Sam Lloyd,Richmond,7,10.43,7.0,17.43,3.0,0.71,0.14,2.71,0.0,3.0,0.57,7.71,9.86,12.29,70.51,2.43,0.14,0.14,1.43,0.14,1.29,1.71,1.71,0.29,295.86,3.86,3.29,3.0,0.14,73.0
Jake Lever,Melbourne,11,10.36,4.09,14.45,4.91,0.0,0.0,1.64,0.0,1.73,0.0,5.82,9.09,10.73,74.26,2.55,1.0,0.09,0.0,0.0,0.0,3.36,5.27,0.18,315.91,2.18,3.64,7.91,0.0,85.45
Mitch McGovern,Adelaide,12,10.33,2.58,12.92,6.5,1.25,1.08,1.83,0.0,2.67,0.42,4.67,8.25,9.08,70.28,1.92,1.25,1.17,0.17,0.08,0.08,1.08,2.25,0.08,276.08,4.92,2.25,2.83,0.92,83.75
Charlie Curnow,Carlton,20,10.3,3.55,13.85,6.15,1.7,1.0,2.1,0.1,3.3,0.2,7.0,7.05,8.3,59.93,3.1,1.85,1.95,0.15,0.0,0.15,0.35,1.75,0.25,295.5,5.05,4.6,0.95,0.65,89.05
James Harmes,Melbourne,25,10.28,11.04,21.32,3.48,0.6,0.52,5.24,0.2,3.52,0.48,9.28,12.44,14.92,69.98,3.0,0.36,0.44,2.84,1.0,1.84,1.36,1.24,0.56,316.76,5.24,3.44,2.64,0.88,79.44
Bayley Fritsch,Melbourne,23,10.26,6.0,16.26,5.26,0.74,0.52,2.57,0.0,2.65,0.43,5.83,10.61,12.52,77.0,1.91,0.83,0.7,0.83,0.13,0.7,1.74,1.78,0.3,295.09,4.7,2.7,3.61,0.52,78.52
Reece Conca,Richmond,18,10.22,8.33,18.56,2.39,0.11,0.22,5.11,0.0,2.83,0.28,7.22,10.67,12.61,67.94,3.22,0.11,0.28,2.11,0.78,1.33,1.44,1.28,0.17,273.67,4.78,4.56,3.72,0.67,72.0
Zak Jones,Sydney,19,10.21,9.26,19.47,4.0,0.32,0.16,1.84,0.0,2.26,0.16,5.16,14.84,15.47,79.46,2.58,0.16,0.21,1.0,0.32,0.68,3.0,2.58,0.84,333.74,3.53,3.89,3.84,0.11,81.63
Taylin Duman,Fremantle,10,10.2,5.5,15.7,4.8,0.0,0.0,2.6,0.0,0.6,0.0,5.0,11.3,11.8,75.16,2.4,0.2,0.0,0.5,0.0,0.5,3.6,2.6,0.0,196.3,1.8,2.8,5.0,0.0,83.5
Jacob Hopper,GWS,21,10.19,10.81,21.0,2.62,0.48,0.67,4.67,0.0,2.57,0.19,9.71,11.81,13.43,63.95,3.24,0.14,0.33,4.05,1.1,2.95,0.86,1.1,0.05,265.67,5.24,3.9,1.86,0.48,78.0
Steven Motlop,Port Adelaide,21,10.19,7.43,17.62,2.81,0.52,0.29,3.14,0.0,3.86,0.57,4.62,13.0,13.0,73.78,2.67,0.0,0.38,1.38,0.19,1.19,1.19,0.81,1.81,331.14,4.9,3.38,1.48,0.62,79.33
Tom Barrass,West Coast,19,10.16,2.58,12.74,6.53,0.0,0.0,0.79,0.32,0.58,0.0,5.05,7.53,10.74,84.3,1.05,1.58,0.05,0.11,0.0,0.11,3.21,7.26,0.0,167.21,2.05,1.89,6.74,0.0,88.74
Josh Dunkley,Western Bulldogs,19,10.16,11.74,21.89,4.89,0.58,0.79,5.95,0.42,2.63,0.42,8.11,13.74,15.47,70.67,1.79,0.53,0.84,2.63,1.11,1.53,0.74,2.16,0.21,193.37,5.21,3.21,2.37,1.42,81.47
Andrew McGrath,Essendon,20,10.15,9.75,19.9,3.85,0.25,0.05,2.4,0.0,1.2,0.25,6.4,13.25,15.0,75.38,2.4,0.1,0.1,1.3,0.25,1.05,2.2,1.05,1.05,242.25,3.25,3.55,3.15,0.15,83.3
David Armitage,St Kilda,15,10.13,9.8,19.93,4.67,0.53,0.73,2.87,0.0,2.8,0.47,6.73,13.93,14.47,72.6,2.93,0.27,0.6,1.93,0.87,1.07,1.6,1.2,0.13,277.07,6.13,3.4,2.73,0.33,77.0
Bernie Vince,Melbourne,17,10.12,5.94,16.06,2.53,0.06,0.06,2.47,0.0,1.47,0.12,5.12,10.06,11.65,72.54,2.24,0.12,0.0,1.0,0.12,0.88,2.47,2.29,0.12,236.88,3.18,3.59,4.29,0.12,82.88
Tom Hawkins,Geelong,21,10.1,5.38,15.48,7.29,2.86,1.38,1.9,1.95,1.95,1.14,7.9,7.48,10.0,64.6,2.95,2.24,3.71,0.48,0.0,0.48,0.1,1.48,0.05,246.67,8.52,3.29,0.9,1.43,91.81
Brad Ebert,Port Adelaide,22,10.09,10.32,20.41,4.95,0.27,0.23,6.09,0.09,3.18,0.77,8.68,12.36,14.36,70.36,3.45,0.68,0.14,2.5,0.77,1.73,1.0,2.14,0.0,236.91,4.36,3.91,4.0,0.68,79.41
Aliir Aliir,Sydney,12,10.08,6.17,16.25,7.58,0.08,0.08,1.08,0.5,1.0,0.08,6.17,10.75,13.0,80.0,2.25,1.5,0.0,0.25,0.08,0.17,4.08,4.0,0.08,227.42,2.67,2.58,8.17,0.0,87.92
Dane Rampe,Sydney,23,10.04,6.74,16.78,5.35,0.0,0.04,2.39,0.0,0.91,0.0,4.52,11.7,13.43,80.04,3.35,0.26,0.0,0.13,0.04,0.09,4.87,6.39,0.17,298.52,1.48,3.3,6.04,0.0,95.0
Mark Lecras,West Coast,23,10.0,4.39,14.39,3.87,1.39,0.91,3.04,0.0,2.61,0.65,5.43,8.43,8.87,61.64,2.57,0.22,1.13,1.48,0.26,1.22,0.48,1.0,0.13,262.57,6.0,2.96,1.48,0.83,88.0
Jade Gresham,St Kilda,22,10.0,7.59,17.59,3.27,1.59,0.91,2.5,0.0,3.68,0.91,6.95,10.77,12.05,68.5,2.64,0.32,0.95,2.41,1.18,1.23,0.64,0.36,1.0,312.36,6.27,3.77,1.23,0.77,84.91
Zac Fisher,Carlton,17,10.0,9.18,19.18,1.71,0.47,0.35,3.47,0.0,2.88,0.53,7.82,11.76,12.71,66.27,2.76,0.0,0.24,3.29,1.41,1.88,1.0,0.59,0.59,266.59,3.71,3.71,1.94,0.41,75.82
Matthew Scharenberg,Collingwood,17,10.0,9.71,19.71,6.24,0.0,0.0,1.71,0.0,1.24,0.06,5.35,13.94,16.88,85.64,2.18,0.94,0.0,0.06,0.0,0.06,3.0,5.06,0.0,220.76,2.29,2.71,7.06,0.0,88.53
James Aish,Collingwood,13,10.0,7.08,17.08,3.62,0.31,0.23,2.92,0.0,2.85,0.38,6.08,10.69,11.77,68.91,2.38,0.31,0.31,1.08,0.08,1.0,1.62,1.62,0.0,264.62,3.54,3.54,4.38,0.38,80.46
Shane Kersten,Fremantle,9,10.0,4.56,14.56,6.22,0.22,0.22,1.11,0.0,2.0,0.0,4.67,10.0,10.78,74.04,2.22,0.33,0.0,0.11,0.11,0.0,2.78,4.44,0.0,251.44,2.56,3.33,5.22,0.0,85.89
Lachlan Henderson,Geelong,7,10.0,5.29,15.29,4.43,0.0,0.0,2.43,0.0,1.29,0.29,5.0,9.71,12.29,80.38,1.57,0.86,0.0,0.14,0.0,0.14,4.29,7.29,0.0,285.14,4.14,3.0,7.14,0.0,92.57
