Name,Team,Games Played,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Inside 50s,Goal Assists,Contested Possessions,Uncontested Possessions,Effective Disposals,Disposal Efficiency,Clangers,Contested Marks,Marks Inside 50,Clearances,Centre Clearances,Stoppage Clearances,Rebound 50s,One Percenters,Bounces,Metres Gained,Score Involvements,Turnovers,Intercepts,Tackles Inside 50,Time On Ground
Brayden Maynard,Collingwood,19,13.47,5.0,18.47,4.21,0.0,0.05,2.47,0.0,2.05,0.16,5.79,11.0,14.32,77.53,2.58,0.58,0.0,0.58,0.0,0.58,3.79,2.89,0.0,381.74,2.47,3.58,6.26,0.0,86.0
Jarryd Lyons,Brisbane,19,13.42,8.21,21.63,3.37,0.21,0.53,4.05,0.0,3.95,0.53,10.53,9.89,13.68,63.25,2.26,0.21,0.21,5.21,1.53,3.68,0.89,1.16,0.0,318.05,5.63,3.63,3.37,0.84,83.53
Patrick Dangerfield,Geelong,21,13.33,7.43,20.76,3.71,0.81,0.81,2.62,0.0,5.0,1.1,11.0,9.67,13.0,62.62,3.24,0.95,0.86,4.48,2.1,2.38,1.19,1.43,0.38,414.43,5.9,3.76,2.86,0.62,85.1
James Sicily,Hawthorn,11,13.27,4.55,17.82,5.64,0.18,0.09,0.82,0.0,1.82,0.09,5.64,10.55,14.36,80.58,2.36,1.45,0.18,0.27,0.0,0.27,5.36,4.27,0.18,395.55,1.45,4.91,7.27,0.0,91.82
Lachie Whitfield,GWS,17,13.18,9.76,22.94,6.53,0.06,0.12,2.12,0.0,2.29,0.41,5.35,16.47,17.35,75.63,2.88,0.29,0.18,1.53,0.12,1.41,3.94,1.41,0.12,370.06,3.71,4.12,4.06,0.12,86.0
Lachie Neale,Brisbane,19,13.11,13.79,26.89,4.21,0.74,0.68,3.11,0.0,4.26,0.11,12.47,14.05,19.37,72.03,2.74,0.21,0.42,5.47,2.26,3.21,1.47,0.84,0.21,371.11,5.79,4.05,4.11,0.42,92.26
Mitchell Duncan,Geelong,20,13.1,7.25,20.35,6.15,0.65,0.4,3.4,0.0,2.8,0.8,5.3,14.8,14.6,71.74,2.75,0.25,0.6,1.95,0.65,1.3,2.0,0.9,0.6,328.0,5.65,2.8,2.4,0.5,78.5
Dayne Zorko,Brisbane,17,13.06,3.76,16.82,3.82,0.53,0.88,4.41,0.0,3.53,0.41,6.24,9.76,10.76,63.97,2.82,0.06,0.53,3.24,1.06,2.18,2.18,1.53,0.18,337.59,5.18,3.18,2.12,1.18,80.29
Jack Lukosius,Gold Coast,17,12.88,3.47,16.35,3.65,0.18,0.18,1.59,0.0,2.12,0.12,4.12,8.76,11.47,70.15,2.94,0.53,0.06,0.41,0.12,0.29,4.94,1.82,0.24,461.88,2.59,4.65,4.65,0.06,82.76
Taylor Adams,Collingwood,19,12.84,9.79,22.63,3.32,0.47,0.11,5.42,0.0,3.32,0.26,10.74,12.11,14.47,63.94,3.37,0.21,0.21,5.21,2.32,2.89,1.0,1.37,0.16,331.21,4.68,4.0,2.32,0.63,79.74
Ed Langdon,Melbourne,17,12.71,7.35,20.06,5.18,0.12,0.47,1.29,0.0,3.12,0.12,5.53,14.41,14.94,74.48,2.29,0.24,0.24,1.41,0.18,1.24,2.06,0.82,0.47,362.0,3.24,4.12,3.0,0.24,91.41
Brodie Smith,Adelaide,16,12.69,4.5,17.19,3.62,0.31,0.38,2.38,0.0,3.0,0.19,4.25,11.06,11.94,69.46,2.5,0.12,0.12,1.0,0.12,0.88,3.75,1.38,0.19,454.75,3.06,4.94,3.12,0.12,79.44
Joshua Kelly,GWS,14,12.64,9.43,22.07,3.0,0.36,0.57,4.21,0.0,3.86,0.57,8.93,13.07,15.36,69.6,1.86,0.07,0.36,3.86,0.93,2.93,1.93,0.86,0.21,352.36,4.5,4.29,2.36,0.36,85.5
Dustin Martin,Richmond,20,12.55,8.1,20.65,2.6,1.1,0.55,2.3,0.05,5.4,0.65,10.15,9.85,13.15,63.68,4.1,0.8,0.65,3.7,2.0,1.7,0.1,1.7,0.7,365.75,5.8,4.65,1.6,0.6,89.2
Dylan Shiel,Essendon,15,12.53,10.6,23.13,2.53,0.27,0.4,3.47,0.0,3.87,0.53,9.6,12.6,15.53,67.14,2.67,0.0,0.13,4.93,2.53,2.4,1.33,1.27,0.67,321.13,4.27,4.0,2.93,0.27,79.8
Caleb Daniel,Western Bulldogs,18,12.5,7.67,20.17,3.28,0.17,0.11,2.33,0.0,1.61,0.11,6.11,11.28,16.56,82.1,1.67,0.0,0.0,1.11,0.17,0.94,3.83,2.22,0.39,326.0,3.61,2.67,5.17,0.0,84.33
Christian Salem,Melbourne,16,12.5,6.31,18.81,4.0,0.12,0.0,2.56,0.0,2.0,0.19,4.38,12.75,13.62,72.41,2.5,0.31,0.06,0.56,0.12,0.44,3.69,1.25,0.25,299.12,3.0,3.62,3.75,0.12,86.38
Edward Curnow,Carlton,17,12.47,6.35,18.82,2.47,0.24,0.18,5.18,0.0,3.76,0.35,9.0,9.18,10.94,58.13,3.0,0.18,0.06,4.18,1.76,2.41,1.59,1.41,0.06,307.06,3.71,4.53,2.71,0.53,87.59
Jared Polec,North Melbourne,13,12.46,6.77,19.23,3.23,0.23,0.23,2.62,0.0,2.92,0.46,7.08,12.31,12.46,64.79,2.92,0.15,0.23,2.54,0.77,1.77,2.0,0.54,0.31,293.08,3.85,3.46,2.69,0.31,87.54
Steele Sidebottom,Collingwood,9,12.44,11.22,23.67,3.67,0.56,0.33,4.22,0.0,3.0,0.67,7.89,15.0,15.56,65.74,2.56,0.11,0.11,2.67,0.33,2.33,1.44,2.44,0.0,238.0,4.11,3.22,2.89,0.56,87.78
Sam Menegola,Geelong,21,12.43,8.76,21.19,5.62,0.76,0.24,1.52,0.0,3.1,0.57,7.14,14.29,14.9,70.32,2.57,0.38,0.62,2.52,0.67,1.86,1.9,1.19,0.05,345.71,4.95,4.43,3.57,0.19,84.05
Liam Duggan,West Coast,17,12.41,4.12,16.53,5.76,0.0,0.12,1.82,0.0,1.94,0.12,4.06,12.47,12.71,76.89,1.76,0.06,0.0,0.82,0.24,0.59,2.82,2.65,0.18,298.53,2.24,3.47,4.35,0.0,86.88
Dan Houston,Port Adelaide,17,12.41,4.82,17.24,4.18,0.06,0.18,2.88,0.0,2.59,0.18,5.94,9.82,12.76,74.01,2.24,0.47,0.12,1.29,0.24,1.06,3.29,1.94,0.0,339.0,2.53,4.29,5.41,0.24,83.0
Jordan Ridley,Essendon,17,12.41,5.47,17.88,6.47,0.0,0.12,1.18,0.0,0.94,0.24,3.88,12.06,15.65,87.53,1.47,1.06,0.0,0.41,0.0,0.41,4.18,5.06,0.12,278.65,2.35,1.88,5.24,0.06,90.88
Zachary Williams,GWS,11,12.36,4.55,16.91,3.45,0.18,0.18,2.27,0.0,1.55,0.09,5.0,11.09,11.73,69.37,2.09,0.27,0.09,1.09,0.36,0.73,2.45,1.45,0.45,292.73,2.73,3.45,4.36,0.27,74.91
Steven May,Melbourne,17,12.35,3.65,16.0,4.47,0.06,0.0,0.82,0.0,0.65,0.06,3.59,7.24,12.76,79.75,1.35,0.71,0.06,0.0,0.0,0.0,5.29,6.65,0.06,350.47,1.53,3.0,5.24,0.06,94.59
Zach Tuohy,Geelong,19,12.32,4.32,16.63,3.89,0.42,0.42,0.89,0.0,2.63,0.16,4.53,10.74,11.05,66.45,2.16,0.16,0.26,1.21,0.21,1.0,2.79,1.05,0.05,348.05,3.47,4.05,3.21,0.05,83.53
Luke McDonald,North Melbourne,17,12.29,7.94,20.24,4.0,0.0,0.0,2.59,0.0,1.65,0.0,5.18,11.88,15.94,78.75,2.59,0.41,0.06,0.71,0.12,0.59,5.0,2.35,0.0,328.35,2.59,3.47,5.82,0.06,90.94
Stephen Coniglio,GWS,16,12.25,8.81,21.06,2.75,0.31,0.5,3.88,0.0,2.38,0.44,8.56,12.25,13.56,64.39,3.19,0.06,0.38,4.31,1.69,2.62,1.12,0.69,0.31,278.69,4.31,3.0,1.56,0.88,87.38
Nick Haynes,GWS,17,12.24,3.76,16.0,7.12,0.0,0.0,1.35,0.0,1.06,0.12,4.53,11.71,11.94,74.63,2.0,0.88,0.12,0.47,0.06,0.41,4.18,4.88,0.35,305.41,2.0,3.24,6.82,0.0,88.94
Adam Treloar,Collingwood,10,12.2,14.7,26.9,1.9,0.1,0.4,3.0,0.0,4.0,0.3,12.9,13.8,16.2,60.22,3.8,0.0,0.1,5.3,1.4,3.9,1.6,0.7,0.1,342.9,4.2,4.9,1.9,0.3,75.6
Brandon Ellis,Gold Coast,16,12.12,6.19,18.31,4.25,0.31,0.19,2.62,0.0,2.75,0.12,5.12,12.25,13.31,72.69,2.94,0.19,0.06,1.38,0.31,1.06,1.81,1.0,0.56,314.81,3.06,3.69,4.12,0.06,86.38
Shannon Hurn,West Coast,17,12.06,3.88,15.94,5.12,0.0,0.0,1.53,0.0,0.76,0.06,3.65,8.12,14.0,87.83,1.24,0.47,0.0,0.12,0.0,0.12,4.59,2.65,0.29,286.47,1.65,1.94,5.65,0.0,81.0
Tim Taranto,GWS,11,12.0,7.27,19.27,2.73,0.36,0.27,4.09,0.0,3.18,0.27,8.45,10.09,11.45,59.42,3.45,0.18,0.27,4.0,1.45,2.55,1.27,0.64,0.0,306.55,4.27,3.82,2.0,0.55,83.73
Tom Rockliff,Port Adelaide,16,11.94,10.88,22.81,2.25,0.25,0.19,6.25,0.0,2.5,0.06,9.19,12.88,15.31,67.12,2.69,0.0,0.06,4.12,1.88,2.25,1.19,1.19,0.0,248.94,3.62,3.25,2.88,1.0,78.94
Adam Saad,Essendon,17,11.88,7.0,18.88,2.88,0.12,0.06,2.0,0.0,2.94,0.18,5.0,12.29,15.24,80.72,1.94,0.12,0.0,0.65,0.24,0.41,4.47,3.65,0.71,404.82,3.24,3.53,5.41,0.12,83.24
Christian Petracca,Melbourne,17,11.82,11.71,23.53,3.41,0.88,0.82,3.24,0.0,4.06,0.76,12.71,11.71,15.47,65.75,3.53,0.41,0.88,3.88,1.53,2.35,1.18,0.76,0.12,372.06,6.35,4.94,3.35,0.82,89.94
Kade Simpson,Carlton,17,11.82,3.71,15.53,3.88,0.06,0.0,1.12,0.0,1.24,0.06,4.12,9.06,12.06,77.66,2.0,0.12,0.0,0.65,0.24,0.41,3.65,1.71,0.35,292.82,2.0,3.24,4.71,0.0,82.47
Jed Anderson,North Melbourne,15,11.8,9.2,21.0,2.73,0.2,0.27,5.0,0.0,3.53,0.67,9.73,10.8,14.2,67.62,3.13,0.13,0.2,4.27,1.47,2.8,1.27,1.13,0.0,279.93,4.33,3.47,2.13,0.73,70.27
Marcus Bontempelli,Western Bulldogs,18,11.72,9.17,20.89,3.28,0.61,0.39,4.83,0.06,4.33,0.61,9.78,11.83,13.89,66.49,3.61,0.67,0.61,5.22,2.56,2.67,1.28,3.06,0.0,347.67,5.0,4.11,1.89,0.78,86.22
Scott Pendlebury,Collingwood,15,11.67,11.93,23.6,2.53,0.07,0.13,3.0,0.07,4.13,0.67,9.6,14.13,16.2,68.64,2.67,0.0,0.0,4.27,1.6,2.67,0.87,2.6,0.07,339.33,4.73,4.07,3.53,0.47,83.53
Jaeger O'Meara,Hawthorn,12,11.67,9.17,20.83,2.92,0.33,0.33,4.17,0.0,3.67,0.33,9.0,12.42,13.25,63.61,4.33,0.08,0.33,4.67,2.17,2.5,1.0,1.17,0.08,314.0,2.5,4.75,2.17,0.5,84.42
Jack Crisp,Collingwood,19,11.58,7.53,19.11,4.79,0.11,0.11,3.05,0.0,2.89,0.32,5.42,14.0,14.37,75.2,2.47,0.37,0.0,1.16,0.16,1.0,2.53,2.68,0.37,341.74,2.95,2.89,4.95,0.11,87.16
Tim Kelly,West Coast,18,11.56,8.44,20.0,2.56,0.28,0.22,4.17,0.0,4.06,1.0,8.78,11.56,12.67,63.35,3.44,0.06,0.11,4.11,1.5,2.61,1.89,0.61,0.11,364.0,4.11,4.83,1.72,0.56,83.83
Hugh McCluggage,Brisbane,19,11.53,7.16,18.68,3.68,0.42,1.11,2.74,0.0,3.32,0.74,7.84,11.37,12.16,65.1,1.79,0.05,0.47,2.21,0.47,1.74,1.79,1.21,0.0,304.47,5.21,3.68,2.79,0.16,84.68
Jack Bowes,Gold Coast,17,11.47,5.59,17.06,4.06,0.06,0.0,1.76,0.0,1.47,0.18,5.71,9.59,12.12,71.04,2.65,0.35,0.12,1.0,0.06,0.94,3.59,1.82,0.06,302.18,2.41,3.82,6.12,0.06,82.65
Clayton Oliver,Melbourne,17,11.47,13.53,25.0,3.35,0.18,0.06,5.41,0.0,3.76,0.53,13.35,11.94,17.71,70.84,4.06,0.18,0.06,6.47,2.41,4.06,1.59,0.76,0.06,311.41,3.76,4.53,3.29,0.71,83.47
Jackson Macrae,Western Bulldogs,18,11.44,14.94,26.39,2.78,0.17,0.17,3.89,0.39,4.22,0.28,10.28,16.56,18.78,71.16,2.56,0.17,0.0,4.06,1.78,2.28,1.72,1.33,0.22,321.89,5.17,4.22,2.72,0.44,85.06
Jordan Dawson,Sydney,16,11.44,4.81,16.25,3.75,0.38,0.44,2.38,0.0,2.19,0.62,4.56,10.44,11.25,69.23,2.12,0.88,0.25,0.88,0.06,0.81,2.94,2.75,0.06,326.5,3.25,2.81,3.94,0.31,84.0
Travis Boak,Port Adelaide,19,11.42,11.53,22.95,2.68,0.42,0.42,3.79,0.0,4.16,0.63,10.0,13.05,15.63,68.1,2.11,0.11,0.32,5.0,1.89,3.11,0.79,0.84,0.05,326.0,5.11,3.53,1.63,0.37,77.47
Sam Walsh,Carlton,17,11.35,9.18,20.53,4.29,0.47,0.24,2.76,0.0,3.88,0.29,8.41,12.53,13.35,65.03,3.06,0.12,0.06,2.65,0.47,2.18,1.53,0.76,0.24,320.88,4.0,4.76,3.65,0.35,84.47
Brad Crouch,Adelaide,12,11.33,10.67,22.0,1.67,0.17,0.08,3.75,0.0,3.0,0.17,10.25,11.25,13.92,63.27,4.08,0.0,0.08,5.0,1.5,3.5,1.25,0.42,0.0,263.33,3.17,4.83,2.17,0.58,74.42
Bailey Williams,Western Bulldogs,18,11.22,5.33,16.56,4.56,0.17,0.11,1.33,0.0,2.28,0.17,4.22,10.94,13.17,79.53,1.89,0.39,0.06,0.44,0.17,0.28,4.94,2.28,0.39,392.61,3.06,3.17,4.67,0.0,84.22
Luke Parker,Sydney,17,11.18,11.0,22.18,3.18,0.35,0.29,4.94,0.0,3.06,0.35,11.29,10.24,13.82,62.31,3.88,0.24,0.41,4.88,2.41,2.47,1.35,1.82,0.0,278.88,4.29,4.29,2.82,0.53,86.29
James Worpel,Hawthorn,15,11.13,8.0,19.13,2.6,0.13,0.47,5.4,0.0,2.73,0.2,8.33,10.27,12.0,62.73,3.2,0.0,0.27,3.13,1.53,1.6,0.6,1.07,0.0,276.6,3.33,3.73,2.8,0.8,81.07
Robbie Tarrant,North Melbourne,16,11.12,4.5,15.62,4.25,0.0,0.0,1.31,0.0,0.94,0.0,3.81,8.56,13.25,84.83,2.06,0.44,0.0,0.12,0.0,0.12,5.69,5.06,0.0,327.0,1.38,3.12,5.25,0.0,91.31
Tom Lynch,Adelaide,13,11.08,6.0,17.08,4.08,0.46,0.38,1.0,0.0,2.23,0.38,5.0,11.54,12.15,71.14,2.38,0.15,0.38,1.0,0.23,0.77,1.31,0.69,0.08,303.38,3.77,3.92,2.23,0.23,81.08
Luke Shuey,West Coast,13,11.08,7.85,18.92,2.54,0.08,0.08,3.46,0.0,3.62,0.46,8.69,10.54,12.38,65.43,2.92,0.0,0.0,4.85,2.31,2.54,2.0,2.15,0.77,307.31,3.77,4.08,2.77,0.15,69.46
Michael Hurley,Essendon,14,11.0,4.71,15.71,6.14,0.0,0.0,0.36,0.0,0.5,0.07,3.36,10.5,13.14,83.64,2.36,0.57,0.0,0.29,0.0,0.29,4.57,4.36,0.0,275.5,1.14,3.21,4.93,0.07,92.86
Shaun Higgins,North Melbourne,17,10.94,10.41,21.35,3.71,0.24,0.06,2.94,0.0,2.71,0.24,5.59,15.29,16.12,75.5,2.65,0.06,0.12,1.94,0.47,1.47,2.35,0.88,0.24,366.94,3.18,4.0,2.29,0.65,84.71
Rory Laird,Adelaide,17,10.94,11.94,22.88,2.71,0.18,0.06,4.06,0.0,2.76,0.24,8.82,14.59,16.94,74.04,3.24,0.06,0.06,3.06,0.94,2.12,3.18,1.06,0.06,289.24,3.18,4.71,4.12,0.59,80.94
Callum Mills,Sydney,15,10.93,7.13,18.07,5.13,0.0,0.07,3.27,0.0,1.4,0.0,6.2,10.87,14.8,81.9,2.53,0.27,0.0,1.13,0.33,0.8,3.07,3.67,0.13,309.87,2.07,3.0,6.73,0.2,89.33
Jack Billings,St Kilda,19,10.84,7.74,18.58,4.11,0.58,0.32,2.47,0.0,2.58,0.32,6.16,12.47,12.63,67.98,2.11,0.16,0.32,1.84,0.32,1.53,1.42,1.32,0.0,282.37,3.74,3.74,2.11,0.47,86.05
Bradley Sheppard,West Coast,18,10.78,5.11,15.89,6.22,0.11,0.0,1.89,0.0,0.67,0.11,3.5,11.78,13.17,82.88,1.28,0.06,0.0,0.28,0.11,0.17,3.44,4.11,0.11,214.78,1.72,2.67,4.06,0.06,94.94
Riley Bonner,Port Adelaide,9,10.78,2.78,13.56,3.67,0.0,0.0,0.78,0.0,1.44,0.0,3.0,10.0,10.33,76.18,2.78,0.22,0.0,0.67,0.11,0.56,2.78,2.22,0.0,291.44,1.89,3.11,3.44,0.0,79.11
Cameron Guthrie,Geelong,21,10.76,10.57,21.33,4.52,0.33,0.1,4.1,0.0,2.43,0.33,7.95,12.71,15.86,74.36,2.62,0.19,0.29,3.86,1.19,2.67,1.62,0.86,0.24,180.14,4.24,2.71,1.43,1.1,73.57
Josh P. Kennedy,Sydney,12,10.75,9.92,20.67,2.83,0.25,0.25,5.08,0.0,2.58,0.17,9.08,10.5,13.33,64.49,3.17,0.17,0.25,4.75,2.17,2.58,1.25,0.58,0.08,240.92,3.67,3.83,2.17,0.67,73.25
Darcy Byrne-Jones,Port Adelaide,19,10.74,6.16,16.89,3.37,0.0,0.11,1.79,0.0,1.84,0.16,6.63,10.32,11.79,69.8,2.42,0.16,0.11,2.37,0.58,1.79,2.05,1.89,0.37,261.42,2.63,3.53,5.21,0.0,83.63
Jack Steele,St Kilda,19,10.74,11.21,21.95,3.74,0.58,0.11,5.37,0.0,3.26,0.58,11.0,10.95,15.58,70.98,2.58,0.42,0.47,4.95,1.95,3.0,1.32,1.42,0.11,269.84,4.95,3.53,2.68,0.63,85.47
Blake Acres,Fremantle,7,10.71,8.43,19.14,5.71,0.0,0.0,2.71,0.0,2.57,0.14,4.86,14.14,14.43,75.39,3.14,0.0,0.14,1.71,0.29,1.43,1.86,0.57,0.14,312.71,2.57,4.0,2.29,0.43,83.0
Elliot Yeo,West Coast,10,10.7,8.5,19.2,2.2,0.0,0.1,5.6,0.0,3.3,0.2,10.9,8.0,11.9,61.98,4.8,0.3,0.0,6.0,2.4,3.6,0.4,1.5,0.1,281.5,3.9,3.3,1.6,1.3,80.4
Andrew McGrath,Essendon,14,10.64,11.5,22.14,1.57,0.0,0.07,4.79,0.0,2.5,0.21,9.07,12.64,15.07,68.07,3.43,0.0,0.0,4.86,2.07,2.79,2.0,1.14,0.43,238.79,3.07,4.43,3.86,0.21,79.71
Harry Perryman,GWS,16,10.62,7.75,18.38,3.81,0.69,0.12,2.0,0.0,2.69,0.12,6.75,12.0,12.5,68.01,2.38,0.38,0.31,1.25,0.25,1.0,2.31,1.69,0.0,291.81,2.75,3.69,4.44,0.44,82.25
Oliver Florent,Sydney,17,10.59,5.82,16.41,2.35,0.24,0.24,2.53,0.0,4.24,0.24,6.47,10.12,9.65,58.81,2.65,0.12,0.18,2.82,1.0,1.82,1.12,1.12,0.47,319.24,3.18,4.0,2.12,0.24,81.59
Bradley Hill,St Kilda,19,10.58,4.84,15.42,3.32,0.11,0.16,1.47,0.0,2.53,0.21,2.37,12.21,10.89,70.62,2.58,0.0,0.21,0.74,0.16,0.58,1.84,0.63,1.11,296.21,3.37,2.95,1.47,0.0,84.32
Bailey Smith,Western Bulldogs,18,10.56,10.67,21.22,1.67,0.33,0.5,2.5,0.0,3.56,0.28,7.33,14.06,14.5,68.33,2.11,0.06,0.11,3.33,1.17,2.17,1.17,0.44,0.39,300.44,4.33,3.22,2.22,0.17,77.39
Karl Amon,Port Adelaide,19,10.47,5.63,16.11,3.05,0.26,0.42,2.89,0.0,2.63,0.32,4.47,11.84,11.0,68.28,2.53,0.16,0.26,1.47,0.16,1.32,1.84,1.11,0.21,330.0,3.63,3.11,2.26,0.21,84.95
Marc Murphy,Carlton,17,10.47,7.94,18.41,3.71,0.24,0.41,2.18,0.0,3.0,0.41,6.29,11.71,12.59,68.39,2.65,0.0,0.41,2.41,0.59,1.82,0.82,0.65,0.24,268.88,4.29,3.12,2.18,0.41,81.59
Hunter Clark,St Kilda,18,10.44,6.78,17.22,3.56,0.06,0.06,2.56,0.0,1.56,0.11,6.22,11.06,12.5,72.59,3.0,0.11,0.06,1.78,0.56,1.22,2.28,1.11,0.0,226.78,2.5,3.72,4.06,0.11,81.72
Touk Miller,Gold Coast,17,10.41,9.59,20.0,2.94,0.18,0.24,5.18,0.0,2.35,0.41,9.29,11.65,14.06,70.3,2.76,0.06,0.12,3.88,1.18,2.71,1.71,1.65,0.0,258.0,3.88,2.88,2.41,0.82,82.41
Oliver Wines,Port Adelaide,17,10.41,11.41,21.82,1.76,0.47,0.29,3.76,0.0,3.82,0.35,10.65,10.94,15.06,69.02,2.35,0.0,0.18,4.82,1.76,3.06,0.94,1.12,0.0,297.82,4.29,4.06,3.12,0.53,71.94
Jack Viney,Melbourne,16,10.38,9.5,19.88,2.5,0.31,0.25,4.19,0.0,4.25,0.62,10.94,9.5,12.94,65.09,3.44,0.25,0.12,5.12,2.31,2.81,0.81,1.38,0.0,315.44,3.62,5.0,2.56,0.56,80.19
Michael Walters,Fremantle,14,10.36,7.29,17.64,3.14,1.07,0.5,2.86,0.0,2.57,0.5,8.21,9.5,12.07,68.42,3.14,0.43,0.64,3.07,1.29,1.79,1.21,1.43,0.21,254.07,4.86,3.86,1.93,0.64,87.79
Trent Cotchin,Richmond,17,10.35,7.94,18.29,2.29,0.06,0.18,3.24,0.0,3.76,0.35,10.06,8.41,10.47,57.24,4.41,0.06,0.06,4.29,1.88,2.41,2.24,1.41,0.06,275.41,3.29,4.53,3.0,0.12,72.65
Trent Dumont,North Melbourne,17,10.35,9.76,20.12,3.06,0.18,0.24,4.41,0.0,3.06,0.29,7.82,12.41,14.47,71.92,1.65,0.12,0.24,3.35,1.59,1.76,1.65,1.12,0.0,289.47,3.29,3.71,2.18,0.71,82.35
Lewis Jetta,West Coast,6,10.33,4.0,14.33,3.67,0.17,0.33,2.67,0.0,1.67,0.0,2.83,9.67,10.5,73.27,2.33,0.0,0.0,0.83,0.17,0.67,3.17,0.83,0.5,324.33,2.5,4.17,1.83,0.17,85.17
Hayden Crozier,Western Bulldogs,15,10.27,3.67,13.93,3.93,0.13,0.13,2.67,0.0,1.8,0.2,3.4,10.73,10.8,77.53,2.13,0.2,0.13,0.4,0.07,0.33,2.53,3.4,0.2,282.27,2.47,2.87,3.93,0.13,80.73
David Swallow,Gold Coast,15,10.27,7.73,18.0,3.6,0.27,0.67,3.93,0.0,3.0,0.13,9.0,9.13,11.07,61.5,3.47,0.27,0.4,4.33,1.8,2.53,1.4,0.73,0.0,255.07,3.87,3.87,1.73,0.6,78.2
Nathan Wilson,Fremantle,15,10.2,3.47,13.67,3.33,0.07,0.07,0.93,0.0,1.47,0.0,3.2,9.0,11.0,80.47,1.33,0.0,0.0,0.4,0.0,0.4,4.27,2.67,0.73,302.33,1.73,3.13,3.8,0.0,82.0
Max Gawn,Melbourne,14,10.14,5.71,15.86,4.5,0.07,0.07,2.5,32.71,2.29,0.21,9.07,6.43,10.86,68.47,2.5,1.86,0.21,3.43,0.79,2.64,1.79,4.29,0.0,229.07,3.79,3.57,4.21,0.07,92.57
Hugh Greenwood,Gold Coast,17,10.12,7.65,17.76,1.59,0.18,0.24,6.88,0.18,2.06,0.35,12.41,5.71,10.41,58.61,3.06,0.24,0.06,5.47,2.12,3.35,1.59,1.59,0.0,207.53,3.12,3.76,2.88,1.29,77.06
Tom Mitchell,Hawthorn,17,10.12,15.12,25.24,3.06,0.12,0.06,4.41,0.0,2.71,0.18,10.35,14.94,19.12,75.75,2.71,0.06,0.06,4.35,1.53,2.82,1.65,0.76,0.18,291.41,3.65,3.82,2.41,0.47,88.29
