Name,Team,Games Played,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Inside 50s,Goal Assists,Contested Possessions,Uncontested Possessions,Effective Disposals,Disposal Efficiency,Clangers,Contested Marks,Marks Inside 50,Clearances,Centre Clearances,Stoppage Clearances,Rebound 50s,One Percenters,Bounces,Metres Gained,Score Involvements,Turnovers,Intercepts,Tackles Inside 50,Time On Ground
Jack Newnes,St Kilda,22,13.95,9.32,23.27,4.45,0.68,0.14,3.0,0.5,4.73,0.59,6.41,16.77,17.45,74.99,3.18,0.18,0.27,1.73,0.18,1.55,2.86,1.59,0.5,400.32,5.82,4.59,3.82,0.41,88.5
Dylan Shiel,GWS,23,13.87,13.91,27.78,3.57,0.57,0.65,3.65,0.04,4.04,0.7,10.43,17.04,19.7,70.91,2.83,0.0,0.09,5.57,2.65,2.91,1.83,1.0,1.22,437.91,6.57,4.39,2.17,0.83,74.22
Steele Sidebottom,Collingwood,20,13.65,12.05,25.7,5.4,0.85,0.35,4.5,0.0,3.55,0.65,8.55,17.5,19.5,75.88,2.65,0.4,0.55,2.6,0.65,1.95,2.15,1.7,0.5,351.9,6.6,4.2,3.95,0.9,87.25
Sebastian Ross,St Kilda,22,13.59,12.86,26.45,4.32,0.14,0.23,4.36,1.55,4.59,0.32,7.86,18.91,19.86,75.09,2.73,0.09,0.27,4.0,1.91,2.09,1.5,1.82,0.45,352.14,5.73,4.45,2.36,0.45,81.5
Steven Motlop,Geelong,24,13.58,5.88,19.46,3.88,1.58,0.79,2.46,0.0,4.29,0.67,4.92,14.21,13.79,70.86,3.04,0.17,0.79,1.42,0.04,1.38,0.92,0.33,2.12,344.71,6.83,4.0,1.54,0.79,84.88
Jordan Lewis,Hawthorn,24,13.5,12.88,26.38,5.54,0.5,0.33,4.17,2.54,3.58,0.38,9.25,16.71,19.46,73.77,3.29,0.17,0.29,4.79,1.88,2.92,2.0,1.79,0.08,320.92,5.92,4.54,3.33,0.25,84.17
James Kelly,Essendon,20,13.4,11.9,25.3,6.45,0.1,0.15,4.3,0.0,2.1,0.2,7.75,17.1,20.3,80.24,3.4,0.25,0.1,2.0,0.55,1.45,2.95,2.1,0.1,307.0,3.65,3.95,5.4,0.3,82.6
David Zaharakis,Essendon,21,13.38,11.48,24.86,3.57,0.24,0.29,4.71,0.0,3.1,0.38,8.19,16.43,17.52,70.47,2.67,0.0,0.1,3.57,1.38,2.19,1.95,0.9,0.52,342.62,4.19,4.43,2.33,0.14,85.33
Brodie Smith,Adelaide,23,13.26,7.39,20.65,4.35,0.3,0.52,2.26,0.0,4.48,0.57,5.35,14.74,15.09,73.08,3.0,0.43,0.22,1.13,0.26,0.87,3.78,1.61,0.96,527.48,6.09,4.74,4.83,0.17,81.35
Grant Birchall,Hawthorn,24,13.25,9.67,22.92,6.12,0.08,0.08,1.21,0.04,2.33,0.21,4.17,17.62,19.29,84.16,1.67,0.12,0.0,0.58,0.21,0.38,2.62,2.0,0.08,302.21,5.67,3.46,5.21,0.04,81.29
Rory Laird,Adelaide,19,13.21,14.21,27.42,6.68,0.05,0.05,2.11,0.0,2.11,0.21,8.32,19.11,22.63,82.53,2.32,0.32,0.0,1.05,0.37,0.68,3.32,1.26,0.05,365.53,6.0,4.0,7.84,0.0,84.89
Brandon Ellis,Richmond,22,13.18,10.45,23.64,6.09,0.23,0.41,2.55,0.05,2.41,0.23,6.41,17.23,17.68,74.79,2.14,0.18,0.23,1.73,0.23,1.5,2.27,1.09,0.86,307.41,4.45,3.5,2.95,0.32,86.23
Lachie Neale,Fremantle,22,13.14,20.36,33.5,4.09,0.32,0.18,4.59,0.0,2.86,0.27,16.32,17.0,24.41,72.87,3.64,0.27,0.18,7.36,2.91,4.45,2.0,0.45,0.14,318.55,5.32,5.64,4.91,0.55,81.64
Scott Pendlebury,Collingwood,22,13.14,15.5,28.64,3.55,0.5,0.32,5.59,0.41,3.95,0.73,12.64,16.41,22.55,78.74,2.41,0.14,0.14,4.59,1.59,3.0,2.09,1.91,0.45,363.77,8.09,3.36,3.91,0.64,83.27
Zachary Williams,GWS,22,13.14,7.59,20.73,4.36,0.18,0.18,3.05,0.0,3.36,0.45,7.18,13.77,16.27,78.49,2.59,0.36,0.09,1.64,0.68,0.95,2.73,1.55,0.95,401.05,5.27,3.5,5.41,0.18,77.5
Edward Curnow,Carlton,21,13.1,11.86,24.95,3.62,0.24,0.43,7.0,0.0,3.24,0.52,9.76,15.05,18.67,74.83,2.95,0.1,0.29,4.1,0.86,3.24,2.29,0.9,0.29,312.14,4.19,4.19,3.43,1.19,85.86
Nathan Jones,Melbourne,22,13.09,14.95,28.05,2.55,0.45,0.5,5.36,0.0,4.36,0.59,10.45,16.86,19.73,70.34,3.05,0.14,0.18,5.09,2.18,2.91,1.36,0.86,0.23,351.0,6.36,4.32,2.18,0.45,84.0
Shannon Hurn,West Coast,23,13.04,4.91,17.96,4.83,0.13,0.04,1.74,0.04,2.39,0.35,4.26,12.3,14.48,80.62,1.91,0.61,0.0,0.61,0.09,0.52,4.26,2.7,0.22,384.83,4.09,4.17,5.3,0.0,84.96
Adam Cooney,Essendon,20,12.95,9.9,22.85,5.8,0.3,0.7,2.85,0.3,2.7,0.25,7.35,16.05,16.25,71.12,2.5,0.05,0.2,3.15,1.15,2.0,1.95,0.95,0.1,313.2,3.85,3.85,2.0,0.3,76.85
Adam Treloar,Collingwood,22,12.86,17.73,30.59,3.23,0.59,0.82,6.32,0.0,4.0,0.95,11.95,18.55,22.41,73.26,2.95,0.05,0.27,5.36,2.23,3.14,1.86,0.45,0.91,379.64,7.05,4.41,2.86,0.64,82.0
Shane Biggs,Western Bulldogs,26,12.85,8.15,21.0,4.46,0.15,0.08,2.08,0.0,3.12,0.12,3.96,17.08,15.62,74.38,2.38,0.27,0.12,0.5,0.08,0.42,2.42,2.23,0.5,373.04,3.65,4.08,4.12,0.15,81.31
Shaun Grigg,Richmond,20,12.85,11.45,24.3,5.3,0.5,0.35,3.6,1.3,4.25,0.75,8.9,15.55,17.35,71.4,2.7,0.4,0.7,4.05,1.55,2.5,1.8,0.6,0.3,341.2,6.05,4.05,2.0,0.45,82.7
Matthew Suckling,Western Bulldogs,17,12.82,7.53,20.35,4.65,0.41,0.53,1.76,0.0,2.47,0.0,4.06,15.0,16.18,79.51,1.82,0.18,0.12,0.59,0.18,0.41,3.18,1.41,1.35,352.65,4.59,3.29,3.53,0.29,76.88
Brendon Goddard,Essendon,20,12.8,13.1,25.9,5.85,0.15,0.35,3.65,2.15,3.3,0.3,7.9,18.1,20.25,78.19,2.75,0.4,0.1,3.05,1.15,1.9,2.65,1.85,0.3,355.2,5.05,3.95,4.25,0.45,82.95
Luke Parker,Sydney,26,12.69,14.19,26.88,3.46,0.96,0.69,6.54,1.42,3.58,0.73,13.58,13.19,18.04,67.11,3.85,0.62,0.73,6.04,2.58,3.46,1.46,1.62,0.0,304.73,7.0,4.58,2.69,0.92,88.81
Ricky Henderson,Adelaide,9,12.67,9.44,22.11,6.0,0.11,0.33,1.33,0.0,2.89,0.78,6.0,14.78,17.11,77.39,2.44,0.22,0.22,1.0,0.22,0.78,3.11,1.33,0.33,377.22,5.89,4.11,4.78,0.11,80.44
Stephen Coniglio,GWS,23,12.65,15.35,28.0,3.04,0.52,0.43,5.61,0.3,3.74,0.96,12.3,15.87,19.26,68.79,2.83,0.13,0.48,5.61,2.22,3.39,1.52,1.0,0.17,319.3,7.35,3.96,2.35,1.13,84.22
Brent Harvey,North Melbourne,23,12.61,8.96,21.57,4.26,1.57,1.04,2.43,0.0,3.83,0.65,5.96,15.52,16.0,74.18,2.17,0.17,0.7,1.3,0.13,1.17,0.78,0.52,2.13,333.22,7.17,3.04,2.09,0.65,88.43
Josh P. Kennedy,Sydney,25,12.6,18.88,31.48,2.68,0.8,0.36,5.56,0.04,4.84,0.88,17.0,14.76,21.32,67.73,3.44,0.16,0.24,7.64,2.72,4.92,1.24,1.12,0.08,348.88,7.32,5.04,3.08,0.72,86.28
Joshua Kelly,GWS,24,12.54,11.04,23.58,3.75,0.58,0.67,3.92,0.0,4.25,0.75,7.96,16.04,16.83,71.37,2.25,0.08,0.38,2.58,0.58,2.0,1.46,1.0,0.54,380.0,6.33,3.5,2.62,0.92,81.79
Zach Tuohy,Carlton,22,12.5,7.64,20.14,3.64,0.27,0.23,2.18,0.05,2.91,0.23,5.14,13.09,16.5,81.93,1.86,0.36,0.05,0.36,0.09,0.27,4.14,1.86,0.59,385.23,4.27,3.32,5.05,0.14,85.45
Robbie Gray,Port Adelaide,19,12.47,13.79,26.26,2.68,1.32,0.84,4.79,0.0,4.58,0.89,13.58,13.47,17.79,67.75,3.84,0.26,0.84,6.16,2.74,3.42,1.95,1.58,1.05,386.47,8.21,4.0,2.37,0.84,85.68
Sam Gibson,North Melbourne,23,12.43,10.39,22.83,5.22,0.57,0.48,2.83,0.0,3.65,0.43,6.43,16.74,17.0,74.46,2.3,0.22,0.43,2.13,0.22,1.91,1.52,0.78,0.04,334.26,4.83,4.22,3.17,0.35,88.61
Kieren Jack,Sydney,25,12.4,10.16,22.56,3.32,0.52,0.52,5.8,0.0,4.08,0.92,9.88,13.16,15.0,66.49,3.2,0.12,0.6,3.44,1.16,2.28,1.36,0.76,0.08,336.08,6.68,4.2,2.84,0.84,79.68
Toby Greene,GWS,23,12.39,8.87,21.26,4.87,1.91,1.17,3.65,0.22,5.3,1.22,8.65,12.78,14.22,66.89,4.35,0.78,1.35,1.74,0.74,1.0,0.65,1.0,0.35,337.48,8.39,4.3,1.83,1.35,81.91
David Mundy,Fremantle,18,12.39,11.28,23.67,3.22,0.28,0.11,4.61,1.83,3.0,0.28,11.06,12.83,16.33,68.99,3.22,0.11,0.11,5.44,1.83,3.61,2.56,1.72,0.06,376.44,3.78,4.5,3.17,0.44,81.67
Lance Franklin,Sydney,26,12.35,5.23,17.58,5.96,3.12,2.08,2.62,0.04,4.46,0.73,6.77,11.31,11.46,65.19,2.81,1.62,2.85,0.38,0.08,0.31,0.27,1.85,0.42,394.42,8.69,4.38,1.35,1.04,90.65
James Gwilt,Essendon,15,12.33,6.93,19.27,6.2,0.0,0.0,1.53,0.0,1.13,0.07,4.07,15.07,15.67,81.32,3.13,0.33,0.0,0.07,0.0,0.07,3.93,3.93,0.13,316.4,2.13,3.33,5.27,0.0,87.2
Jackson Macrae,Western Bulldogs,22,12.32,15.27,27.59,4.73,0.09,0.18,4.36,0.05,3.09,0.45,9.23,18.77,20.73,75.14,2.68,0.18,0.27,2.45,0.41,2.05,1.41,1.45,0.14,243.05,5.82,4.05,2.41,0.77,82.68
Ben Reid,Collingwood,17,12.29,5.12,17.41,8.0,0.0,0.0,0.94,0.0,1.35,0.18,5.35,12.47,13.35,76.68,2.0,1.06,0.0,0.12,0.0,0.12,4.41,4.47,0.06,326.24,2.76,3.76,7.24,0.0,85.88
Dion Prestia,Gold Coast,14,12.29,13.64,25.93,2.43,0.29,0.14,5.36,0.0,3.43,0.36,10.5,15.57,17.21,66.37,3.71,0.07,0.07,4.29,1.36,2.93,2.36,1.07,0.43,396.64,6.21,4.29,2.64,0.5,78.71
Nathan Wilson,GWS,21,12.24,4.62,16.86,4.52,0.14,0.14,1.38,0.0,3.24,0.33,3.33,12.29,13.86,82.21,2.62,0.14,0.0,0.24,0.0,0.24,4.33,2.57,1.1,487.9,3.86,4.38,3.71,0.0,75.57
Pearce Hanley,Brisbane,22,12.23,8.95,21.18,4.14,0.64,0.77,3.77,1.0,3.55,0.45,6.64,14.32,15.36,72.52,2.95,0.14,0.55,2.73,1.0,1.73,2.0,1.18,0.86,379.18,5.14,4.41,2.5,0.45,81.64
Jeremy Howe,Collingwood,20,12.2,7.0,19.2,7.1,0.15,0.25,2.6,0.05,2.05,0.3,6.6,12.1,15.35,79.95,2.4,1.4,0.35,0.3,0.0,0.3,2.95,4.35,0.45,321.15,4.0,4.25,6.65,0.55,89.05
Daniel Rich,Brisbane,21,12.19,7.43,19.62,3.19,0.81,0.38,4.43,0.0,4.43,0.19,7.57,11.52,14.33,73.04,2.71,0.29,0.38,3.05,1.33,1.71,2.76,1.43,0.0,431.76,5.24,4.48,3.14,0.9,78.67
Nick Malceski,Gold Coast,18,12.17,6.94,19.11,5.17,0.28,0.39,2.67,0.22,2.67,0.61,4.94,14.0,13.17,68.92,3.11,0.5,0.33,1.22,0.22,1.0,3.0,0.89,0.56,339.39,4.22,4.11,3.11,0.28,78.06
Kamdyn Mcintosh,Richmond,6,12.17,5.83,18.0,5.0,0.0,0.17,2.33,0.0,2.0,0.33,5.83,12.5,14.0,77.78,3.17,0.5,0.17,1.0,0.17,0.83,4.0,2.5,0.17,351.83,3.17,3.5,5.5,0.0,82.17
Jarryd Lyons,Adelaide,20,12.1,9.55,21.65,3.3,0.75,0.65,4.7,0.1,3.85,0.9,10.4,11.5,14.55,67.21,2.15,0.2,0.6,4.15,2.25,1.9,0.8,0.85,0.05,328.7,6.9,3.65,2.45,0.85,70.65
Matthew Broadbent,Port Adelaide,21,12.05,7.67,19.71,4.57,0.38,0.43,3.05,0.0,2.71,0.29,7.24,11.71,14.62,74.18,2.1,0.14,0.24,2.19,0.71,1.48,2.81,2.14,0.81,373.14,4.86,3.19,4.14,0.38,80.14
Tom Lynch,Adelaide,23,12.04,7.43,19.48,6.52,1.83,0.91,1.96,0.04,3.43,0.87,7.22,12.48,13.39,68.74,2.26,0.52,1.52,0.96,0.22,0.74,0.43,0.43,0.3,339.04,8.7,3.43,1.26,0.74,88.61
Andrew Mackie,Geelong,22,11.91,6.09,18.0,4.95,0.05,0.23,2.91,0.0,2.09,0.09,4.18,13.59,13.41,74.5,2.5,0.18,0.18,0.55,0.18,0.36,3.14,2.0,0.09,324.32,2.95,3.86,4.36,0.0,85.55
Oliver Wines,Port Adelaide,22,11.91,14.27,26.18,2.86,0.5,0.59,5.82,3.14,4.18,0.5,13.73,12.27,15.64,59.74,4.68,0.36,0.41,6.23,1.91,4.32,1.32,1.05,0.14,353.41,6.18,5.18,2.77,0.77,73.95
Matthew Wright,Carlton,22,11.91,8.55,20.45,3.64,1.0,0.45,3.73,0.0,3.86,0.36,7.91,12.23,14.36,70.22,2.23,0.18,0.82,2.59,0.55,2.05,0.95,0.55,0.27,299.64,5.14,4.0,2.0,0.77,85.14
Nick Haynes,GWS,18,11.89,5.78,17.67,6.78,0.11,0.06,1.67,0.06,1.39,0.22,6.78,10.78,13.94,78.89,1.83,1.44,0.06,0.56,0.11,0.44,4.0,5.67,0.17,300.28,3.33,2.94,8.06,0.0,82.11
Mitchell Duncan,Geelong,24,11.88,11.0,22.88,5.42,0.38,0.54,4.58,0.21,4.17,0.88,6.92,16.29,17.58,76.84,3.0,0.12,0.33,2.29,0.54,1.75,1.5,1.21,0.38,370.25,6.5,3.29,3.17,0.62,79.83
Jimmy Bartel,Geelong,22,11.86,9.77,21.64,5.05,0.5,0.36,3.73,0.09,2.82,0.36,8.41,12.64,15.82,73.11,2.32,0.32,0.5,2.77,0.64,2.14,1.95,1.95,0.05,352.82,4.91,4.05,4.0,0.64,86.91
Jarrad McVeigh,Sydney,21,11.86,8.48,20.33,3.33,0.38,0.29,3.71,0.0,2.76,0.43,6.43,12.76,15.81,77.77,2.05,0.19,0.29,0.95,0.1,0.86,3.29,1.81,0.29,374.9,4.81,3.29,4.48,0.24,84.62
Shane Savage,St Kilda,21,11.86,8.38,20.24,4.71,0.14,0.38,2.19,0.1,2.76,0.05,4.9,14.38,17.14,84.68,1.76,0.29,0.19,0.33,0.1,0.24,3.19,2.24,0.38,392.05,3.86,3.71,5.57,0.14,86.19
Luke Shuey,West Coast,23,11.83,14.09,25.91,2.43,0.52,0.35,6.48,0.3,3.78,1.04,12.39,13.78,19.3,74.49,3.48,0.09,0.13,6.57,2.74,3.83,1.96,0.74,0.78,353.09,6.48,4.35,2.91,0.57,78.61
Jayden Short,Richmond,16,11.81,3.06,14.88,3.38,0.38,0.19,1.88,0.0,1.69,0.19,2.94,11.25,11.69,78.56,2.06,0.19,0.25,0.19,0.0,0.19,2.94,1.25,0.31,322.62,3.31,4.0,2.44,0.19,79.31
Daniel Wells,North Melbourne,19,11.79,11.32,23.11,3.53,0.26,0.26,4.32,0.11,4.0,1.05,10.16,14.0,17.58,76.07,2.37,0.0,0.42,5.32,1.74,3.58,1.42,1.84,0.47,324.89,7.11,3.63,2.26,0.63,75.05
Rory Sloane,Adelaide,23,11.78,13.43,25.22,3.83,0.57,0.43,7.09,1.48,4.0,0.83,12.7,12.7,17.52,69.47,3.13,0.7,0.43,5.0,2.22,2.78,0.96,2.74,0.35,363.26,7.65,4.39,3.52,1.0,78.26
Tom Scully,GWS,24,11.75,12.83,24.58,4.67,0.96,0.54,4.29,0.0,4.62,0.88,8.88,16.12,17.92,72.9,2.88,0.0,0.5,2.83,0.42,2.42,1.5,0.88,1.33,411.33,7.0,4.46,2.83,0.92,90.29
Tom McDonald,Melbourne,22,11.73,7.05,18.77,6.73,0.05,0.0,1.64,0.09,0.68,0.0,4.95,12.95,15.77,84.02,1.5,0.91,0.0,0.23,0.0,0.23,4.05,9.05,0.55,275.55,2.91,2.5,7.14,0.0,94.0
Tom Cutler,Brisbane,15,11.73,6.73,18.47,3.53,0.6,0.4,2.33,0.07,3.13,0.13,4.4,12.07,14.33,77.59,1.87,0.0,0.27,0.73,0.2,0.53,4.0,1.4,0.67,429.07,4.07,3.67,3.2,0.07,75.93
Lachie Whitfield,GWS,21,11.71,8.9,20.62,5.86,0.52,0.24,3.48,0.0,3.62,0.76,6.1,14.62,15.81,76.67,2.67,0.19,0.43,1.71,0.19,1.52,1.52,1.48,0.76,354.0,5.81,3.62,2.57,0.43,81.29
Mark Lecras,West Coast,23,11.7,4.65,16.35,5.52,1.65,1.17,3.26,0.04,3.35,0.78,6.13,10.57,10.17,62.2,2.43,0.39,1.74,1.87,0.26,1.61,0.35,0.74,0.17,302.48,6.74,3.09,1.04,0.96,87.57
Hayden Crozier,Fremantle,16,11.69,4.88,16.56,5.44,0.38,0.38,3.0,0.0,1.81,0.06,4.0,11.88,12.62,76.21,1.81,0.44,0.19,0.62,0.12,0.5,3.19,1.5,0.12,304.5,3.5,3.38,2.62,0.5,80.38
Dane Rampe,Sydney,26,11.65,6.73,18.38,5.42,0.04,0.08,2.42,0.0,1.27,0.04,6.0,11.54,14.88,80.96,2.77,0.96,0.0,0.04,0.0,0.04,6.65,6.73,0.15,401.31,3.15,3.77,8.35,0.04,94.15
