"away.stats.totals.behinds","away.stats.totals.bounces","away.stats.totals.clangers","away.stats.totals.clearances.centreClearances","away.stats.totals.clearances.stoppageClearances","away.stats.totals.clearances.totalClearances","away.stats.totals.contestedMarks","away.stats.totals.contestedPossessions","away.stats.totals.disposalEfficiency","away.stats.totals.disposals","away.stats.totals.dreamTeamPoints","away.stats.totals.extendedStats","away.stats.totals.freesAgainst","away.stats.totals.freesFor","away.stats.totals.goalAccuracy","away.stats.totals.goalAssists","away.stats.totals.goalEfficiency","away.stats.totals.goals","away.stats.totals.handballs","away.stats.totals.hitouts","away.stats.totals.inside50s","away.stats.totals.intercepts","away.stats.totals.interchangeCounts.interchangeCap","away.stats.totals.interchangeCounts.interchangeCountQ1","away.stats.totals.interchangeCounts.interchangeCountQ2","away.stats.totals.interchangeCounts.interchangeCountQ3","away.stats.totals.interchangeCounts.interchangeCountQ4","away.stats.totals.interchangeCounts.totalInterchangeCount","away.stats.totals.kicks","away.stats.totals.lastUpdated","away.stats.totals.marks","away.stats.totals.marksInside50","away.stats.totals.metresGained","away.stats.totals.onePercenters","away.stats.totals.ranking","away.stats.totals.ratingPoints","away.stats.totals.rebound50s","away.stats.totals.scoreInvolvements","away.stats.totals.shotEfficiency","away.stats.totals.shotsAtGoal","away.stats.totals.superGoals","away.stats.totals.tackles","away.stats.totals.tacklesInside50","away.stats.totals.totalPossessions","away.stats.totals.turnovers","away.stats.totals.uncontestedPossessions","away.team.teamAbbr","away.team.teamId","away.team.teamName","away.team.teamNickname","home.stats.totals.behinds","home.stats.totals.bounces","home.stats.totals.clangers","home.stats.totals.clearances.centreClearances","home.stats.totals.clearances.stoppageClearances","home.stats.totals.clearances.totalClearances","home.stats.totals.contestedMarks","home.stats.totals.contestedPossessions","home.stats.totals.disposalEfficiency","home.stats.totals.disposals","home.stats.totals.dreamTeamPoints","home.stats.totals.extendedStats","home.stats.totals.freesAgainst","home.stats.totals.freesFor","home.stats.totals.goalAccuracy","home.stats.totals.goalAssists","home.stats.totals.goalEfficiency","home.stats.totals.goals","home.stats.totals.handballs","home.stats.totals.hitouts","home.stats.totals.inside50s","home.stats.totals.intercepts","home.stats.totals.interchangeCounts.interchangeCap","home.stats.totals.interchangeCounts.interchangeCountQ1","home.stats.totals.interchangeCounts.interchangeCountQ2","home.stats.totals.interchangeCounts.interchangeCountQ3","home.stats.totals.interchangeCounts.interchangeCountQ4","home.stats.totals.interchangeCounts.totalInterchangeCount","home.stats.totals.kicks","home.stats.totals.lastUpdated","home.stats.totals.marks","home.stats.totals.marksInside50","home.stats.totals.metresGained","home.stats.totals.onePercenters","home.stats.totals.ranking","home.stats.totals.ratingPoints","home.stats.totals.rebound50s","home.stats.totals.scoreInvolvements","home.stats.totals.shotEfficiency","home.stats.totals.shotsAtGoal","home.stats.totals.superGoals","home.stats.totals.tackles","home.stats.totals.tacklesInside50","home.stats.totals.totalPossessions","home.stats.totals.turnovers","home.stats.totals.uncontestedPossessions","home.team.teamAbbr","home.team.teamId","home.team.teamName","home.team.teamNickname"
13,12,58,11,21,32,9,125,73.6,326,1437,NA,30,13,52.2,10,25,12,131,41,48,64,90,26,24,29,33,112,195,2018-01-24 05:32:03,83,7,NA,46,NA,NA,44,NA,47.9,23,NA,73,10,327,57,202,"WB","CD_T140","Western Bulldogs","Bulldogs",12,13,51,10,25,35,14,143,74.4,403,1666,NA,13,30,32.1,7,16.7,9,179,36,54,58,90,29,22,30,24,105,224,2018-01-24 05:32:03,113,17,NA,28,NA,NA,36,NA,51.9,28,NA,51,5,403,64,260,"RICH","CD_T120","Richmond","Tigers"
8,4,49,7,28,35,14,127,73.4,305,1299,NA,28,18,50,2,23.5,8,122,38,34,56,90,29,26,25,24,104,183,2018-01-24 05:30:18,78,6,NA,27,NA,NA,47,NA,47.1,16,NA,61,12,300,63,173,"MELB","CD_T90","Melbourne","Demons",11,19,47,16,35,51,9,137,75.3,356,1589,NA,18,28,48.4,11,24.2,15,155,43,62,64,90,25,23,29,31,108,201,2018-01-24 05:30:18,82,11,NA,31,NA,NA,25,NA,50,31,NA,78,6,358,56,221,"GWS","CD_T1010","GWS Giants","Giants"
18,4,45,15,31,46,7,147,71.1,426,1855,NA,17,18,42.9,11,20.7,12,168,38,58,69,90,23,29,25,25,102,258,2018-01-24 05:32:12,126,17,NA,41,NA,NA,33,NA,48.3,28,NA,68,17,419,68,272,"ADEL","CD_T10","Adelaide Crows","Crows",9,7,54,8,20,28,11,155,69,352,1398,NA,18,17,42.9,6,20.5,9,163,40,44,68,90,27,31,22,29,109,189,2018-01-24 05:32:12,61,12,NA,55,NA,NA,46,NA,47.7,21,NA,64,14,345,69,190,"COLL","CD_T40","Collingwood","Magpies"
8,3,36,13,21,34,11,140,75,384,1689,NA,19,17,61.5,11,29.6,16,159,53,54,67,90,31,29,18,27,105,225,2018-01-24 05:32:20,105,15,NA,42,NA,NA,38,NA,48.1,26,NA,66,7,383,55,243,"STK","CD_T130","St Kilda","Saints",16,13,52,14,38,52,8,148,72.1,358,1348,NA,17,19,38.5,8,20,10,177,39,50,55,90,37,32,18,26,113,181,2018-01-24 05:32:20,52,7,NA,60,NA,NA,38,NA,52,26,NA,53,9,354,67,206,"GCFC","CD_T1000","Gold Coast Suns","Suns"
8,2,61,13,33,46,7,146,74.6,417,1717,NA,21,14,53.8,9,26.9,14,202,57,52,68,90,29,26,28,22,105,215,2018-01-24 05:30:27,88,5,NA,50,NA,NA,54,NA,50,26,NA,76,17,423,73,277,"SYD","CD_T160","Sydney Swans","Swans",8,5,47,10,25,35,6,135,71.7,438,1672,NA,14,21,31.6,4,9.7,6,215,30,62,73,90,30,25,26,25,106,223,2018-01-24 05:30:27,104,9,NA,52,NA,NA,38,NA,30.6,19,NA,52,14,432,69,297,"PORT","CD_T110","Port Adelaide","Power"
14,7,37,11,30,41,13,148,76.5,409,1796,NA,15,26,50,12,27.3,15,172,61,55,61,90,28,34,33,20,115,237,2018-01-24 05:30:35,117,13,NA,39,NA,NA,31,NA,54.5,30,NA,61,8,412,57,264,"FRE","CD_T60","Fremantle","Freo",6,7,59,10,21,31,11,129,70.7,321,1346,NA,26,15,60,7,22,9,162,32,41,57,90,29,25,25,32,111,159,2018-01-24 05:30:35,76,8,NA,40,NA,NA,40,NA,36.6,15,NA,72,13,322,61,193,"GEEL","CD_T70","Geelong Cats","Cats"
10,18,48,13,36,49,6,141,72.9,376,1549,NA,18,20,50,8,19,11,170,49,58,61,90,25,25,26,29,105,206,2018-01-24 05:32:28,84,8,NA,59,NA,NA,37,NA,37.9,22,NA,62,12,386,72,245,"HAW","CD_T80","Hawthorn","Hawks",6,10,41,8,21,29,10,138,77.7,435,1807,NA,20,18,63.2,10,23.1,12,208,36,52,72,90,29,31,22,23,105,227,2018-01-24 05:32:28,114,10,NA,39,NA,NA,46,NA,36.5,19,NA,74,8,436,61,298,"ESS","CD_T50","Essendon","Bombers"
9,6,52,8,16,24,5,119,73.4,305,1261,NA,25,21,53.8,2,15.9,7,137,32,44,54,90,34,32,23,28,117,168,2018-01-24 05:30:44,78,6,NA,31,NA,NA,37,NA,29.5,13,NA,55,11,309,50,190,"BL","CD_T20","Brisbane Lions","Lions",13,11,52,17,25,42,15,143,75.3,401,1629,NA,21,25,60.6,14,34.5,20,195,41,58,50,90,29,27,21,17,94,206,2018-01-24 05:30:44,91,22,NA,47,NA,NA,37,NA,56.9,33,NA,53,8,399,54,256,"NMFC","CD_T100","North Melbourne","Kangaroos"
6,3,66,15,21,36,8,157,67.8,360,1501,NA,28,16,55.6,8,23.8,10,156,40,42,71,90,30,31,25,34,120,204,2018-01-24 05:32:37,85,11,NA,58,NA,NA,56,NA,42.9,18,NA,71,4,368,80,211,"STK","CD_T130","St Kilda","Saints",14,5,45,18,28,46,9,174,69,371,1652,NA,16,28,70,15,27.3,21,151,40,77,80,90,33,28,25,33,119,220,2018-01-24 05:32:37,78,21,NA,58,NA,NA,31,NA,39,30,NA,74,12,375,71,201,"COLL","CD_T40","Collingwood","Magpies"
9,6,42,10,20,30,14,116,78.4,385,1726,NA,21,19,55.2,13,28.1,16,149,40,57,65,90,30,32,32,25,119,236,2018-01-24 05:30:57,129,15,NA,47,NA,NA,46,NA,50.9,29,NA,58,9,377,57,261,"ESS","CD_T50","Essendon","Bombers",18,11,46,17,36,53,14,159,69,336,1329,NA,19,21,39.3,9,19.3,11,136,40,57,57,90,34,30,26,25,115,200,2018-01-24 05:30:57,67,9,NA,46,NA,NA,40,NA,49.1,28,NA,42,13,337,65,178,"CARL","CD_T30","Carlton","Blues"
13,1,51,10,40,50,8,164,59.6,329,1391,NA,21,15,30.4,4,16.7,7,143,60,42,77,90,34,25,30,27,116,186,2018-01-24 05:30:52,48,5,NA,42,NA,NA,40,NA,54.8,23,NA,84,14,324,70,160,"MELB","CD_T90","Melbourne","Demons",8,4,48,9,44,53,8,155,63.1,325,1589,NA,15,21,63.2,8,22.2,12,117,66,54,71,90,24,26,32,28,110,208,2018-01-24 05:30:52,59,5,NA,54,NA,NA,34,NA,35.2,19,NA,108,16,313,76,158,"ADEL","CD_T10","Adelaide Crows","Crows"
18,12,41,13,21,34,4,136,74.4,406,1647,NA,17,20,44.4,7,23.5,12,193,37,51,65,90,25,28,26,27,106,213,2018-01-24 05:32:50,102,7,NA,36,NA,NA,37,NA,52.9,27,NA,55,13,417,57,281,"GWS","CD_T1010","GWS Giants","Giants",15,7,45,14,30,44,4,123,74,384,1554,NA,20,17,48.5,10,29.6,16,183,37,54,57,90,27,28,32,32,119,201,2018-01-24 05:32:50,80,8,NA,36,NA,NA,38,NA,61.1,33,NA,60,12,376,64,253,"SYD","CD_T160","Sydney Swans","Swans"
11,7,48,21,22,43,6,140,71.6,370,1588,NA,19,23,58.6,12,30.4,17,169,43,56,57,90,27,32,33,22,114,201,2018-01-24 05:31:05,79,13,NA,43,NA,NA,35,NA,51.8,29,NA,72,19,370,55,230,"PORT","CD_T110","Port Adelaide","Power",9,18,53,11,30,41,0,142,73.4,387,1568,NA,23,19,61.5,12,30.2,16,190,50,53,55,90,23,25,28,23,99,197,2018-01-24 05:31:05,80,9,NA,35,NA,NA,39,NA,49.1,26,NA,63,10,398,57,256,"NMFC","CD_T100","North Melbourne","Kangaroos"
11,3,49,15,24,39,12,153,74.7,403,1659,NA,26,20,63.6,15,36.8,21,166,35,57,77,90,28,25,30,28,111,237,2018-01-24 05:32:58,90,23,NA,41,NA,NA,37,NA,57.9,33,NA,58,5,398,69,245,"RICH","CD_T120","Richmond","Tigers",10,0,55,15,22,37,6,148,68.1,335,1345,NA,20,26,44.4,5,17.4,8,162,48,46,70,90,23,22,36,32,113,173,2018-01-24 05:32:58,66,6,NA,37,NA,NA,36,NA,39.1,18,NA,58,14,341,77,193,"BL","CD_T20","Brisbane Lions","Lions"
9,0,39,14,19,33,9,125,71.7,322,1296,NA,11,14,61.5,6,19.5,8,156,33,41,72,90,26,23,16,21,86,166,2018-01-24 05:31:13,65,9,NA,60,NA,NA,42,NA,31.7,13,NA,55,10,325,78,200,"WB","CD_T140","Western Bulldogs","Bulldogs",13,9,42,13,28,41,22,148,76.4,478,1971,NA,14,11,52.8,15,31.1,19,226,45,61,78,90,25,35,26,29,115,252,2018-01-24 05:31:13,118,23,NA,42,NA,NA,33,NA,59,36,NA,67,14,469,72,321,"HAW","CD_T80","Hawthorn","Hawks"
18,13,39,18,35,53,14,165,63.9,355,1455,NA,13,15,40.6,8,19.4,13,145,44,67,75,90,33,26,25,24,108,210,2018-01-24 05:33:10,69,10,NA,45,NA,NA,35,NA,47.8,32,NA,53,14,344,83,179,"GCFC","CD_T1000","Gold Coast Suns","Suns",9,3,47,10,30,40,7,151,69.7,373,1536,NA,15,13,59.3,11,30.8,16,162,40,52,83,90,26,23,20,9,78,211,2018-01-24 05:33:10,70,7,NA,52,NA,NA,54,NA,51.9,27,NA,64,8,363,75,212,"GEEL","CD_T70","Geelong Cats","Cats"
9,8,39,15,29,44,17,135,83.4,416,1825,NA,20,13,63,12,32.7,17,166,47,52,58,90,32,34,26,27,119,250,2018-01-24 05:31:17,136,17,NA,32,NA,NA,27,NA,51.9,27,NA,56,6,419,64,284,"FRE","CD_T60","Fremantle","Freo",9,6,33,13,13,26,7,115,79.7,340,1441,NA,13,20,63.2,9,30.8,12,156,27,39,64,90,33,30,27,23,113,184,2018-01-24 05:31:17,92,9,NA,45,NA,NA,35,NA,48.7,19,NA,53,13,339,58,224,"WCE","CD_T150","West Coast Eagles","Eagles"
11,9,49,9,29,38,10,160,65.6,317,1435,NA,30,24,48,8,27.9,12,133,39,43,70,90,31,29,20,22,102,184,2018-01-24 05:31:26,55,8,NA,37,NA,NA,50,NA,58.1,25,NA,99,14,310,65,150,"MELB","CD_T90","Melbourne","Demons",15,14,59,10,36,46,10,155,65.4,306,1377,NA,24,30,27.3,3,10.5,6,130,47,57,65,90,29,27,25,20,101,176,2018-01-24 05:31:26,51,7,NA,60,NA,NA,30,NA,38.6,22,NA,95,10,311,70,156,"RICH","CD_T120","Richmond","Tigers"
13,3,45,17,34,51,11,169,68.5,375,1651,NA,19,30,52.9,10,29.5,18,182,57,61,66,90,30,27,30,29,116,193,2018-01-24 05:33:19,71,12,NA,49,NA,NA,33,NA,55.7,34,NA,86,16,374,65,205,"CARL","CD_T30","Carlton","Blues",9,7,57,12,31,43,4,153,62.7,308,1420,NA,30,19,54.5,8,26.1,12,129,54,46,66,90,32,28,26,34,120,179,2018-01-24 05:33:19,59,7,NA,25,NA,NA,43,NA,47.8,22,NA,96,12,303,66,150,"STK","CD_T130","St Kilda","Saints"
15,2,58,8,31,39,13,165,64.8,338,1455,NA,22,20,39.1,6,14.8,9,128,31,61,90,90,31,22,23,31,107,210,2018-01-24 05:31:34,73,7,NA,55,NA,NA,50,NA,37.7,23,NA,74,4,339,93,174,"COLL","CD_T40","Collingwood","Magpies",13,1,47,8,22,30,12,160,70.7,420,1802,NA,20,22,30,5,10.5,6,181,32,57,93,90,28,27,24,22,101,239,2018-01-24 05:31:34,116,9,NA,51,NA,NA,51,NA,35.1,20,NA,83,9,424,90,264,"ESS","CD_T50","Essendon","Bombers"
11,4,46,10,26,36,7,134,64.8,301,1248,NA,16,11,36.8,5,13.7,7,120,36,51,61,90,29,31,33,17,110,181,2018-01-24 05:33:27,51,6,NA,57,NA,NA,41,NA,37.3,19,NA,65,9,297,77,163,"GCFC","CD_T1000","Gold Coast Suns","Suns",23,13,39,13,30,43,10,160,73.2,459,1822,NA,11,16,43.2,14,26.7,16,223,44,60,78,90,25,30,33,27,115,236,2018-01-24 05:33:27,98,19,NA,55,NA,NA,44,NA,61.7,37,NA,57,8,454,61,294,"GWS","CD_T1010","GWS Giants","Giants"
13,14,53,13,27,40,13,141,73.4,391,1624,NA,20,16,39.4,11,16.5,13,163,54,79,72,90,27,29,24,21,101,228,2018-01-24 05:33:36,99,10,NA,49,NA,NA,27,NA,41.8,33,NA,54,13,392,64,251,"HAW","CD_T80","Hawthorn","Hawks",9,2,56,15,31,46,11,142,70.2,332,1453,NA,16,20,57.7,11,34.9,15,139,39,43,65,90,29,26,30,27,112,193,2018-01-24 05:33:36,70,10,NA,54,NA,NA,65,NA,60.5,26,NA,69,6,326,71,184,"PORT","CD_T110","Port Adelaide","Power"
12,4,53,13,25,38,12,119,75.4,370,1535,NA,26,20,34.8,7,17,8,158,26,47,55,90,29,28,27,31,115,212,2018-01-24 05:31:43,109,14,NA,35,NA,NA,28,NA,48.9,23,NA,57,3,365,50,246,"SYD","CD_T160","Sydney Swans","Swans",8,5,41,8,21,29,10,109,81,315,1412,NA,20,26,52.4,4,28.2,11,127,44,39,51,90,30,29,26,20,105,188,2018-01-24 05:31:43,98,10,NA,30,NA,NA,38,NA,53.8,21,NA,54,10,309,55,200,"FRE","CD_T60","Fremantle","Freo"
16,7,33,13,31,44,12,130,78.2,367,1549,NA,11,13,51.5,8,23.9,17,174,56,71,60,90,27,35,24,29,115,193,2018-01-24 05:31:52,80,14,NA,44,NA,NA,30,NA,46.5,33,NA,57,23,367,53,237,"WCE","CD_T150","West Coast Eagles","Eagles",11,14,47,9,28,37,9,114,76.1,360,1526,NA,13,11,45,7,23.1,9,171,39,39,53,90,25,33,26,33,117,189,2018-01-24 05:31:52,91,9,NA,46,NA,NA,54,NA,51.3,20,NA,67,10,357,60,243,"BL","CD_T20","Brisbane Lions","Lions"
11,16,42,9,28,37,6,150,71.1,391,1569,NA,12,28,44.4,9,24,12,187,47,50,70,90,29,26,24,28,107,204,2018-01-24 05:31:56,83,7,NA,54,NA,NA,47,NA,54,27,NA,53,9,397,64,247,"NMFC","CD_T100","North Melbourne","Kangaroos",13,4,54,12,22,34,15,118,69.9,302,1350,NA,28,12,42.9,8,16.1,9,122,34,56,64,90,28,29,20,24,101,180,2018-01-24 05:31:56,87,16,NA,49,NA,NA,37,NA,37.5,21,NA,69,7,297,69,179,"GEEL","CD_T70","Geelong Cats","Cats"
8,9,50,17,25,42,11,142,67.4,365,1561,NA,12,12,41.7,5,19.6,10,143,48,51,69,90,29,32,32,26,119,222,2018-01-24 05:33:50,103,10,NA,48,NA,NA,45,NA,47.1,24,NA,52,8,353,87,211,"ADEL","CD_T10","Adelaide Crows","Crows",17,12,31,14,21,35,14,143,77.6,401,1756,NA,12,12,51.4,11,28.6,18,176,29,63,88,90,30,30,29,24,113,225,2018-01-24 05:33:50,105,10,NA,49,NA,NA,41,NA,55.6,35,NA,71,16,401,69,258,"WB","CD_T140","Western Bulldogs","Bulldogs"
12,13,37,10,29,39,9,127,80.9,376,1756,NA,18,20,60,12,30,18,146,27,60,62,90,26,26,30,35,117,230,2018-01-24 05:32:05,111,17,NA,46,NA,NA,30,NA,50,30,NA,82,11,373,57,246,"COLL","CD_T40","Collingwood","Magpies",9,3,42,16,21,37,7,126,68.5,298,1134,NA,20,18,35.3,3,16.7,6,132,49,36,57,90,25,29,23,25,102,166,2018-01-24 05:32:05,44,6,NA,58,NA,NA,42,NA,47.2,17,NA,47,9,287,62,161,"CARL","CD_T30","Carlton","Blues"
13,8,40,12,16,28,11,116,80.1,352,1478,NA,27,18,48,9,27.9,12,161,37,43,58,90,28,35,26,28,117,191,2018-01-24 05:33:58,116,13,NA,35,NA,NA,32,NA,58.1,25,NA,44,5,366,49,250,"GEEL","CD_T70","Geelong Cats","Cats",10,13,45,13,24,37,7,109,78.1,374,1484,NA,18,27,47.8,8,25,11,201,30,44,49,90,19,31,27,28,105,173,2018-01-24 05:33:58,84,12,NA,33,NA,NA,31,NA,52.3,23,NA,58,9,368,58,259,"RICH","CD_T120","Richmond","Tigers"
11,3,59,9,40,49,4,178,58.7,366,1538,NA,18,16,39.3,5,18.6,11,151,36,59,83,90,27,23,30,19,99,215,2018-01-24 05:32:14,48,5,NA,59,NA,NA,50,NA,47.5,28,NA,93,20,348,84,170,"WB","CD_T140","Western Bulldogs","Bulldogs",13,2,50,15,36,51,8,178,63.3,381,1656,NA,16,18,37,5,16.4,10,176,75,61,84,90,34,24,30,22,110,205,2018-01-24 05:32:14,45,8,NA,60,NA,NA,48,NA,44.3,27,NA,109,21,362,83,184,"SYD","CD_T160","Sydney Swans","Swans"
