"providerId","utcStartTime","status","compSeason.shortName","round.name","round.roundNumber","venue.name","home.team.club.name","away.team.club.name","player.jumperNumber","player.photoURL","player.player.position","player.player.player.playerId","player.player.player.captain","player.player.player.playerJumperNumber","player.player.player.givenName","player.player.player.surname","teamId","gamesPlayed","timeOnGroundPercentage","goals","behinds","superGoals","kicks","handballs","disposals","marks","bounces","tackles","contestedPossessions","uncontestedPossessions","totalPossessions","inside50s","marksInside50","contestedMarks","hitouts","onePercenters","disposalEfficiency","clangers","freesFor","freesAgainst","dreamTeamPoints","rebound50s","goalAssists","goalAccuracy","ratingPoints","ranking","lastUpdated","turnovers","intercepts","tacklesInside50","shotsAtGoal","goalEfficiency","shotEfficiency","interchangeCounts","scoreInvolvements","metresGained","clearances.centreClearances","clearances.stoppageClearances","clearances.totalClearances","extendedStats.effectiveKicks","extendedStats.kickEfficiency","extendedStats.kickToHandballRatio","extendedStats.effectiveDisposals","extendedStats.marksOnLead","extendedStats.interceptMarks","extendedStats.contestedPossessionRate","extendedStats.hitoutsToAdvantage","extendedStats.hitoutWinPercentage","extendedStats.hitoutToAdvantageRate","extendedStats.groundBallGets","extendedStats.f50GroundBallGets","extendedStats.scoreLaunches","extendedStats.pressureActs","extendedStats.defHalfPressureActs","extendedStats.spoils","extendedStats.ruckContests","extendedStats.contestDefOneOnOnes","extendedStats.contestDefLosses","extendedStats.contestDefLossPercentage","extendedStats.contestOffOneOnOnes","extendedStats.contestOffWins","extendedStats.contestOffWinsPercentage","extendedStats.centreBounceAttendances","extendedStats.kickins","extendedStats.kickinsPlayon","player.playerId","player.captain","player.playerJumperNumber","player.givenName","player.surname","teamStatus","team.name"
"CD_M20220140101","2022-03-16T08:10:00.000+0000","CONCLUDED","Premiership","Round 1",1,"MCG","Melbourne","Western Bulldogs",32,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/999391.png?i10c=img.resize(scale_height:0.6)","INT","CD_I999391",FALSE,32,"Tom","Sparrow","CD_T90",NA,65,0,0,NA,6,7,13,5,0,2,5,8,13,3,1,1,0,0,76.9,3,0,1,52,1,0,0,4.8,NA,NA,2,1,0,2,NA,NA,NA,3,197,1,1,2,4,66.7,0.9,10,0,1,38.5,0,0,0,3,0,0,16,6,0,0,0,0,0,1,0,0,6,0,0,"CD_I999391",FALSE,32,"Tom","Sparrow","home","Melbourne"
"CD_M20220140101","2022-03-16T08:10:00.000+0000","CONCLUDED","Premiership","Round 1",1,"MCG","Melbourne","Western Bulldogs",44,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/1003546.png?i10c=img.resize(scale_height:0.6)","BPL","CD_I1003546",FALSE,44,"Joel","Smith","CD_T90",NA,81,0,0,NA,10,1,11,5,0,2,4,5,9,0,0,2,0,6,63.6,5,0,2,49,4,0,0,4.8,NA,NA,2,6,0,0,NA,NA,NA,0,209,0,0,0,6,60,10,7,0,3,44.4,0,0,0,2,0,0,7,7,6,0,2,0,0,0,0,0,0,0,0,"CD_I1003546",FALSE,44,"Joel","Smith","home","Melbourne"
"CD_M20220140101","2022-03-16T08:10:00.000+0000","CONCLUDED","Premiership","Round 1",1,"MCG","Melbourne","Western Bulldogs",36,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/1008541.png?i10c=img.resize(scale_height:0.6)","FPR","CD_I1008541",FALSE,36,"Kysaiah","Pickett","CD_T90",NA,68,1,0,NA,5,0,5,2,0,2,1,4,5,2,1,0,0,1,100,3,1,2,30,2,1,100,5.6,NA,NA,1,1,0,1,NA,NA,NA,3,143,0,0,0,5,100,5,5,0,0,20,0,0,0,0,0,1,12,3,0,0,0,0,0,0,0,0,0,0,0,"CD_I1008541",FALSE,36,"Kysaiah","Pickett","home","Melbourne"
"CD_M20220140101","2022-03-16T08:10:00.000+0000","CONCLUDED","Premiership","Round 1",1,"MCG","Melbourne","Western Bulldogs",5,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/298210.png?i10c=img.resize(scale_height:0.6)","RR","CD_I298210",FALSE,5,"Christian","Petracca","CD_T90",NA,87,2,1,NA,24,14,38,8,0,2,16,22,38,11,2,0,0,0,76.3,3,0,1,142,2,1,40,29.9,NA,NA,4,3,0,5,NA,NA,NA,13,869,3,6,9,17,70.8,1.7,29,1,1,42.1,0,0,0,13,1,2,27,10,0,0,0,0,0,1,0,0,21,0,0,"CD_I298210",FALSE,5,"Christian","Petracca","home","Melbourne"
"CD_M20220140101","2022-03-16T08:10:00.000+0000","CONCLUDED","Premiership","Round 1",1,"MCG","Melbourne","Western Bulldogs",30,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/296420.png?i10c=img.resize(scale_height:0.6)","HFFR","CD_I296420",FALSE,30,"Alex","Neal-Bullen","CD_T90",NA,88,0,1,NA,10,8,18,3,2,7,8,10,18,6,0,1,0,2,72.2,1,1,0,85,0,3,0,12.1,NA,NA,4,4,1,1,NA,NA,NA,8,320,0,0,0,6,60,1.3,13,0,1,44.4,0,0,0,6,1,3,29,12,1,0,0,0,0,0,0,0,5,0,0,"CD_I296420",FALSE,30,"Alex","Neal-Bullen","home","Melbourne"
"CD_M20220140101","2022-03-16T08:10:00.000+0000","CONCLUDED","Premiership","Round 1",1,"MCG","Melbourne","Western Bulldogs",1,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/281085.png?i10c=img.resize(scale_height:0.6)","FB","CD_I281085",FALSE,1,"Steven","May","CD_T90",NA,97,0,0,NA,13,1,14,7,3,0,3,6,9,1,0,2,0,12,78.6,3,0,1,59,5,0,0,9.6,NA,NA,3,5,0,0,NA,NA,NA,1,384,0,0,0,10,76.9,13,11,0,3,33.3,0,0,0,1,0,1,3,3,10,0,6,1,16.7,0,0,0,0,4,4,"CD_I281085",FALSE,1,"Steven","May","home","Melbourne"
"CD_M20220140101","2022-03-16T08:10:00.000+0000","CONCLUDED","Premiership","Round 1",1,"MCG","Melbourne","Western Bulldogs",15,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/298264.png?i10c=img.resize(scale_height:0.6)","WR","CD_I298264",FALSE,15,"Ed","Langdon","CD_T90",NA,100,1,0,NA,12,10,22,3,1,0,11,12,23,5,0,0,0,2,77.3,3,0,1,68,3,1,100,15.8,NA,NA,4,7,0,1,NA,NA,NA,6,451,0,1,1,11,91.7,1.2,17,0,0,47.8,0,0,0,9,1,2,5,2,1,0,3,0,0,0,0,0,0,0,0,"CD_I298264",FALSE,15,"Ed","Langdon","home","Melbourne"
"CD_M20220140101","2022-03-16T08:10:00.000+0000","CONCLUDED","Premiership","Round 1",1,"MCG","Melbourne","Western Bulldogs",23,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/1013409.png?i10c=img.resize(scale_height:0.6)","WL","CD_I1013409",FALSE,23,"James","Jordon","CD_T90",NA,70,0,0,NA,10,10,20,4,0,2,8,12,20,0,0,0,0,0,80,2,3,0,73,1,0,0,7.5,NA,NA,5,8,0,0,NA,NA,NA,2,264,0,0,0,8,80,1,16,0,1,40,0,0,0,6,0,0,11,9,0,0,0,0,0,0,0,0,0,0,0,"CD_I1013409",FALSE,23,"James","Jordon","home","Melbourne"
"CD_M20220140101","2022-03-16T08:10:00.000+0000","CONCLUDED","Premiership","Round 1",1,"MCG","Melbourne","Western Bulldogs",31,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/1001438.png?i10c=img.resize(scale_height:0.6)","FPL","CD_I1001438",FALSE,31,"Bayley","Fritsch","CD_T90",NA,81,2,2,NA,8,1,9,4,0,1,3,5,8,2,3,1,0,0,55.6,2,0,1,53,0,1,40,6.1,NA,NA,2,0,0,5,NA,NA,NA,6,245,0,0,0,4,50,8,5,1,0,37.5,0,0,0,2,2,0,4,1,0,0,0,0,0,3,0,0,0,0,0,"CD_I1001438",FALSE,31,"Bayley","Fritsch","home","Melbourne"
"CD_M20220140101","2022-03-16T08:10:00.000+0000","CONCLUDED","Premiership","Round 1",1,"MCG","Melbourne","Western Bulldogs",50,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/291867.png?i10c=img.resize(scale_height:0.6)","FF","CD_I291867",FALSE,50,"Ben","Brown","CD_T90",NA,86,3,3,NA,9,4,13,8,0,0,6,7,13,1,6,2,0,2,61.5,1,0,1,77,0,0,50,11.5,NA,NA,1,0,0,6,NA,NA,NA,11,245,0,0,0,5,55.6,2.3,8,3,0,46.2,0,0,0,3,1,1,5,0,2,2,0,0,0,1,0,0,0,0,0,"CD_I291867",FALSE,50,"Ben","Brown","home","Melbourne"
"CD_M20220140101","2022-03-16T08:10:00.000+0000","CONCLUDED","Premiership","Round 1",1,"MCG","Melbourne","Western Bulldogs",10,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/298279.png?i10c=img.resize(scale_height:0.6)","HBFR","CD_I298279",FALSE,10,"Angus","Brayshaw","CD_T90",NA,83,0,0,NA,12,11,23,6,0,3,4,19,23,2,0,0,0,1,65.2,4,1,1,86,2,0,0,3.3,NA,NA,3,7,0,0,NA,NA,NA,3,272,0,0,0,9,75,1.1,15,0,3,17.4,0,0,0,3,0,0,7,3,1,0,1,1,100,0,0,0,0,0,0,"CD_I298279",FALSE,10,"Angus","Brayshaw","home","Melbourne"
"CD_M20220140101","2022-03-16T08:10:00.000+0000","CONCLUDED","Premiership","Round 1",1,"MCG","Melbourne","Western Bulldogs",17,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/1012825.png?i10c=img.resize(scale_height:0.6)","INT","CD_I1012825",FALSE,17,"Jake","Bowey","CD_T90",NA,73,1,0,NA,8,1,9,2,0,0,3,6,9,1,0,0,0,2,88.9,1,0,0,38,2,0,100,8,NA,NA,2,4,0,1,NA,NA,NA,1,197,0,1,1,7,87.5,8,8,0,2,33.3,0,0,0,3,0,1,8,4,2,0,0,0,0,1,0,0,0,1,1,"CD_I1012825",FALSE,17,"Jake","Bowey","home","Melbourne"
"CD_M20220140101","2022-03-16T08:10:00.000+0000","CONCLUDED","Premiership","Round 1",1,"MCG","Melbourne","Western Bulldogs",12,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/1008139.png?i10c=img.resize(scale_height:0.6)","SUB","CD_I1008139",FALSE,12,"Toby","Bedford","CD_T90",NA,55,0,1,NA,5,4,9,3,1,2,4,5,9,1,1,0,0,2,77.8,1,2,0,43,1,0,0,4.6,NA,NA,1,4,1,1,NA,NA,NA,1,124,0,0,0,3,60,1.3,7,0,1,44.4,0,0,0,3,0,1,13,5,2,0,0,0,0,0,0,0,0,0,0,"CD_I1008139",FALSE,12,"Toby","Bedford","home","Melbourne"
"CD_M20220140101","2022-03-16T08:10:00.000+0000","CONCLUDED","Premiership","Round 1",1,"MCG","Melbourne","Western Bulldogs",11,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/295467.png?i10c=img.resize(scale_height:0.6)","RR","CD_I295467",FALSE,11,"Jack","Macrae","CD_T140",NA,84,0,0,NA,19,20,39,5,0,3,15,24,39,6,0,0,0,1,79.5,4,2,2,120,2,0,0,20.3,NA,NA,6,1,0,0,NA,NA,NA,4,613,6,5,11,14,73.7,1,31,0,0,38.5,0,0,0,9,2,1,15,6,0,0,0,0,0,0,0,0,21,0,0,"CD_I295467",FALSE,11,"Jack","Macrae","away","Western Bulldogs"
"CD_M20220140101","2022-03-16T08:10:00.000+0000","CONCLUDED","Premiership","Round 1",1,"MCG","Melbourne","Western Bulldogs",12,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/991939.png?i10c=img.resize(scale_height:0.6)","CHB","CD_I991939",FALSE,12,"Zaine","Cordy","CD_T140",NA,84,0,0,NA,1,2,3,0,0,3,1,1,2,0,0,0,1,4,100,2,1,2,15,0,1,0,3.1,NA,NA,1,0,1,0,NA,NA,NA,1,-17,1,0,1,1,100,0.5,3,0,0,50,1,8.3,100,0,0,0,9,4,3,12,0,0,0,1,0,0,2,0,0,"CD_I991939",FALSE,12,"Zaine","Cordy","away","Western Bulldogs"
"CD_M20220140101","2022-03-16T08:10:00.000+0000","CONCLUDED","Premiership","Round 1",1,"MCG","Melbourne","Western Bulldogs",20,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/1008280.png?i10c=img.resize(scale_height:0.6)","INT","CD_I1008280",FALSE,20,"Ed","Richards","CD_T140",NA,81,0,0,NA,6,8,14,2,0,4,4,9,13,1,0,0,0,5,92.9,0,1,0,57,2,0,0,15.9,NA,NA,1,4,0,0,NA,NA,NA,2,151,0,1,1,5,83.3,0.8,13,0,1,30.8,0,0,0,3,0,0,17,9,2,0,1,0,0,0,0,0,0,2,1,"CD_I1008280",FALSE,20,"Ed","Richards","away","Western Bulldogs"
"CD_M20220140101","2022-03-16T08:10:00.000+0000","CONCLUDED","Premiership","Round 1",1,"MCG","Melbourne","Western Bulldogs",9,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/293651.png?i10c=img.resize(scale_height:0.6)","WR","CD_I293651",FALSE,9,"Hayden","Crozier","CD_T140",NA,75,1,0,NA,14,5,19,12,1,3,3,18,21,2,0,1,0,2,89.5,3,0,2,100,3,0,100,15.5,NA,NA,3,6,0,1,NA,NA,NA,4,391,0,0,0,12,85.7,2.8,17,0,3,14.3,0,0,0,1,0,1,6,2,1,0,2,0,0,0,0,0,0,0,0,"CD_I293651",FALSE,9,"Hayden","Crozier","away","Western Bulldogs"
"CD_M20220140101","2022-03-16T08:10:00.000+0000","CONCLUDED","Premiership","Round 1",1,"MCG","Melbourne","Western Bulldogs",42,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/290797.png?i10c=img.resize(scale_height:0.6)","FB","CD_I290797",FALSE,42,"Alex","Keath","CD_T140",NA,94,0,0,NA,6,3,9,1,0,0,7,4,11,0,0,0,0,7,55.6,0,1,0,28,6,0,0,7.7,NA,NA,3,7,0,0,NA,NA,NA,1,204,0,0,0,4,66.7,2,5,0,0,63.6,0,0,0,4,0,0,2,2,5,0,2,1,50,0,0,0,0,0,0,"CD_I290797",FALSE,42,"Alex","Keath","away","Western Bulldogs"
"CD_M20220140101","2022-03-16T08:10:00.000+0000","CONCLUDED","Premiership","Round 1",1,"MCG","Melbourne","Western Bulldogs",44,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/1004592.png?i10c=img.resize(scale_height:0.6)","RK","CD_I1004592",FALSE,44,"Tim","English","CD_T140",NA,86,0,1,NA,16,4,20,6,0,2,13,7,20,1,1,2,18,2,85,2,8,1,106,4,0,0,14.2,NA,NA,3,6,0,1,NA,NA,NA,4,259,2,6,8,13,81.3,4,17,0,3,65,6,28.6,33.3,3,0,2,15,8,1,63,0,0,0,0,0,0,26,0,0,"CD_I1004592",FALSE,44,"Tim","English","away","Western Bulldogs"
"CD_M20220140101","2022-03-16T08:10:00.000+0000","CONCLUDED","Premiership","Round 1",1,"MCG","Melbourne","Western Bulldogs",35,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/295136.png?i10c=img.resize(scale_height:0.6)","HBFL","CD_I295136",FALSE,35,"Caleb","Daniel","CD_T140",NA,80,0,0,NA,14,12,26,6,2,2,5,17,22,2,0,0,0,1,92.3,2,0,1,89,7,0,0,8.7,NA,NA,6,5,0,0,NA,NA,NA,3,406,0,0,0,12,85.7,1.2,24,0,0,22.7,0,0,0,5,0,1,8,5,0,0,0,0,0,0,0,0,0,5,5,"CD_I295136",FALSE,35,"Caleb","Daniel","away","Western Bulldogs"
"CD_M20220140101","2022-03-16T08:10:00.000+0000","CONCLUDED","Premiership","Round 1",1,"MCG","Melbourne","Western Bulldogs",31,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/996708.png?i10c=img.resize(scale_height:0.6)","HBFR","CD_I996708",FALSE,31,"Bailey","Dale","CD_T140",NA,83,1,0,NA,17,8,25,6,0,0,4,17,21,3,0,0,0,2,84,2,1,0,92,6,0,100,16.8,NA,NA,4,6,0,1,NA,NA,NA,5,602,0,1,1,15,88.2,2.1,21,0,3,19,0,0,0,3,0,1,11,5,1,0,3,1,33.3,0,0,0,0,6,4,"CD_I996708",FALSE,31,"Bailey","Dale","away","Western Bulldogs"
"CD_M20220140101","2022-03-16T08:10:00.000+0000","CONCLUDED","Premiership","Round 1",1,"MCG","Melbourne","Western Bulldogs",4,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/297373.png?i10c=img.resize(scale_height:0.6)","R","CD_I297373",FALSE,4,"Marcus","Bontempelli","CD_T140",NA,72,1,0,NA,13,4,17,7,0,7,6,12,18,4,0,1,0,3,76.5,3,1,1,100,3,2,100,13.8,NA,NA,3,6,1,1,NA,NA,NA,6,380,1,0,1,9,69.2,3.3,13,0,3,33.3,0,0,0,3,2,2,21,10,0,0,0,0,0,2,1,50,14,0,0,"CD_I297373",FALSE,4,"Marcus","Bontempelli","away","Western Bulldogs"
"CD_M20220140101","2022-03-16T08:10:00.000+0000","CONCLUDED","Premiership","Round 1",1,"MCG","Melbourne","Western Bulldogs",5,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/993834.png?i10c=img.resize(scale_height:0.6)","C","CD_I993834",FALSE,5,"Josh","Dunkley","CD_T140",NA,84,0,1,NA,14,15,29,4,1,5,12,17,29,4,0,0,0,3,72.4,3,1,1,103,2,1,0,11.7,NA,NA,5,5,1,1,NA,NA,NA,7,260,3,0,3,7,50,0.9,21,0,1,41.4,0,0,0,11,2,4,30,12,2,0,0,0,0,1,0,0,15,0,0,"CD_I993834",FALSE,5,"Josh","Dunkley","away","Western Bulldogs"
